# N=999  D=30  Area=100
# id x y
0 50 50
1 57 16
2 51 84
3 1 62
4 93 55
5 63 61
6 12 93
7 52 29
8 55 7
9 54 7
10 15 97
11 14 88
12 41 92
13 15 64
14 73 42
15 12 85
16 58 78
17 47 35
18 28 95
19 29 25
20 31 87
21 14 53
22 49 1
23 40 3
24 61 84
25 87 34
26 72 4
27 70 35
28 64 58
29 62 51
30 90 46
31 56 59
32 57 75
33 19 23
34 56 83
35 54 25
36 42 3
37 11 7
38 35 50
39 58 37
40 46 87
41 50 17
42 40 32
43 33 99
44 99 43
45 29 37
46 2 75
47 22 46
48 22 25
49 53 6
50 43 32
51 40 80
52 10 75
53 51 17
54 49 94
55 8 43
56 58 34
57 91 81
58 81 51
59 81 47
60 3 79
61 97 20
62 32 93
63 5 32
64 29 56
65 59 9
66 23 49
67 95 83
68 85 65
69 13 66
70 37 13
71 36 80
72 22 66
73 54 17
74 66 76
75 14 66
76 60 94
77 30 52
78 0 62
79 55 29
80 74 31
81 87 67
82 81 31
83 7 89
84 62 52
85 67 41
86 68 90
87 81 83
88 95 84
89 100 88
90 99 63
91 12 14
92 43 19
93 53 99
94 88 87
95 66 95
96 35 58
97 57 41
98 0 98
99 36 99
100 8 74
101 70 75
102 31 26
103 83 84
104 18 12
105 44 51
106 56 85
107 64 75
108 96 73
109 96 16
110 79 95
111 82 24
112 37 74
113 68 6
114 40 19
115 70 86
116 13 71
117 33 95
118 6 8
119 38 63
120 4 63
121 51 95
122 83 20
123 36 57
124 71 33
125 43 85
126 98 75
127 54 42
128 19 80
129 54 91
130 81 29
131 83 1
132 20 76
133 43 57
134 24 55
135 27 35
136 69 97
137 54 9
138 63 11
139 98 14
140 89 49
141 95 98
142 16 61
143 65 97
144 32 11
145 28 72
146 44 40
147 87 57
148 29 71
149 2 21
150 25 76
151 43 24
152 5 40
153 31 100
154 28 73
155 56 49
156 59 85
157 62 93
158 88 16
159 4 9
160 15 16
161 46 83
162 30 64
163 89 69
164 36 66
165 33 39
166 18 97
167 74 23
168 30 87
169 22 5
170 12 51
171 65 49
172 61 62
173 17 77
174 62 7
175 45 47
176 93 64
177 88 38
178 45 29
179 1 36
180 92 96
181 24 14
182 75 63
183 86 93
184 78 46
185 25 41
186 96 88
187 31 12
188 48 55
189 0 43
190 15 44
191 77 60
192 87 11
193 51 16
194 63 33
195 67 18
196 71 89
197 25 54
198 19 64
199 26 4
200 33 4
201 13 21
202 82 65
203 89 75
204 89 71
205 46 30
206 50 54
207 26 2
208 59 20
209 70 65
210 32 88
211 84 2
212 67 23
213 92 56
214 99 7
215 61 88
216 29 87
217 88 4
218 25 75
219 59 29
220 59 71
221 48 13
222 60 91
223 22 29
224 26 19
225 84 70
226 8 75
227 51 89
228 11 43
229 55 96
230 97 53
231 95 22
232 77 89
233 14 95
234 42 49
235 35 67
236 57 15
237 40 15
238 84 63
239 19 96
240 21 38
241 81 28
242 75 52
243 57 22
244 36 31
245 65 45
246 26 12
247 13 10
248 15 11
249 32 100
250 34 33
251 17 4
252 18 4
253 24 10
254 27 93
255 25 96
256 69 18
257 92 99
258 60 23
259 93 99
260 62 31
261 30 55
262 67 37
263 26 45
264 38 37
265 96 91
266 13 41
267 38 86
268 2 17
269 30 19
270 73 16
271 59 14
272 97 38
273 68 63
274 44 22
275 49 35
276 81 45
277 44 23
278 56 65
279 59 61
280 43 86
281 51 99
282 71 51
283 82 21
284 95 0
285 43 12
286 6 71
287 95 58
288 4 64
289 97 47
290 45 44
291 39 49
292 94 51
293 24 70
294 3 28
295 13 53
296 60 97
297 96 50
298 34 36
299 26 82
300 66 44
301 39 4
302 68 47
303 63 16
304 34 23
305 85 78
306 51 62
307 25 16
308 81 70
309 28 97
310 99 19
311 30 59
312 31 19
313 37 28
314 61 26
315 42 85
316 73 75
317 30 42
318 12 74
319 54 52
320 83 64
321 81 0
322 42 39
323 58 47
324 29 93
325 76 25
326 94 86
327 64 23
328 56 42
329 50 83
330 54 44
331 81 34
332 68 17
333 2 35
334 95 35
335 97 93
336 36 100
337 70 53
338 54 46
339 78 40
340 60 35
341 63 40
342 0 5
343 53 14
344 37 44
345 93 31
346 80 74
347 34 56
348 99 90
349 32 61
350 2 53
351 87 54
352 11 51
353 73 23
354 89 25
355 22 100
356 5 21
357 79 6
358 15 31
359 3 8
360 88 5
361 0 95
362 8 17
363 48 17
364 84 20
365 17 74
366 19 22
367 13 40
368 3 11
369 0 47
370 12 81
371 64 30
372 100 72
373 41 90
374 95 37
375 50 90
376 4 52
377 69 95
378 19 16
379 47 74
380 31 28
381 1 9
382 92 23
383 92 79
384 46 95
385 3 68
386 13 92
387 24 9
388 49 73
389 1 6
390 16 38
391 86 63
392 54 33
393 84 47
394 57 61
395 89 70
396 73 85
397 55 20
398 93 60
399 18 2
400 98 16
401 13 80
402 23 45
403 6 78
404 82 35
405 30 46
406 12 2
407 43 28
408 51 12
409 93 34
410 59 65
411 61 18
412 42 98
413 16 18
414 77 2
415 82 68
416 19 88
417 51 37
418 76 49
419 26 61
420 3 16
421 89 7
422 62 76
423 78 52
424 69 76
425 44 67
426 100 37
427 54 58
428 40 68
429 23 46
430 87 80
431 49 90
432 99 33
433 22 13
434 12 6
435 42 48
436 6 48
437 12 46
438 18 35
439 37 4
440 83 47
441 18 65
442 60 14
443 23 43
444 49 46
445 22 44
446 77 17
447 98 93
448 65 86
449 36 93
450 88 66
451 71 85
452 40 7
453 94 15
454 69 52
455 26 71
456 7 87
457 60 64
458 17 19
459 17 100
460 2 55
461 82 62
462 83 26
463 80 62
464 5 65
465 90 61
466 43 95
467 27 6
468 91 33
469 72 87
470 51 86
471 15 14
472 28 10
473 15 17
474 88 33
475 46 85
476 41 37
477 72 42
478 67 71
479 51 94
480 3 37
481 35 93
482 32 65
483 48 15
484 32 79
485 93 1
486 43 75
487 40 89
488 89 28
489 62 18
490 84 67
491 89 84
492 33 86
493 63 85
494 91 62
495 56 40
496 99 46
497 16 81
498 27 27
499 37 77
500 71 40
501 92 39
502 9 66
503 14 38
504 91 35
505 97 100
506 30 35
507 81 19
508 94 50
509 93 29
510 17 86
511 59 54
512 4 14
513 25 1
514 9 83
515 74 19
516 78 66
517 95 80
518 88 71
519 47 57
520 44 18
521 65 6
522 73 53
523 64 12
524 36 29
525 64 55
526 64 67
527 39 87
528 75 48
529 86 29
530 11 66
531 25 31
532 11 50
533 84 24
534 30 68
535 2 76
536 96 92
537 1 88
538 85 89
539 28 63
540 89 5
541 96 77
542 5 64
543 25 35
544 29 68
545 45 40
546 16 84
547 99 18
548 70 12
549 80 68
550 73 13
551 50 100
552 21 47
553 76 55
554 94 28
555 44 98
556 57 70
557 64 40
558 51 61
559 50 49
560 88 85
561 23 59
562 52 39
563 22 86
564 75 25
565 50 22
566 6 27
567 39 78
568 45 94
569 48 18
570 34 97
571 98 5
572 60 66
573 86 65
574 62 55
575 2 32
576 43 26
577 30 16
578 23 82
579 87 7
580 15 72
581 14 67
582 25 5
583 14 65
584 65 77
585 44 14
586 94 42
587 84 1
588 74 7
589 44 38
590 45 5
591 20 97
592 43 92
593 72 40
594 8 63
595 68 56
596 92 32
597 66 72
598 88 11
599 70 33
600 18 8
601 75 62
602 32 30
603 46 20
604 83 9
605 23 7
606 52 3
607 19 47
608 43 55
609 26 34
610 97 22
611 63 48
612 35 80
613 28 45
614 95 73
615 62 86
616 87 91
617 94 35
618 20 42
619 51 69
620 20 79
621 13 31
622 5 43
623 44 68
624 80 32
625 91 45
626 74 55
627 82 83
628 22 77
629 78 48
630 77 8
631 13 14
632 10 60
633 58 22
634 0 25
635 86 42
636 83 98
637 53 3
638 61 96
639 72 99
640 10 28
641 73 32
642 0 0
643 19 0
644 49 63
645 48 58
646 45 43
647 47 86
648 35 46
649 53 69
650 15 30
651 31 57
652 30 50
653 68 36
654 42 34
655 1 100
656 63 66
657 78 18
658 1 50
659 74 92
660 18 94
661 15 4
662 0 99
663 51 27
664 41 65
665 24 88
666 93 6
667 100 78
668 54 27
669 62 26
670 18 22
671 15 52
672 21 99
673 81 53
674 68 27
675 92 11
676 19 36
677 6 3
678 14 64
679 23 9
680 83 13
681 16 43
682 24 53
683 45 26
684 41 66
685 90 26
686 7 36
687 17 40
688 95 34
689 5 31
690 51 65
691 85 38
692 32 97
693 72 96
694 92 30
695 75 55
696 83 53
697 7 81
698 22 99
699 20 11
700 29 98
701 50 72
702 33 36
703 33 1
704 68 57
705 21 87
706 8 97
707 64 16
708 56 92
709 48 59
710 83 28
711 18 84
712 87 31
713 48 63
714 49 37
715 81 73
716 14 2
717 48 82
718 85 48
719 78 25
720 63 9
721 41 94
722 24 61
723 59 34
724 11 96
725 0 35
726 0 84
727 76 90
728 13 54
729 87 15
730 83 83
731 28 83
732 79 26
733 53 23
734 72 85
735 3 60
736 17 83
737 86 23
738 24 26
739 91 78
740 15 84
741 21 89
742 25 84
743 41 100
744 26 41
745 19 48
746 90 6
747 25 99
748 46 93
749 9 8
750 76 47
751 30 100
752 43 20
753 1 51
754 38 18
755 77 46
756 64 52
757 57 62
758 17 50
759 54 37
760 83 60
761 24 30
762 41 72
763 1 83
764 53 33
765 34 48
766 87 52
767 47 50
768 38 26
769 74 93
770 14 73
771 63 36
772 69 82
773 61 27
774 89 85
775 52 46
776 77 85
777 97 39
778 38 9
779 12 44
780 26 3
781 53 49
782 46 42
783 65 75
784 20 19
785 33 71
786 90 54
787 97 19
788 62 68
789 45 74
790 84 72
791 81 50
792 27 36
793 74 97
794 46 81
795 82 79
796 9 39
797 69 88
798 38 72
799 77 80
800 26 96
801 74 76
802 35 0
803 86 38
804 85 100
805 99 22
806 1 24
807 90 39
808 7 4
809 76 84
810 48 28
811 8 81
812 70 70
813 38 3
814 38 52
815 32 34
816 32 32
817 99 30
818 65 82
819 79 84
820 80 7
821 77 95
822 17 68
823 7 57
824 55 58
825 21 25
826 68 22
827 39 57
828 47 33
829 70 59
830 47 6
831 56 24
832 81 100
833 2 89
834 92 0
835 59 75
836 55 64
837 4 75
838 75 8
839 14 75
840 83 74
841 13 81
842 49 24
843 39 64
844 40 9
845 71 0
846 50 99
847 8 59
848 46 12
849 3 19
