# N=999  D=30  Area=100
# id x y
0 50 50
1 55 7
2 93 75
3 44 6
4 63 72
5 27 84
6 88 77
7 34 59
8 90 91
9 41 75
10 100 36
11 13 56
12 38 5
13 76 17
14 98 71
15 18 90
16 72 54
17 95 77
18 4 98
19 40 17
20 7 78
21 12 11
22 98 49
23 48 86
24 62 39
25 83 54
26 27 99
27 48 63
28 16 5
29 21 93
30 53 14
31 83 100
32 71 0
33 71 7
34 37 42
35 46 85
36 62 35
37 76 92
38 52 97
39 87 21
40 37 33
41 41 17
42 77 62
43 82 90
44 53 88
45 86 96
46 83 89
47 26 95
48 73 1
49 33 22
50 51 17
51 46 59
52 97 70
53 74 75
54 61 36
55 86 20
56 13 34
57 84 38
58 49 39
59 92 50
60 2 54
61 28 26
62 4 58
63 9 66
64 6 0
65 10 2
66 70 89
67 52 29
68 3 57
69 17 73
70 33 52
71 31 22
72 19 62
73 51 1
74 49 70
75 1 47
76 61 91
77 8 40
78 77 98
79 50 92
80 25 33
81 55 74
82 31 14
83 24 83
84 67 17
85 59 26
86 40 73
87 43 12
88 65 27
89 81 79
90 59 60
91 17 19
92 92 1
93 33 12
94 68 28
95 45 12
96 16 42
97 81 60
98 93 59
99 15 48
100 75 66
101 93 64
102 61 100
103 97 95
104 59 22
105 42 62
106 88 72
107 22 85
108 58 16
109 33 28
110 29 54
111 2 44
112 14 80
113 15 59
114 47 43
115 4 39
116 28 56
117 25 81
118 17 63
119 97 91
120 30 50
121 99 23
122 32 24
123 39 65
124 9 17
125 12 16
126 2 92
127 51 86
128 45 45
129 79 14
130 1 55
131 55 84
132 56 56
133 9 33
134 19 6
135 47 88
136 53 68
137 40 13
138 8 42
139 52 75
140 31 58
141 22 3
142 20 69
143 47 49
144 31 78
145 67 82
146 2 90
147 77 73
148 8 94
149 50 99
150 82 14
151 22 7
152 36 60
153 69 47
154 50 70
155 48 65
156 37 32
157 71 38
158 23 82
159 37 53
160 8 38
161 70 49
162 65 69
163 95 54
164 92 18
165 79 60
166 1 29
167 91 36
168 44 31
169 71 43
170 42 87
171 63 24
172 39 14
173 87 30
174 64 81
175 31 26
176 67 87
177 80 2
178 0 18
179 18 2
180 32 59
181 100 81
182 23 64
183 37 93
184 65 100
185 2 99
186 69 24
187 14 24
188 15 56
189 16 34
190 12 1
191 4 42
192 11 13
193 42 91
194 13 44
195 9 26
196 31 21
197 83 31
198 45 68
199 87 17
200 92 99
201 100 45
202 69 17
203 99 21
204 55 58
205 23 38
206 27 70
207 66 13
208 4 6
209 63 23
210 61 4
211 36 30
212 89 97
213 73 12
214 80 57
215 47 6
216 19 78
217 19 37
218 8 70
219 96 41
220 84 44
221 86 36
222 76 64
223 40 66
224 19 74
225 18 14
226 12 61
227 52 42
228 26 29
229 42 5
230 39 72
231 24 67
232 12 68
233 13 69
234 47 48
235 73 62
236 12 46
237 100 88
238 76 29
239 55 19
240 14 1
241 11 3
242 65 14
243 5 15
244 90 32
245 24 97
246 48 95
247 74 52
248 9 91
249 3 39
250 22 99
251 87 80
252 55 26
253 64 23
254 70 95
255 74 11
