# N=999  D=30  Area=100
# id x y
0 50 50
1 17 54
2 71 36
3 81 86
4 4 80
5 25 32
6 67 28
7 20 9
8 87 62
9 13 0
10 93 49
11 14 46
12 40 78
13 27 14
14 75 34
15 63 52
16 61 31
17 25 52
18 69 8
19 63 74
20 58 2
21 38 25
22 28 46
23 44 84
24 86 66
25 52 24
26 8 58
27 12 7
28 56 48
29 32 0
30 44 85
31 79 43
32 27 77
33 48 100
34 2 15
35 99 70
36 58 97
37 14 19
38 81 29
39 11 0
40 12 28
41 39 78
42 74 10
43 33 25
44 77 95
45 37 45
46 73 10
47 70 15
48 33 18
49 18 49
50 90 13
51 88 42
52 18 55
53 85 68
54 7 2
55 85 95
56 3 55
57 96 23
58 96 19
59 46 66
60 88 44
61 91 9
62 26 51
63 43 62
64 44 26
65 7 60
66 88 97
67 16 39
68 43 75
69 8 63
70 32 17
71 32 45
72 8 10
73 75 53
74 12 62
75 31 58
76 80 74
77 17 69
78 40 21
79 52 16
80 4 45
81 57 67
82 100 30
83 84 15
84 63 46
85 59 17
86 48 0
87 99 58
88 46 73
89 77 40
90 60 76
91 93 56
92 58 93
93 43 100
94 39 59
95 76 10
96 27 32
97 42 47
98 23 75
99 31 24
100 43 12
101 29 44
102 58 100
103 50 93
104 14 64
105 50 1
106 29 22
107 87 80
108 16 20
109 3 51
110 82 66
111 60 9
112 32 36
113 24 77
114 72 20
115 97 66
116 61 93
117 3 87
118 41 11
119 31 53
120 27 16
121 25 44
122 11 38
123 28 83
124 71 88
125 82 45
126 98 49
127 14 23
128 71 86
129 87 28
130 59 58
131 66 66
132 10 43
133 12 63
134 90 0
135 73 14
136 52 79
137 99 44
138 23 54
139 33 91
140 3 30
141 87 10
142 45 42
143 83 11
144 12 84
145 5 19
146 67 52
147 37 100
148 53 62
149 40 46
150 66 100
151 3 20
152 6 71
153 30 34
154 39 35
155 28 45
156 86 94
157 70 27
158 33 37
159 2 29
160 68 29
161 68 73
162 95 23
163 36 63
164 34 89
165 52 78
166 55 75
167 99 96
168 34 29
169 17 85
170 78 99
171 38 66
172 36 3
173 11 57
174 32 24
175 78 18
176 88 69
177 14 77
178 65 4
179 20 77
180 82 96
181 77 84
182 50 21
183 51 84
184 79 11
185 5 53
186 61 77
187 9 50
188 11 54
189 39 46
190 42 21
191 40 66
192 75 44
193 52 83
194 42 36
195 100 95
196 9 26
197 39 63
198 21 76
199 60 75
200 60 47
201 46 96
202 87 54
203 16 60
204 47 39
205 97 74
206 50 68
207 22 39
208 90 86
209 35 4
210 57 47
211 33 93
212 11 17
213 4 51
214 48 8
215 51 62
216 48 56
217 67 26
218 96 54
219 85 41
220 35 29
221 31 64
222 56 56
223 80 20
224 59 85
225 22 70
226 59 7
227 82 5
228 74 95
229 70 30
230 83 77
231 12 14
232 67 56
233 54 41
234 62 78
235 77 81
236 2 95
237 88 72
238 20 25
239 35 41
240 70 93
241 54 46
242 1 79
243 82 31
244 77 41
245 99 13
246 48 20
247 54 7
248 41 68
249 46 31
250 21 58
251 69 98
252 37 53
253 18 37
254 35 5
255 40 16
256 95 40
257 15 9
258 61 9
259 0 93
260 47 74
261 73 47
262 39 32
263 92 8
264 98 98
265 29 71
266 89 96
267 67 39
268 51 37
269 93 83
270 93 87
271 95 17
272 52 65
273 88 84
274 30 64
275 48 93
276 1 76
277 92 61
278 84 82
279 64 12
280 1 94
281 53 71
282 12 4
283 74 37
284 27 22
285 38 47
286 44 39
287 68 80
288 8 11
289 84 35
290 83 94
291 22 84
292 61 85
293 13 22
294 73 20
295 9 19
296 10 28
297 21 38
298 33 60
299 63 13
300 65 88
301 41 67
302 37 86
303 5 67
304 3 21
305 10 30
306 2 9
307 69 59
308 85 22
309 2 7
310 94 66
311 75 21
312 19 74
313 31 17
314 99 79
315 95 80
316 96 68
317 67 42
318 48 74
319 96 8
320 6 86
321 41 2
322 82 44
323 49 10
324 51 87
325 1 77
326 74 24
327 38 50
328 20 62
329 82 6
330 85 25
331 1 85
332 94 75
333 40 67
334 35 38
335 39 47
336 78 71
337 29 16
338 4 57
339 26 80
340 87 6
341 18 40
342 83 68
343 99 29
344 99 1
345 1 66
346 78 8
347 33 95
348 17 63
349 34 18
350 85 90
351 22 90
352 65 31
353 24 75
354 42 45
355 73 37
356 99 60
357 45 57
358 26 46
359 21 99
360 74 80
361 100 45
362 100 34
363 49 12
364 1 16
365 18 77
366 75 50
367 47 45
368 69 21
369 68 27
370 58 64
371 49 85
372 56 46
373 37 20
374 51 97
375 98 65
376 10 34
377 68 33
378 94 100
379 43 63
380 45 66
381 53 4
382 41 46
383 71 91
384 34 35
385 63 64
386 97 33
387 17 62
388 32 21
389 0 31
390 100 64
391 12 70
392 42 55
393 99 0
394 86 30
395 59 100
396 67 12
397 23 4
398 4 50
399 29 5
400 15 96
401 52 6
402 38 15
403 61 16
404 80 11
405 78 17
406 60 49
407 88 99
408 44 21
409 9 17
410 96 33
411 74 51
412 64 27
413 85 96
414 1 63
415 53 22
416 52 81
417 5 38
418 10 13
419 56 67
420 89 21
421 52 35
422 56 31
423 28 56
424 63 60
425 0 16
426 96 20
427 53 17
428 39 75
429 78 56
430 72 12
431 68 64
432 2 8
433 4 83
434 81 3
435 12 11
436 41 52
437 78 82
438 39 19
439 82 79
440 59 31
441 73 93
442 12 58
443 50 35
444 76 9
445 87 22
446 23 43
447 16 91
448 7 95
449 71 11
450 82 71
451 31 90
452 90 62
453 85 3
454 95 19
455 44 8
456 20 93
457 84 62
458 15 69
459 97 1
460 54 56
461 98 30
462 64 8
463 11 25
464 49 6
465 83 38
466 86 64
467 5 6
468 65 93
469 24 58
470 58 57
471 51 0
472 11 75
473 54 43
474 26 38
475 22 57
476 25 26
477 58 19
478 80 55
479 30 28
480 41 21
481 14 32
482 83 64
483 6 70
484 92 71
485 90 96
486 3 52
487 80 35
488 55 3
489 39 36
490 34 86
491 35 39
492 41 85
493 31 19
494 40 11
495 11 51
496 30 87
497 28 34
498 25 11
499 74 32
500 48 97
501 42 75
502 42 0
503 66 54
504 50 88
505 73 16
506 95 33
507 72 14
508 88 67
509 73 41
510 67 22
511 47 1
512 74 53
513 37 50
514 55 73
515 54 8
516 66 81
517 59 44
518 76 57
519 40 68
520 43 39
521 17 81
522 26 22
523 50 38
524 62 57
525 10 41
526 91 54
527 72 4
528 98 34
529 9 39
530 9 12
531 83 34
532 76 29
533 36 8
534 32 40
535 99 98
536 26 28
537 29 60
538 83 29
539 80 23
540 58 49
541 16 88
542 65 60
543 90 21
544 25 92
545 25 50
546 87 100
547 100 71
548 6 72
549 70 3
550 55 14
551 49 58
552 43 43
553 20 75
554 81 26
555 66 64
556 4 6
557 37 1
558 31 11
559 91 85
560 46 38
561 95 44
562 25 61
563 99 37
564 84 58
565 95 28
566 61 13
567 94 58
568 53 26
569 84 50
570 58 86
571 98 38
572 16 49
573 34 77
574 90 72
575 19 32
576 35 75
577 36 27
578 33 23
579 6 38
580 4 4
581 2 55
582 49 64
583 82 52
584 1 2
585 3 5
586 21 1
587 33 71
588 7 84
589 92 42
590 37 10
591 57 8
592 52 41
593 87 32
594 49 19
595 41 33
596 11 91
597 75 9
598 19 38
599 41 70
600 55 85
601 61 100
602 19 99
603 28 61
604 51 79
605 12 26
606 70 61
607 0 65
608 84 76
609 37 65
610 51 17
611 50 10
612 40 65
613 78 27
614 75 98
615 74 85
616 65 30
617 42 83
618 79 2
619 100 62
620 24 71
621 47 16
622 35 71
623 1 33
624 48 32
625 36 95
626 76 5
627 76 97
628 11 43
629 79 35
630 64 67
631 87 84
632 38 9
633 76 86
634 35 36
635 18 41
636 5 93
637 88 8
638 2 38
639 34 10
640 22 14
641 38 88
642 85 49
643 22 61
644 63 100
645 9 6
646 93 52
647 52 11
648 40 69
649 12 51
650 9 1
651 2 79
652 55 93
653 78 29
654 31 39
655 34 79
656 45 81
657 57 4
658 68 5
659 72 7
660 5 62
661 58 96
662 62 67
663 6 45
664 93 81
665 54 49
666 45 37
667 14 52
668 2 44
669 68 71
670 72 85
671 8 39
672 33 34
673 80 86
674 70 70
675 45 97
676 27 71
677 6 18
678 77 15
679 93 97
680 39 2
681 46 77
682 71 51
683 21 66
684 65 10
685 24 37
686 33 33
687 48 54
688 24 24
689 100 96
690 100 50
691 84 97
692 87 93
693 23 79
694 65 87
695 62 22
696 21 22
697 30 12
698 1 15
699 4 11
700 22 6
701 40 4
702 18 69
703 32 62
704 96 32
705 45 63
706 92 48
707 51 60
708 68 40
709 43 9
710 89 7
711 91 37
712 62 50
713 62 27
714 9 2
715 29 86
716 30 98
717 55 99
718 79 30
719 45 90
720 9 88
721 100 81
722 15 64
723 15 76
724 60 81
725 77 92
726 16 37
727 53 35
728 78 78
729 29 76
730 45 19
731 87 82
732 74 35
733 55 64
734 67 11
735 41 89
736 86 18
737 8 76
738 81 17
739 6 62
740 76 94
741 63 72
742 17 34
743 13 12
744 57 48
745 70 74
746 39 34
747 2 52
748 71 76
749 19 51
750 29 63
751 51 76
752 55 40
753 76 81
754 13 2
755 86 99
756 43 24
757 24 96
758 55 98
759 51 77
760 96 12
761 5 98
762 89 2
763 63 16
764 88 29
765 62 58
766 72 52
767 34 56
768 37 55
769 19 36
770 26 56
771 96 71
772 1 35
773 92 30
774 49 91
775 38 73
776 6 82
777 6 83
778 40 6
779 33 74
780 97 26
781 72 93
782 93 11
783 28 95
784 63 58
785 76 75
786 98 99
787 52 100
788 65 58
789 70 91
790 87 74
791 15 18
792 54 6
793 4 42
794 85 69
795 77 78
796 6 8
797 7 53
798 61 83
799 34 98
800 72 61
801 58 53
802 47 36
803 36 73
804 0 75
805 3 12
806 30 82
807 21 78
808 10 71
809 3 43
810 87 11
811 68 97
812 28 65
813 59 81
814 71 25
815 70 73
816 51 6
817 22 43
818 91 73
819 6 63
820 83 35
821 83 76
822 22 58
823 77 8
824 16 58
825 57 54
826 3 23
827 84 49
828 70 100
829 69 25
830 89 85
831 46 46
832 4 22
833 35 3
834 79 58
835 37 17
836 95 51
837 9 31
838 46 86
839 70 83
840 10 3
841 76 47
842 63 62
843 26 90
844 35 61
845 73 98
846 7 24
847 64 71
848 67 84
849 92 95
850 98 100
851 43 52
852 91 44
853 50 74
854 84 81
855 50 18
856 82 35
857 42 54
858 77 71
859 68 62
860 85 83
861 6 67
862 89 1
863 40 5
864 69 50
865 73 58
866 74 84
867 72 63
868 65 100
869 71 52
870 57 90
871 53 45
872 38 8
873 84 96
874 27 36
875 58 18
876 56 100
877 69 40
878 11 76
879 72 80
880 32 32
881 12 3
882 31 49
883 85 1
884 82 1
885 88 83
886 18 78
887 28 84
888 83 63
889 30 73
890 48 29
891 43 29
892 46 11
893 14 93
894 27 49
895 78 84
896 30 83
897 38 27
898 58 74
899 94 13
900 92 37
901 22 19
902 47 88
903 76 98
904 1 93
905 20 57
906 4 47
907 4 88
908 33 64
909 42 16
910 8 8
911 59 78
912 60 36
913 48 26
914 55 23
915 37 91
916 95 65
917 68 42
918 27 91
919 75 70
920 61 65
921 65 73
922 22 71
923 35 7
924 75 35
925 98 52
926 96 44
927 6 87
928 9 21
929 84 55
930 43 44
931 82 51
932 23 12
933 50 71
934 32 60
935 4 18
936 71 41
937 91 65
938 86 90
939 69 13
940 65 79
941 100 79
942 48 71
943 12 21
944 44 59
945 5 61
946 38 90
947 54 77
948 77 93
949 85 19
950 3 84
951 0 85
952 74 18
953 40 1
954 61 18
955 44 86
956 39 95
957 19 29
958 64 48
959 2 5
960 84 60
961 25 64
962 0 63
963 88 20
964 54 76
965 89 19
966 56 71
967 84 10
968 57 73
969 13 84
970 13 5
971 13 60
972 35 57
973 51 2
974 58 87
975 9 77
976 25 53
977 16 89
978 62 3
979 39 22
980 94 31
981 39 57
982 77 64
983 20 12
984 12 6
985 85 9
986 4 59
987 65 52
988 76 22
989 36 44
990 28 3
991 71 63
992 81 94
993 67 87
994 82 34
995 26 70
996 80 98
997 53 58
998 98 21
