# N=999  D=30  Area=100
# id x y
0 50 50
1 88 11
2 82 65
3 22 18
4 51 79
5 29 68
6 17 37
7 27 71
8 53 17
9 8 82
10 81 1
11 90 83
12 39 15
13 61 96
14 98 75
15 77 91
16 96 37
17 53 1
18 94 56
19 67 92
20 25 15
21 45 97
22 33 52
23 92 77
24 16 38
25 100 32
26 94 31
27 10 44
28 93 10
29 10 77
30 57 68
31 81 68
32 56 79
33 37 25
34 55 99
35 59 95
36 69 23
37 61 71
38 26 72
39 18 67
40 89 55
41 17 71
42 73 21
43 100 51
44 27 40
45 9 81
46 60 100
47 24 39
48 46 41
49 88 96
50 90 46
51 88 16
52 75 57
53 18 14
54 94 22
55 21 77
56 82 79
57 42 98
58 39 10
59 83 20
60 69 68
61 46 25
62 90 9
63 72 21
64 4 20
65 54 83
66 7 84
67 23 68
68 10 36
69 1 33
70 35 86
71 5 51
72 48 86
73 34 24
74 34 39
75 44 100
76 86 11
77 78 21
78 69 17
79 94 100
80 76 21
81 89 38
82 97 20
83 46 56
84 66 20
85 84 66
86 95 52
87 71 14
88 29 22
89 59 23
90 94 71
91 71 33
92 57 8
93 7 30
94 63 82
95 42 2
96 60 79
97 17 47
98 34 98
99 29 85
100 93 82
101 73 4
102 10 29
103 100 62
104 52 80
105 99 75
106 17 66
107 78 29
108 68 55
109 75 71
110 21 57
111 52 14
112 6 36
113 44 32
114 3 65
115 78 24
116 76 23
117 25 35
118 46 8
119 90 39
120 87 50
121 49 7
122 85 22
123 83 34
124 82 28
125 36 81
126 68 100
127 94 23
128 37 58
129 42 23
130 48 80
131 70 67
132 91 60
133 25 38
134 27 100
135 30 27
136 64 76
137 63 96
138 30 13
139 42 26
140 81 87
141 2 42
142 41 69
143 71 41
144 59 61
145 38 89
146 66 80
147 45 23
148 54 7
149 1 63
150 40 29
151 2 11
152 48 4
153 14 51
154 30 12
155 58 39
156 77 90
157 75 12
158 66 90
159 17 48
160 36 86
161 10 51
162 92 88
163 35 60
164 40 0
165 81 39
166 47 62
167 22 36
168 79 42
169 23 74
170 42 13
171 21 26
172 43 43
173 96 30
174 36 6
175 19 39
176 92 6
177 93 49
178 49 23
179 54 52
180 45 19
181 74 29
182 97 89
183 6 49
184 96 14
185 61 65
186 59 81
187 69 8
188 33 88
189 89 21
190 41 98
191 42 31
192 3 53
193 86 13
194 37 2
195 80 38
196 13 82
197 94 42
198 78 64
199 77 0
200 33 50
201 4 38
202 49 24
203 100 97
204 50 100
205 88 31
206 71 13
207 86 48
208 32 68
209 5 61
210 97 29
211 22 32
212 0 89
213 4 42
214 56 99
215 47 85
216 56 72
217 29 88
218 88 98
219 63 27
220 5 0
221 4 97
222 36 44
223 40 50
224 53 58
225 51 43
