# N=499  D=30  Area=100
# id x y
0 50 50
1 71 5
2 74 56
3 72 42
4 15 29
5 57 78
6 13 28
7 54 40
8 27 16
9 83 36
10 20 59
11 79 100
12 62 98
13 27 40
14 48 74
15 48 70
16 34 30
17 0 0
18 88 51
19 95 4
20 3 88
21 79 51
22 14 1
23 84 70
24 37 0
25 60 23
26 73 89
27 89 85
28 38 31
29 86 51
30 18 68
31 16 61
32 63 33
33 73 38
34 54 78
35 61 83
36 72 88
37 66 6
38 60 47
39 33 20
40 63 35
41 1 15
42 17 63
43 73 49
44 5 89
45 39 56
46 31 56
47 70 18
48 40 17
49 94 86
50 59 3
51 87 10
52 23 87
53 74 54
54 63 48
55 13 86
56 55 60
57 65 27
58 9 20
59 31 91
60 38 75
61 70 28
62 60 98
63 96 17
64 7 100
65 82 68
66 45 96
67 22 49
68 29 89
69 76 57
70 96 47
71 79 94
72 44 20
73 23 9
74 73 14
75 80 27
76 14 54
77 41 16
78 39 29
79 27 27
80 52 9
81 73 8
82 10 28
83 73 70
84 30 52
85 89 46
86 89 99
87 67 6
88 61 85
89 75 60
90 65 76
91 26 86
92 88 50
93 60 62
94 43 5
95 48 96
96 2 4
97 34 62
98 29 59
99 97 76
100 0 62
101 38 51
102 3 63
103 67 73
104 53 18
105 22 23
106 100 23
107 14 77
108 34 12
109 41 11
110 81 96
111 56 4
112 59 90
113 34 23
114 55 38
115 98 57
116 48 30
117 48 45
118 63 80
119 27 96
120 72 26
121 70 15
122 80 39
123 73 50
124 83 77
125 20 34
126 4 56
127 43 20
128 28 90
129 57 15
130 71 39
131 55 16
132 86 17
133 92 100
134 82 61
135 87 76
136 15 97
137 51 59
138 97 60
139 41 86
140 35 58
141 84 84
142 30 0
143 16 42
144 23 82
145 2 58
146 21 52
147 90 61
148 25 15
149 22 59
150 10 49
151 47 27
152 20 88
153 94 43
154 85 48
155 84 5
156 33 59
157 94 2
158 85 18
159 55 73
160 42 97
161 87 82
162 9 63
163 99 52
164 44 89
165 94 27
166 63 98
167 59 85
168 1 98
169 58 60
170 84 24
171 69 80
172 2 40
173 36 61
174 41 83
175 95 3
176 71 6
177 55 99
178 46 70
179 65 10
180 41 87
181 2 98
182 17 16
183 79 27
184 83 63
185 26 11
186 58 34
187 58 72
188 4 1
189 76 100
190 51 54
191 77 37
192 31 17
193 6 31
194 7 33
195 14 65
196 92 67
197 80 30
198 5 59
199 86 4
200 29 78
201 22 65
202 28 81
203 5 44
204 75 100
205 44 14
206 11 12
207 81 44
208 70 59
209 72 2
210 37 100
211 24 62
212 86 8
213 42 19
214 78 24
215 27 48
216 14 82
217 78 3
218 95 63
219 99 23
220 23 80
221 76 2
222 87 23
223 20 28
224 84 50
225 86 80
226 26 16
227 94 85
228 10 94
229 31 2
230 29 82
231 61 21
232 13 39
233 73 48
234 26 9
235 45 0
236 78 16
237 80 64
238 49 14
239 55 32
240 65 8
241 26 68
242 14 90
243 39 69
244 44 5
245 20 66
246 73 68
247 95 17
248 67 83
249 68 30
250 77 12
251 94 70
252 50 52
253 31 75
254 1 96
255 22 28
256 12 51
257 57 54
258 94 76
259 98 43
260 55 62
261 6 3
262 30 59
263 12 2
264 41 60
265 6 63
266 46 90
267 97 97
268 77 88
269 52 4
270 25 17
271 14 3
272 8 29
273 52 23
274 61 30
275 17 50
276 4 69
277 63 0
278 80 35
279 4 5
280 93 68
281 0 11
282 100 57
283 23 19
284 71 42
285 4 29
286 57 30
287 60 51
288 34 17
289 84 60
290 30 42
291 32 48
292 82 29
293 84 20
294 90 35
295 1 33
296 57 96
297 17 32
298 64 88
299 94 25
300 62 47
301 93 93
302 24 54
303 78 49
304 51 42
305 42 92
306 40 13
307 45 74
308 57 24
309 87 8
310 70 3
311 48 14
312 70 1
313 82 80
314 53 81
315 41 98
316 26 25
317 72 46
318 63 77
319 3 51
320 44 11
321 41 47
322 28 39
323 77 96
324 50 35
325 33 14
326 95 42
327 15 84
328 41 32
329 62 96
330 36 31
331 90 30
332 1 89
333 80 69
334 3 89
335 77 90
336 40 23
337 73 96
338 60 21
339 22 45
340 10 80
341 63 24
342 6 49
343 51 2
344 75 9
345 64 49
346 16 79
347 21 89
348 99 94
349 63 96
350 41 6
351 29 75
352 13 95
353 21 12
354 91 50
355 7 45
356 6 23
357 26 15
358 86 62
359 68 15
360 86 79
361 63 47
362 85 9
363 6 51
364 85 94
365 90 89
366 19 8
367 9 98
368 63 95
369 39 99
370 1 38
371 73 90
372 13 26
373 80 26
374 49 46
375 67 77
376 54 2
377 53 39
378 76 95
379 37 10
380 89 6
381 64 82
382 67 78
383 32 70
384 90 53
385 14 68
386 0 45
387 30 8
388 52 93
389 49 39
390 95 53
391 94 56
392 22 84
393 23 29
394 14 34
395 100 44
396 79 57
397 5 37
398 35 34
399 77 10
400 64 80
401 59 37
402 51 66
403 75 69
404 98 20
405 34 86
406 98 74
407 1 59
408 86 28
409 100 11
410 54 100
411 66 81
412 32 25
413 60 67
414 66 60
415 69 73
416 48 94
417 37 73
418 27 73
419 13 90
420 47 45
421 51 15
422 86 91
423 38 22
424 24 74
425 90 15
426 74 23
427 16 11
428 81 53
429 2 60
430 29 68
431 21 24
432 72 19
433 29 44
434 5 69
435 64 86
436 29 49
437 31 11
438 86 14
439 92 36
440 23 96
441 85 84
442 56 50
443 92 39
444 97 55
445 94 73
446 22 55
447 98 45
448 49 38
449 46 30
450 86 52
451 97 59
452 83 98
453 7 32
454 14 36
455 4 77
456 99 16
457 3 20
458 46 87
459 81 45
460 11 53
461 59 75
462 2 62
463 76 9
464 14 40
465 54 41
466 43 4
467 78 44
468 76 85
469 11 81
470 10 59
471 60 95
472 74 68
473 72 72
474 13 17
475 11 51
476 29 17
477 44 0
478 99 78
479 23 48
480 33 43
481 8 37
482 22 21
483 19 34
484 8 45
485 18 80
486 76 8
487 86 15
488 14 42
489 20 99
490 28 37
491 69 86
492 24 91
493 6 34
494 79 81
495 86 19
496 68 92
497 0 44
498 78 83
