# N=499  D=30  Area=100
# id x y
0 50 50
1 46 59
2 95 69
3 53 34
4 76 1
5 75 15
6 80 17
7 30 28
8 71 94
9 42 10
10 39 59
11 38 31
12 37 29
13 39 49
14 71 63
15 93 49
16 73 67
17 90 8
18 68 68
19 36 90
20 87 28
21 40 9
22 67 0
23 61 67
24 73 50
25 66 47
26 43 79
27 48 28
28 38 16
29 79 96
30 49 66
31 51 69
32 100 81
33 62 76
34 47 45
35 45 75
36 85 35
37 31 72
38 91 94
39 65 8
40 43 2
41 29 86
42 82 93
43 86 41
44 60 9
45 91 83
46 54 60
47 30 6
48 48 55
49 99 35
50 100 32
51 91 29
52 70 69
53 33 59
54 41 89
55 99 27
56 64 3
57 92 73
58 66 82
59 86 37
60 83 42
61 18 73
62 54 42
63 31 52
64 70 97
65 75 59
66 26 3
67 43 39
68 89 71
69 33 75
70 39 13
71 58 59
72 30 94
73 63 82
74 8 73
75 42 90
76 13 2
77 48 82
78 82 31
79 99 3
80 77 18
81 45 16
82 64 77
83 75 94
84 86 18
85 2 3
86 44 81
87 15 11
88 22 2
89 70 89
90 5 21
91 16 56
92 77 15
93 97 8
94 50 79
95 0 89
96 46 18
97 87 1
98 26 41
99 9 52
100 36 25
101 36 86
102 4 26
103 16 9
104 23 98
105 11 47
106 68 14
107 93 24
108 97 86
109 55 47
110 47 95
111 21 85
112 23 57
113 46 84
114 70 51
115 1 99
116 87 20
117 94 46
118 76 62
119 26 94
120 58 58
121 84 58
122 60 5
123 40 96
124 18 45
125 68 7
126 13 58
127 75 52
128 81 73
129 76 35
130 69 100
131 85 14
132 81 42
133 7 24
134 0 71
135 23 32
136 86 9
137 55 37
138 79 29
139 97 21
140 73 95
141 25 4
142 67 100
143 4 81
144 33 24
145 55 48
146 25 7
147 53 83
148 37 69
149 18 33
150 72 91
151 90 18
152 87 61
153 9 33
154 89 43
155 16 37
156 1 95
157 35 23
158 6 16
159 61 47
160 28 51
161 27 27
162 93 57
163 74 39
164 77 60
165 88 68
166 4 84
167 22 64
168 38 6
169 67 62
170 15 63
171 11 42
172 63 13
173 34 26
174 41 51
175 92 60
176 50 5
177 32 34
178 67 51
179 38 87
180 21 78
181 88 37
182 59 73
183 31 13
184 2 85
185 51 88
186 61 38
187 59 64
188 51 92
189 66 1
190 69 73
191 5 72
192 18 94
193 6 34
194 35 61
195 49 18
196 31 71
197 87 14
198 25 20
199 65 72
200 24 69
201 22 7
202 41 3
203 62 87
204 59 8
205 52 39
206 88 3
207 16 36
208 31 16
209 64 32
210 56 98
211 90 90
212 91 49
213 100 12
214 85 100
215 74 72
216 81 6
217 96 96
218 39 16
219 11 39
220 93 59
221 70 4
222 97 79
223 0 32
224 39 5
225 15 68
226 24 48
227 7 94
228 35 71
229 22 70
230 4 63
231 10 20
232 33 56
233 16 75
234 64 37
235 1 79
236 41 21
237 11 32
238 84 75
239 22 71
240 26 10
241 85 40
242 91 71
243 47 72
244 29 33
245 38 84
246 54 81
247 60 12
248 87 40
249 61 85
250 55 96
251 37 85
252 12 55
253 100 98
254 76 47
255 96 91
256 11 97
257 72 68
258 90 88
259 70 62
260 11 51
261 15 18
262 35 99
263 62 36
264 2 42
265 0 60
266 70 1
267 14 21
268 91 51
269 81 79
270 51 31
271 48 27
272 10 89
273 57 55
274 7 11
275 43 51
276 83 8
277 81 74
278 81 31
279 96 2
280 76 53
281 11 86
282 36 19
283 64 61
284 79 58
285 15 14
286 85 19
287 15 61
288 89 23
289 59 62
290 70 36
291 6 18
292 26 39
293 29 6
294 69 94
295 68 28
296 2 69
297 35 85
298 12 3
299 2 15
300 53 42
301 65 4
302 41 43
303 10 98
304 40 64
305 40 51
306 47 34
307 56 13
308 43 90
309 64 89
310 66 7
311 11 70
312 39 68
313 17 29
314 29 28
315 90 66
316 74 73
317 92 94
318 97 85
319 23 88
320 30 51
321 52 37
322 69 37
323 72 9
324 8 14
325 75 92
326 25 83
327 5 22
328 89 89
329 6 58
330 14 17
331 11 26
332 87 5
333 74 40
334 51 37
335 8 31
336 16 39
337 96 43
338 19 64
339 82 85
340 0 54
341 76 51
342 40 92
343 45 11
344 43 85
345 74 31
346 17 20
347 32 67
348 18 36
349 41 80
350 22 98
351 85 52
352 41 39
353 68 1
354 76 28
355 25 99
356 48 17
357 85 58
358 76 98
359 72 74
360 79 55
361 6 52
362 95 7
363 51 53
364 37 27
365 37 95
366 47 11
367 67 25
368 4 1
369 52 36
370 12 36
371 71 11
372 39 64
373 0 64
374 0 57
375 81 2
376 91 79
377 96 35
378 72 79
379 48 80
380 66 23
381 36 97
382 70 7
383 66 99
384 33 37
385 76 94
386 41 41
387 60 94
388 70 66
389 78 79
390 93 73
391 36 58
392 94 81
393 72 19
394 15 19
395 3 17
396 22 25
397 40 4
398 22 13
399 54 37
400 33 71
401 52 88
402 71 79
403 77 58
404 25 94
405 14 81
406 76 45
407 11 12
408 82 70
409 64 49
410 8 95
411 66 3
412 79 61
413 4 78
414 77 100
415 86 53
416 97 77
417 91 31
418 86 34
