# N=100  D=15  Area=100
# id x y
0 50 50
1 45 9
2 94 78
3 23 57
4 41 63
5 93 73
6 33 93
7 74 71
8 18 59
9 51 48
10 27 55
11 82 86
12 69 52
13 86 77
14 57 30
15 47 77
16 79 18
17 78 71
18 52 73
19 1 92
20 70 12
21 37 100
22 52 83
23 94 37
24 60 76
25 3 16
26 49 6
27 55 28
28 60 95
29 7 90
30 2 91
31 17 2
32 28 93
33 13 93
34 46 7
35 29 15
36 68 25
37 81 29
38 37 99
39 31 18
40 92 6
41 19 81
42 68 80
43 95 47
44 26 11
45 19 11
46 33 38
47 49 47
48 38 1
49 75 70
50 91 76
51 5 9
52 35 51
53 46 2
54 30 44
55 91 7
56 78 27
57 47 74
58 17 78
59 53 34
60 59 54
61 81 32
62 66 12
63 85 9
64 98 19
65 21 39
66 38 8
67 49 37
68 86 16
69 6 3
70 98 16
71 95 50
72 95 4
73 80 0
74 26 61
75 36 87
76 86 34
77 85 74
78 68 52
79 45 34
80 68 9
81 93 89
82 77 90
83 10 17
84 85 6
85 3 10
86 77 42
87 20 3
88 83 13
89 72 84
90 53 49
91 16 48
92 92 71
93 57 11
94 71 26
95 87 19
96 48 5
97 6 27
98 81 96
99 30 55
