# N=100  D=15  Area=100
# id x y
0 50 50
1 1 76
2 2 63
3 97 84
4 19 86
5 84 67
6 95 28
7 97 36
8 1 44
9 78 47
10 24 30
11 82 56
12 59 35
13 16 65
14 20 65
15 34 57
16 60 19
17 36 24
18 9 57
19 84 70
20 77 54
21 69 75
22 29 80
23 71 22
24 96 37
25 48 36
26 48 100
27 14 46
28 55 32
29 39 55
30 84 54
31 29 82
32 56 88
33 46 9
34 4 59
35 21 18
36 52 40
37 100 36
38 72 36
39 44 84
40 26 92
41 18 53
42 20 62
43 87 93
44 84 49
45 11 1
46 37 70
47 14 3
48 1 7
49 20 52
50 43 51
51 20 7
52 46 16
53 6 66
54 49 97
55 62 51
56 50 93
57 9 73
58 54 33
59 60 25
60 55 13
61 74 91
62 36 42
63 95 5
64 4 15
65 0 72
66 71 13
67 17 35
68 80 10
69 61 86
70 63 49
71 91 80
72 80 62
73 55 67
74 53 31
75 11 91
76 25 75
77 27 51
78 25 39
79 62 30
80 3 63
81 92 17
82 89 22
83 18 39
84 75 48
85 62 21
86 30 71
87 71 61
88 58 83
89 20 35
90 83 67
91 82 46
92 55 52
93 72 26
94 3 72
95 39 98
96 13 48
97 84 76
98 85 76
99 81 98
