# N=100  D=15  Area=100
# id x y
0 50 50
1 11 76
2 77 12
3 14 57
4 40 4
5 49 92
6 14 68
7 18 2
8 90 87
9 63 64
10 25 99
11 78 93
12 73 61
13 12 94
14 0 4
15 82 18
16 52 3
17 20 50
18 67 77
19 89 32
20 59 68
21 73 34
22 77 50
23 34 88
24 99 47
25 98 90
26 51 65
27 62 64
28 28 66
29 40 7
30 18 61
31 43 61
32 38 23
33 84 60
34 66 77
35 13 23
36 57 70
37 54 91
38 37 87
39 24 80
40 19 50
41 53 31
42 88 93
43 25 15
44 51 2
45 60 7
46 27 48
47 86 18
48 49 94
49 91 2
50 97 85
51 79 22
52 66 61
53 42 58
54 31 88
55 6 80
56 66 98
57 73 12
58 68 79
59 14 0
60 9 55
61 35 48
62 32 29
63 30 83
64 19 56
65 7 14
66 66 87
67 28 83
68 93 54
69 10 57
70 44 51
71 49 86
72 90 7
73 100 83
74 57 90
75 87 56
76 8 34
77 25 21
78 97 20
79 90 76
80 32 22
81 43 22
82 17 22
83 54 12
84 93 44
85 18 75
86 10 72
87 79 39
88 67 89
89 10 61
90 90 2
91 95 24
92 36 88
93 30 97
94 21 16
95 22 44
96 8 52
97 98 28
98 34 69
99 5 8
