# N=100  D=15  Area=100
# id x y
0 50 50
1 77 88
2 87 17
3 9 51
4 8 97
5 4 97
6 2 15
7 0 93
8 9 98
9 40 87
10 71 1
11 31 59
12 31 7
13 18 62
14 31 88
15 4 1
16 20 45
17 9 81
18 99 83
19 82 32
20 49 64
21 73 81
22 46 51
23 37 55
24 9 6
25 98 9
26 35 77
27 86 99
28 76 83
29 84 53
30 79 81
31 6 56
32 65 31
33 20 39
34 96 92
35 82 48
36 19 79
37 10 66
38 35 75
39 1 67
40 21 16
41 48 38
42 98 6
43 6 52
44 50 83
45 58 2
46 83 75
47 78 76
48 13 50
49 94 39
50 67 63
51 7 16
52 23 29
53 6 26
54 18 32
55 54 88
56 26 65
57 55 71
58 100 1
59 17 50
60 41 10
61 96 18
62 43 29
63 34 37
64 18 73
65 46 95
66 94 95
67 39 26
68 9 22
69 65 85
70 7 44
71 3 89
72 68 87
73 5 9
74 35 42
75 91 50
76 12 54
77 10 39
78 0 99
79 92 94
80 70 34
81 53 56
82 90 9
83 73 24
84 70 52
85 75 81
86 78 21
87 84 41
88 35 58
89 9 37
90 6 11
91 33 8
92 7 100
93 69 11
94 21 89
95 58 6
96 26 93
97 29 69
98 30 27
99 48 3
