# N=100  D=45  Area=100
# id x y
0 50 50
1 81 72
2 71 91
3 45 12
4 64 65
5 91 61
6 90 97
7 68 6
8 98 18
9 30 63
10 89 17
11 8 47
12 90 71
13 66 52
14 64 49
15 83 32
16 69 89
17 52 28
18 80 42
19 23 75
20 79 49
21 54 74
22 100 71
23 16 93
24 43 59
25 12 44
26 6 19
27 66 30
28 24 56
29 61 5
30 41 100
31 74 81
32 8 67
33 18 25
34 18 30
35 66 74
36 55 19
37 98 90
38 47 81
39 12 34
40 90 60
41 77 88
42 22 96
43 23 63
44 73 21
45 45 61
46 46 93
47 46 90
48 19 28
49 88 85
50 32 27
51 29 94
52 13 53
53 16 54
54 57 24
55 44 20
56 34 89
57 67 77
58 18 21
59 67 26
60 25 97
61 47 29
62 2 93
63 49 98
64 56 1
65 83 26
66 4 92
67 100 0
68 60 89
69 18 50
70 42 35
71 55 92
72 100 15
73 22 16
74 71 83
75 59 79
76 5 22
77 44 55
78 53 47
79 14 68
80 47 30
81 82 41
82 4 49
83 78 93
84 61 86
85 79 100
86 65 93
87 40 39
88 64 78
89 54 5
90 77 33
91 16 12
92 40 53
93 81 8
94 99 43
95 56 94
96 51 47
97 9 46
98 8 85
99 45 11
