# N=100  D=45  Area=100
# id x y
0 50 50
1 3 3
2 57 23
3 57 58
4 20 5
5 79 5
6 59 3
7 97 11
8 78 46
9 18 17
10 60 7
11 11 13
12 78 1
13 47 57
14 77 77
15 83 19
16 59 20
17 79 74
18 81 93
19 80 59
20 53 40
21 1 89
22 41 37
23 99 61
24 20 48
25 96 53
26 7 58
27 39 73
28 0 41
29 95 73
30 83 44
31 94 65
32 4 77
33 48 89
34 67 10
35 60 49
36 80 80
37 39 87
38 81 69
39 76 29
40 96 100
41 15 0
42 26 0
43 26 56
44 4 13
45 33 5
46 11 85
47 34 50
48 85 63
49 53 100
50 81 96
51 5 83
52 3 64
53 71 14
54 62 37
55 86 62
56 5 11
57 43 55
58 39 56
59 77 12
60 14 0
61 71 4
62 90 38
63 53 84
64 14 35
65 50 97
66 63 99
67 76 78
68 72 43
69 59 87
70 21 55
71 66 70
72 70 79
73 52 79
74 53 74
75 40 36
76 73 86
77 45 98
78 45 59
79 50 86
80 17 75
81 51 40
82 23 43
83 100 4
84 8 95
85 97 62
86 60 34
87 27 9
88 20 37
89 12 26
90 56 4
91 4 32
92 28 41
93 45 26
94 56 83
95 53 65
96 51 28
97 67 13
98 91 54
99 5 62
