# N=100  D=45  Area=100
# id x y
0 50 50
1 45 25
2 77 26
3 47 34
4 0 39
5 76 43
6 56 3
7 4 62
8 49 24
9 16 41
10 93 51
11 95 50
12 9 78
13 53 54
14 13 83
15 54 25
16 3 37
17 57 83
18 8 86
19 9 7
20 35 80
21 24 54
22 14 6
23 8 11
24 7 22
25 95 59
26 50 59
27 20 35
28 75 49
29 87 52
30 97 74
31 7 100
32 56 28
33 89 13
34 85 21
35 60 81
36 27 41
37 49 33
38 41 93
39 89 60
40 39 4
41 33 33
42 88 85
43 37 89
44 14 67
45 39 72
46 52 60
47 45 64
48 12 29
49 83 98
50 80 46
51 18 85
52 46 57
53 84 52
54 3 35
55 49 66
56 59 65
57 92 73
58 98 58
59 86 41
60 0 48
61 90 58
62 39 83
63 3 61
64 87 47
65 35 15
66 77 99
67 45 73
68 8 62
69 16 74
70 35 18
71 40 97
72 15 59
73 90 92
74 71 59
75 92 22
76 24 61
77 94 86
78 97 53
79 21 84
80 61 84
81 26 73
82 3 67
83 24 79
84 57 10
85 44 39
86 72 75
87 84 11
88 95 8
89 27 24
90 80 26
91 92 18
92 3 0
93 82 37
94 30 79
95 45 98
96 31 20
97 65 72
98 49 30
99 68 66
