# N=100  D=45  Area=100
# id x y
0 50 50
1 14 11
2 33 49
3 94 52
4 65 23
5 75 60
6 76 11
7 67 55
8 98 34
9 43 9
10 31 9
11 71 51
12 58 43
13 7 35
14 49 65
15 15 76
16 71 83
17 14 78
18 58 99
19 72 35
20 82 80
21 98 17
22 15 16
23 76 72
24 93 40
25 74 32
26 52 37
27 51 35
28 18 5
29 82 48
30 76 55
31 97 4
32 37 96
33 61 86
34 36 24
35 17 83
36 93 16
37 45 49
38 87 65
39 52 24
40 25 78
41 62 40
42 84 71
43 84 98
44 47 71
45 80 24
46 8 6
47 39 58
48 65 3
49 92 84
50 86 69
51 39 75
52 68 22
53 88 99
54 14 65
55 13 86
56 90 19
57 56 83
58 83 18
59 10 86
60 64 59
61 7 17
62 80 61
63 19 98
64 61 0
65 74 93
66 59 12
67 85 83
68 73 31
69 66 34
70 65 51
71 41 7
72 69 25
73 27 76
74 24 92
75 66 36
76 91 16
77 98 24
78 69 21
79 58 1
80 1 74
81 44 14
82 21 61
83 60 0
84 1 89
85 27 7
86 49 3
87 80 97
88 82 87
89 69 5
90 55 4
91 50 58
92 19 55
93 55 95
94 21 27
95 60 26
96 77 8
97 93 73
98 15 38
99 94 45
