# N=100  D=45  Area=100
# id x y
0 50 50
1 49 4
2 82 73
3 98 33
4 91 47
5 19 36
6 57 7
7 34 90
8 14 91
9 100 87
10 64 45
11 70 10
12 88 3
13 74 81
14 14 67
15 99 4
16 49 46
17 99 3
18 58 76
19 80 53
20 74 54
21 70 100
22 30 8
23 80 44
24 47 65
25 46 71
26 9 43
27 87 89
28 12 89
29 12 1
30 55 13
31 47 78
32 82 79
33 48 88
34 45 24
35 85 49
36 72 66
37 25 28
38 23 89
39 57 66
40 61 98
41 30 64
42 0 77
43 23 94
44 32 19
45 54 89
46 34 6
47 92 12
48 92 16
49 25 75
50 76 89
51 76 8
52 89 1
53 31 37
54 88 78
55 55 8
56 59 50
57 77 98
58 68 53
59 74 95
60 83 85
61 35 33
62 53 98
63 44 55
64 81 53
65 47 88
66 54 62
67 62 42
68 61 95
69 70 29
70 32 61
71 55 64
72 12 37
73 67 98
74 90 19
75 13 12
76 73 87
77 66 33
78 74 26
79 6 64
80 78 46
81 40 79
82 61 82
83 63 95
84 13 65
85 91 59
86 3 51
87 71 39
88 34 10
89 87 49
90 71 60
91 12 32
92 18 33
93 24 95
94 90 72
95 79 81
96 17 72
97 86 51
98 91 62
99 0 65
