# N=300  D=30  Area=100
# id x y
0 50 50
1 77 63
2 93 90
3 31 38
4 11 19
5 0 60
6 3 48
7 14 11
8 89 57
9 95 13
10 12 1
11 70 63
12 95 90
13 94 8
14 65 74
15 22 14
16 48 45
17 53 63
18 57 89
19 92 17
20 57 51
21 11 61
22 8 59
23 75 66
24 20 31
25 43 79
26 8 81
27 88 42
28 31 79
29 84 1
30 5 23
31 93 78
32 12 77
33 88 91
34 87 10
35 4 62
36 54 2
37 2 47
38 49 77
39 44 79
40 95 25
41 13 86
42 6 79
43 5 75
44 68 47
45 86 45
46 1 80
47 100 93
48 47 27
49 22 81
50 58 19
51 94 1
52 59 100
53 60 21
54 37 94
55 30 19
56 99 27
57 38 43
58 24 3
59 28 68
60 11 49
61 13 30
62 25 7
63 78 94
64 21 58
65 41 28
66 63 9
67 40 60
68 49 87
69 93 79
70 64 57
71 65 19
72 96 57
73 37 50
74 67 44
75 57 7
76 56 44
77 61 14
78 34 89
79 27 9
80 71 32
81 64 99
82 17 64
83 16 5
84 39 63
85 21 66
86 33 76
87 36 55
88 14 74
89 84 83
90 29 83
91 66 26
92 42 23
93 53 42
94 57 91
95 73 97
96 20 40
97 87 2
98 53 68
99 18 29
100 72 26
101 5 71
102 19 15
103 15 78
104 58 71
105 72 60
106 92 97
107 20 78
108 76 89
109 49 31
110 91 38
111 89 96
112 29 40
113 78 66
114 1 87
115 29 88
116 75 22
117 85 0
118 84 22
119 81 82
120 71 35
121 89 76
122 63 5
123 3 58
124 2 97
125 12 85
126 22 87
127 31 93
128 45 29
129 5 99
130 54 96
131 39 34
132 13 73
133 24 82
134 45 83
135 41 5
136 22 46
137 37 71
138 98 37
139 93 75
140 17 93
141 9 81
142 26 71
143 47 33
144 6 22
145 44 55
146 81 73
147 80 37
148 91 30
149 73 100
150 94 11
151 17 87
152 60 78
153 46 61
154 43 0
155 76 0
156 62 10
157 10 98
158 100 6
159 49 21
160 64 23
161 13 15
162 27 81
163 77 12
164 73 21
165 7 20
166 92 4
167 21 93
168 41 91
169 37 19
170 32 71
171 99 21
172 90 64
173 16 56
174 11 85
175 96 14
176 26 61
177 40 66
178 87 87
179 22 68
180 56 5
181 60 35
182 89 14
183 16 82
184 59 16
185 54 63
186 9 52
187 32 77
188 0 25
189 50 95
190 0 68
191 58 1
192 5 72
193 82 91
194 54 13
195 35 88
196 19 59
197 66 94
198 56 8
199 57 86
200 43 1
201 48 5
202 30 17
203 46 62
204 86 98
205 76 56
206 97 50
207 22 75
208 66 29
209 56 39
210 64 15
211 23 47
212 50 36
213 33 58
214 29 66
215 83 83
216 40 25
217 31 33
218 80 29
219 41 4
220 68 70
221 34 38
222 25 10
223 3 37
224 67 89
225 46 4
226 70 55
227 71 81
228 28 52
229 56 45
230 4 90
231 86 46
232 6 21
233 6 26
234 42 32
235 23 2
236 6 53
237 0 73
238 14 21
239 92 11
240 0 98
241 16 69
242 20 46
243 53 16
244 98 16
245 84 74
246 27 42
247 0 28
248 20 79
249 39 8
250 28 5
251 85 1
252 47 39
253 29 32
254 67 6
255 67 91
256 50 31
257 31 8
258 44 12
259 45 56
260 30 34
261 39 89
262 16 24
263 43 50
264 72 69
265 25 78
266 34 73
267 24 0
268 36 86
269 75 50
270 16 36
271 5 43
272 38 97
273 14 37
274 75 58
275 24 34
276 34 53
277 91 43
278 59 95
279 58 2
280 31 41
281 80 73
282 87 25
283 52 66
284 21 53
285 13 17
286 93 54
287 48 32
288 93 70
289 63 57
290 78 50
291 50 2
292 79 12
293 58 6
294 63 20
295 33 79
296 2 54
297 97 36
298 40 7
299 99 43
