# N=300  D=30  Area=100
# id x y
0 50 50
1 93 6
2 16 14
3 23 39
4 3 24
5 64 9
6 57 99
7 26 44
8 83 27
9 23 31
10 55 50
11 30 55
12 41 68
13 43 90
14 77 75
15 51 76
16 38 64
17 16 58
18 93 12
19 5 67
20 92 80
21 93 43
22 45 1
23 52 27
24 28 69
25 12 87
26 80 43
27 51 60
28 11 3
29 6 49
30 95 76
31 29 85
32 43 84
33 98 66
34 62 93
35 78 81
36 95 25
37 73 25
38 47 35
39 10 72
40 64 71
41 76 45
42 62 99
43 20 37
44 9 3
45 36 8
46 8 80
47 76 60
48 23 10
49 68 62
50 4 91
51 66 60
52 68 5
53 0 10
54 7 21
55 90 19
56 54 41
57 88 70
58 92 47
59 75 18
60 85 51
61 69 89
62 78 23
63 39 23
64 1 97
65 52 33
66 36 19
67 11 41
68 89 79
69 58 69
70 87 1
71 62 7
72 77 51
73 10 88
74 88 31
75 1 3
76 16 63
77 80 13
78 18 94
79 32 0
80 88 23
81 78 41
82 49 9
83 26 9
84 93 85
85 12 40
86 4 97
87 59 75
88 42 41
89 57 54
90 89 51
91 26 70
92 34 48
93 61 70
94 92 81
95 91 49
96 7 98
97 38 4
98 56 46
99 58 21
100 55 23
101 54 64
102 79 70
103 21 15
104 31 14
105 7 38
106 20 11
107 17 70
108 24 20
109 81 1
110 60 71
111 75 60
112 85 43
113 27 39
114 37 41
115 95 45
116 48 8
117 36 4
118 67 41
119 85 60
120 90 92
121 85 62
122 77 94
123 40 82
124 60 18
125 42 2
126 92 30
127 89 55
128 39 39
129 20 63
130 59 52
131 25 28
132 72 88
133 20 29
134 44 88
135 59 5
136 100 50
137 33 26
138 49 75
139 32 8
140 5 82
141 48 21
142 91 6
143 86 64
144 43 80
145 22 27
146 59 97
147 2 13
148 27 13
149 19 14
150 89 17
151 35 98
152 30 19
153 91 64
154 90 81
155 41 87
156 91 15
157 41 37
158 52 57
159 44 93
160 20 100
161 18 40
162 96 29
163 92 52
164 56 81
165 14 62
166 22 14
167 36 27
168 44 53
169 90 20
170 33 97
171 4 73
172 19 77
173 31 16
174 16 49
175 86 49
176 14 39
177 68 30
178 64 66
179 36 80
180 45 97
181 58 47
182 99 93
183 28 82
184 39 53
185 55 0
186 85 89
187 97 33
188 57 96
189 19 24
190 80 51
191 52 48
192 22 22
193 96 94
194 24 7
195 17 98
196 24 77
197 73 64
198 16 54
199 37 91
200 39 6
201 92 65
202 88 88
203 88 71
204 45 25
205 20 44
206 52 56
207 43 6
208 21 89
209 73 50
210 78 24
211 99 3
212 55 82
213 69 50
214 91 18
215 47 85
216 74 37
217 64 96
218 26 86
219 47 56
220 84 47
221 42 1
222 48 57
223 56 38
224 37 13
225 65 16
226 59 77
227 47 86
228 100 90
229 11 43
230 66 65
231 54 15
232 5 27
233 86 47
234 72 42
235 29 90
236 44 21
237 20 60
238 68 4
239 22 38
240 85 18
241 37 87
242 14 73
243 61 41
244 65 33
245 34 19
246 99 53
247 31 74
248 3 58
249 83 38
250 96 2
251 69 36
252 20 97
253 20 3
254 48 37
255 19 59
256 5 0
257 5 42
258 59 12
259 43 64
260 3 37
261 2 14
262 61 19
263 31 52
264 11 65
265 77 98
266 61 32
267 38 100
268 51 13
269 97 15
270 34 96
271 43 13
272 39 32
273 12 60
274 32 54
275 41 89
276 4 66
277 72 78
278 96 38
279 86 76
280 36 35
281 43 62
282 77 61
283 4 74
284 0 50
285 41 95
286 24 61
287 32 70
288 21 75
289 88 58
290 22 95
291 1 89
292 62 35
293 2 27
294 4 22
295 40 91
296 45 31
297 61 73
298 87 22
299 62 54
