# N=300  D=45  Area=100
# id x y
0 50 50
1 76 38
2 95 90
3 37 72
4 66 8
5 99 14
6 91 65
7 20 4
8 38 69
9 30 52
10 82 98
11 5 100
12 59 79
13 69 21
14 11 93
15 90 3
16 98 29
17 88 58
18 36 68
19 75 49
20 11 98
21 16 22
22 84 29
23 38 4
24 61 39
25 0 94
26 92 96
27 14 56
28 41 31
29 97 22
30 81 85
31 12 50
32 39 83
33 74 3
34 69 19
35 70 2
36 59 30
37 2 45
38 14 2
39 59 37
40 44 18
41 69 28
42 46 1
43 83 57
44 49 66
45 86 19
46 28 41
47 46 82
48 25 8
49 87 57
50 51 35
51 3 64
52 96 38
53 100 23
54 86 99
55 32 12
56 59 0
57 31 70
58 64 42
59 34 22
60 73 65
61 66 62
62 1 91
63 84 100
64 25 45
65 76 1
66 24 42
67 79 96
68 7 24
69 40 63
70 76 55
71 14 51
72 18 53
73 15 93
74 4 96
75 7 76
76 58 37
77 33 88
78 88 82
79 57 53
80 8 12
81 23 79
82 96 59
83 24 82
84 13 55
85 55 62
86 99 78
87 83 89
88 70 90
89 82 95
90 97 10
91 82 10
92 55 52
93 54 82
94 16 6
95 38 32
96 61 71
97 81 65
98 54 84
99 13 11
100 41 96
101 21 20
102 20 74
103 25 49
104 8 91
105 19 97
106 50 67
107 56 20
108 82 86
109 33 89
110 36 9
111 24 36
112 16 76
113 14 84
114 51 67
115 39 99
116 15 19
117 52 97
118 97 43
119 87 36
120 34 46
121 54 81
122 34 100
123 10 77
124 68 88
125 70 41
126 74 16
127 82 44
128 41 78
129 42 93
130 15 6
131 65 15
132 39 74
133 42 38
134 90 46
135 93 74
136 36 3
137 48 49
138 21 2
139 17 31
140 72 46
141 12 99
142 80 1
143 62 52
144 38 46
145 87 96
146 64 28
147 52 92
148 81 8
149 100 54
150 45 1
151 29 87
152 88 21
153 2 96
154 7 53
155 17 15
156 11 75
157 75 83
158 86 21
159 17 22
160 84 88
161 8 11
162 2 66
163 48 18
164 2 53
165 57 24
166 97 59
167 98 73
168 23 98
169 85 91
170 99 69
171 14 91
172 31 23
173 60 91
174 6 20
175 4 1
176 81 88
177 22 69
178 57 35
179 43 76
180 7 17
181 67 6
182 76 6
183 6 74
184 55 98
185 59 33
186 44 72
187 4 97
188 98 84
189 69 32
190 25 39
191 61 82
192 4 42
193 10 66
194 77 61
195 76 68
196 65 45
197 81 76
198 49 26
199 48 64
200 28 67
201 45 39
202 4 46
203 67 79
204 97 47
205 66 76
206 78 19
207 49 41
208 38 83
209 22 71
210 45 42
211 66 11
212 52 27
213 21 22
214 92 85
215 6 54
216 3 0
217 49 50
218 68 28
219 14 69
220 98 94
221 41 82
222 42 45
223 11 83
224 47 20
225 85 11
226 57 23
227 93 96
228 75 62
229 13 68
230 99 4
231 85 79
232 33 6
233 46 78
234 0 35
235 95 35
236 34 90
237 18 32
238 27 18
239 11 11
240 42 54
241 64 23
242 23 42
243 92 58
244 99 63
245 62 18
246 79 58
247 59 92
248 22 14
249 62 74
250 3 52
251 2 84
252 83 29
253 28 26
254 34 69
255 10 19
256 40 66
257 71 45
258 58 28
259 49 9
260 69 88
261 66 5
262 21 71
263 42 88
264 68 3
265 52 11
266 10 56
267 3 100
268 97 6
269 4 92
270 86 45
271 11 46
272 15 4
273 92 73
274 24 49
275 73 44
276 42 49
277 3 79
278 12 74
279 10 61
280 83 72
281 1 27
282 16 73
283 26 32
284 9 47
285 63 31
286 94 75
287 74 33
288 31 61
289 86 25
290 19 0
291 67 35
292 44 10
293 71 85
294 72 57
295 82 46
296 20 52
297 8 63
298 59 31
299 15 17
