# N=300  D=45  Area=100
# id x y
0 50 50
1 55 99
2 22 4
3 52 17
4 56 23
5 90 73
6 19 95
7 47 46
8 76 58
9 71 51
10 1 88
11 82 60
12 87 65
13 80 50
14 39 14
15 78 35
16 71 20
17 91 86
18 49 1
19 0 28
20 16 75
21 79 49
22 15 42
23 24 29
24 4 18
25 45 73
26 87 13
27 50 67
28 68 7
29 23 86
30 19 9
31 83 49
32 52 30
33 77 27
34 4 13
35 16 76
36 82 65
37 20 45
38 36 25
39 39 54
40 93 16
41 40 6
42 91 11
43 66 13
44 16 38
45 80 66
46 53 90
47 82 54
48 56 1
49 84 17
50 81 83
51 68 13
52 51 82
53 18 26
54 74 40
55 90 28
56 84 94
57 55 0
58 21 15
59 34 37
60 10 37
61 89 15
62 94 99
63 37 36
64 55 9
65 65 22
66 70 65
67 47 95
68 17 97
69 8 23
70 5 46
71 46 58
72 27 58
73 7 53
74 14 63
75 49 63
76 0 63
77 41 26
78 42 23
79 33 23
80 71 49
81 68 4
82 9 6
83 56 25
84 39 41
85 2 20
86 57 28
87 92 57
88 86 1
89 63 49
90 58 52
91 51 98
92 21 57
93 23 36
94 91 15
95 19 42
96 60 21
97 68 74
98 50 7
99 21 53
100 98 43
101 55 11
102 86 33
103 78 53
104 75 11
105 45 84
106 50 86
107 59 68
108 94 30
109 31 57
110 6 48
111 11 88
112 23 69
113 26 7
114 47 21
115 69 82
116 55 81
117 89 17
118 6 20
119 8 96
120 62 23
121 95 87
122 62 7
123 6 72
124 50 34
125 30 70
126 80 84
127 99 37
128 14 32
129 100 41
130 35 82
131 0 77
132 14 64
133 76 38
134 49 91
135 42 81
136 57 65
137 99 42
138 96 67
139 17 23
140 81 86
141 43 82
142 87 17
143 12 36
144 74 45
145 84 0
146 77 97
147 54 32
148 2 81
149 30 84
150 1 81
151 92 81
152 51 41
153 7 2
154 73 58
155 91 0
156 34 3
157 56 4
158 38 30
159 52 96
160 95 23
161 97 64
162 2 13
163 5 79
164 73 100
165 75 46
166 64 2
167 51 25
168 2 71
169 2 4
170 6 88
171 15 79
172 60 70
173 100 55
174 25 4
175 12 53
176 94 82
177 82 15
178 1 5
179 38 11
180 64 12
181 43 31
182 75 77
183 7 0
184 45 3
185 98 90
186 86 86
187 8 70
188 58 60
189 10 62
190 6 98
191 51 58
192 82 100
193 67 9
194 83 100
195 91 88
196 20 60
197 93 20
198 56 60
199 15 96
200 67 21
201 68 6
202 48 39
203 31 14
204 45 75
205 18 15
206 80 49
207 5 83
208 94 53
209 48 37
210 97 93
211 39 38
212 1 15
213 79 10
214 56 58
215 26 95
216 47 60
217 71 19
218 95 35
219 100 20
220 83 81
221 62 34
222 27 70
223 47 75
224 97 84
225 85 50
226 98 40
227 87 11
228 74 57
229 16 94
230 77 26
231 4 9
232 44 72
233 37 13
234 91 97
235 9 98
236 61 21
237 16 46
238 85 58
239 5 24
240 25 23
241 86 31
242 35 83
243 47 59
244 14 11
245 71 76
246 84 88
247 80 28
248 31 59
249 50 33
250 85 19
251 65 27
252 3 15
253 25 9
254 50 38
255 58 19
256 26 86
257 18 97
258 3 47
259 50 70
260 14 24
261 41 71
262 7 28
263 19 29
264 97 95
265 25 20
266 15 70
267 95 27
268 45 23
269 69 20
270 27 75
271 29 63
272 86 70
273 40 10
274 85 65
275 97 31
276 75 62
277 41 23
278 19 34
279 39 79
280 76 98
281 0 16
282 74 23
283 10 90
284 34 61
285 4 15
286 26 8
287 15 12
288 34 77
289 62 15
290 93 68
291 88 6
292 91 94
293 9 67
294 65 52
295 76 43
296 21 32
297 71 68
298 8 6
299 68 72
