# N=300  D=45  Area=100
# id x y
0 50 50
1 72 42
2 12 24
3 73 22
4 62 31
5 6 84
6 44 19
7 92 99
8 3 77
9 27 56
10 58 8
11 7 42
12 31 43
13 95 58
14 98 23
15 32 23
16 59 57
17 39 22
18 41 3
19 4 98
20 2 80
21 98 59
22 67 75
23 53 18
24 0 81
25 51 5
26 9 58
27 87 17
28 9 70
29 15 37
30 100 32
31 6 8
32 86 24
33 35 91
34 9 9
35 86 45
36 31 90
37 95 30
38 9 31
39 18 1
40 17 93
41 45 60
42 90 68
43 14 3
44 50 36
45 89 52
46 6 77
47 61 39
48 23 94
49 79 84
50 2 94
51 63 39
52 33 47
53 82 50
54 94 83
55 60 88
56 24 80
57 44 64
58 58 98
59 37 34
60 56 92
61 70 62
62 95 13
63 57 93
64 99 59
65 94 5
66 89 45
67 74 44
68 13 29
69 88 75
70 64 96
71 74 22
72 24 88
73 41 51
74 43 79
75 51 7
76 94 78
77 77 97
78 19 19
79 53 84
80 10 11
81 69 24
82 39 31
83 59 29
84 67 71
85 48 61
86 4 12
87 19 85
88 61 23
89 90 48
90 50 31
91 88 28
92 42 23
93 6 10
94 58 62
95 99 69
96 68 34
97 56 12
98 6 31
99 62 62
100 65 63
101 14 75
102 82 45
103 19 6
104 0 97
105 9 29
106 34 57
107 88 45
108 60 49
109 21 28
110 100 25
111 76 44
112 39 76
113 2 68
114 9 96
115 11 42
116 11 90
117 98 71
118 32 86
119 49 3
120 67 54
121 59 19
122 79 80
123 30 67
124 63 65
125 52 90
126 88 69
127 48 3
128 65 28
129 15 74
130 19 5
131 60 86
132 1 9
133 63 11
134 36 91
135 30 96
136 42 93
137 18 90
138 14 69
139 27 81
140 15 53
141 86 86
142 88 84
143 0 79
144 6 64
145 87 7
146 59 68
147 43 38
148 68 74
149 17 95
150 39 33
151 59 22
152 21 22
153 21 48
154 64 65
155 100 53
156 61 40
157 41 39
158 10 97
159 58 18
160 2 85
161 2 73
162 70 66
163 30 73
164 39 59
165 10 35
166 34 48
167 31 66
168 39 44
169 31 37
170 75 82
171 4 32
172 12 19
173 70 24
174 75 12
175 42 68
176 34 4
177 22 92
178 40 21
179 78 48
180 42 38
181 14 48
182 77 32
183 43 3
184 86 64
185 25 66
186 5 70
187 99 29
188 95 12
189 61 93
190 19 62
191 12 56
192 23 87
193 89 35
194 58 86
195 46 30
196 89 37
197 73 75
198 3 86
199 19 46
200 12 54
201 30 33
202 2 50
203 92 56
204 93 11
205 6 55
206 29 84
207 94 63
208 68 47
209 45 53
210 68 5
211 66 46
212 31 17
213 49 89
214 11 24
215 37 74
216 70 18
217 10 67
218 85 95
219 30 95
220 86 35
221 44 75
222 55 67
223 88 63
224 33 24
225 16 56
226 46 100
227 70 55
228 34 3
229 10 1
230 61 50
231 57 27
232 2 47
233 20 15
234 76 24
235 34 23
236 89 5
237 32 97
238 55 31
239 33 13
240 45 72
241 100 52
242 71 36
243 39 45
244 38 62
245 53 48
246 69 91
247 33 54
248 25 62
249 45 70
250 52 30
251 100 18
252 6 22
253 43 94
254 45 15
255 14 1
256 51 88
257 7 66
258 100 51
259 50 78
260 90 36
261 57 99
262 77 88
263 68 87
264 53 90
265 38 50
266 40 75
267 48 57
268 38 68
269 84 47
270 51 93
271 79 68
272 46 76
273 76 67
274 46 7
275 44 84
276 2 82
277 78 2
278 15 45
279 75 9
280 71 97
281 52 5
282 47 61
283 33 33
284 75 66
285 99 93
286 83 48
287 61 52
288 23 56
289 49 56
290 43 61
291 47 95
292 80 59
293 97 5
294 23 49
295 31 31
296 90 29
297 21 11
298 75 35
299 46 22
