# N=300  D=45  Area=100
# id x y
0 50 50
1 3 73
2 73 79
3 47 78
4 39 100
5 65 36
6 84 76
7 74 49
8 14 85
9 92 89
10 20 13
11 81 55
12 71 75
13 61 57
14 72 92
15 7 75
16 3 66
17 39 1
18 89 84
19 55 85
20 58 76
21 82 97
22 77 62
23 52 6
24 43 43
25 19 88
26 38 47
27 22 57
28 5 70
29 48 26
30 17 29
31 59 100
32 90 73
33 12 78
34 78 45
35 100 3
36 62 37
37 43 98
38 97 75
39 57 20
40 58 36
41 89 88
42 42 26
43 67 37
44 96 64
45 22 0
46 60 52
47 16 91
48 79 98
49 28 97
50 88 64
51 90 27
52 37 2
53 58 15
54 40 3
55 2 75
56 70 91
57 50 31
58 34 54
59 0 0
60 52 68
61 84 83
62 14 100
63 51 47
64 59 23
65 79 90
66 69 80
67 26 100
68 42 95
69 40 21
70 49 34
71 54 62
72 93 3
73 13 11
74 20 45
75 4 85
76 70 75
77 51 78
78 17 46
79 16 21
80 74 94
81 65 74
82 92 73
83 10 1
84 82 18
85 74 43
86 26 49
87 4 18
88 65 15
89 36 25
90 84 37
91 2 72
92 82 53
93 31 33
94 78 66
95 49 47
96 64 16
97 100 87
98 82 62
99 11 86
100 81 84
101 24 74
102 88 43
103 30 72
104 31 42
105 77 95
106 23 95
107 37 92
108 43 55
109 80 11
110 43 77
111 29 85
112 60 11
113 20 32
114 75 2
115 70 9
116 84 0
117 73 28
118 97 77
119 32 71
120 34 90
121 88 49
122 10 67
123 59 48
124 0 64
125 28 79
126 16 2
127 26 93
128 3 49
129 24 45
130 30 64
131 15 52
132 16 42
133 68 46
134 45 53
135 16 75
136 40 41
137 31 48
138 58 81
139 6 23
140 64 92
141 46 57
142 56 90
143 54 16
144 19 27
145 21 62
146 76 43
147 55 77
148 76 96
149 38 82
150 51 68
151 57 11
152 86 0
153 88 21
154 47 95
155 56 14
156 25 19
157 38 99
158 90 49
159 18 7
160 99 64
161 57 24
162 18 84
163 32 37
164 29 76
165 98 43
166 100 57
167 36 2
168 97 25
169 90 85
170 87 30
171 22 98
172 6 54
173 95 33
174 9 68
175 83 25
176 63 93
177 52 42
178 69 96
179 47 5
180 37 72
181 9 91
182 54 80
183 51 48
184 78 58
185 40 51
186 39 56
187 81 7
188 53 57
189 34 36
190 17 15
191 44 42
192 31 66
193 100 71
194 8 95
195 38 3
196 33 60
197 9 100
198 85 9
199 82 95
200 69 25
201 31 60
202 92 69
203 70 42
204 79 38
205 79 88
206 27 70
207 77 60
208 47 80
209 51 65
210 28 25
211 70 80
212 27 26
213 5 78
214 42 68
215 21 38
216 49 49
217 46 13
218 52 81
219 93 47
220 15 60
221 34 44
222 51 29
223 57 1
224 39 87
225 86 22
226 38 23
227 50 72
228 77 79
229 42 45
230 23 51
231 44 26
232 91 20
233 100 33
234 58 42
235 71 79
236 23 65
237 57 92
238 34 20
239 89 8
240 50 38
241 58 22
242 97 39
243 13 46
244 23 52
245 54 93
246 48 85
247 91 14
248 43 50
249 58 71
250 94 93
251 93 18
252 88 9
253 96 65
254 4 28
255 51 14
256 73 93
257 37 28
258 57 63
259 28 73
260 78 0
261 36 13
262 27 47
263 64 18
264 17 66
265 51 79
266 60 16
267 4 88
268 30 91
269 1 99
270 8 25
271 7 0
272 48 40
273 42 51
274 49 63
275 45 22
276 27 83
277 35 23
278 61 81
279 71 29
280 46 68
281 7 78
282 30 57
283 64 66
284 79 57
285 24 90
286 61 12
287 36 28
288 12 33
289 97 96
290 33 30
291 48 2
292 76 45
293 83 40
294 59 82
295 87 14
296 50 76
297 64 60
298 87 65
299 59 5
