# N=300  D=45  Area=100
# id x y
0 50 50
1 60 81
2 88 8
3 41 18
4 85 81
5 16 61
6 50 90
7 78 14
8 76 78
9 39 13
10 16 14
11 6 79
12 34 23
13 43 1
14 6 87
15 100 15
16 5 83
17 91 38
18 56 89
19 31 21
20 32 61
21 70 1
22 77 8
23 100 95
24 69 62
25 24 73
26 80 22
27 3 85
28 66 32
29 49 93
30 14 57
31 43 89
32 90 54
33 56 64
34 16 12
35 59 79
36 80 10
37 29 66
38 37 3
39 30 22
40 62 30
41 16 92
42 6 23
43 45 65
44 40 58
45 7 55
46 23 10
47 31 43
48 95 100
49 30 86
50 82 64
51 40 12
52 61 40
53 59 68
54 53 67
55 81 22
56 47 89
57 26 81
58 40 39
59 23 83
60 57 5
61 77 24
62 73 82
63 45 84
64 96 25
65 48 65
66 98 54
67 74 43
68 44 94
69 68 90
70 44 4
71 40 88
72 55 82
73 83 60
74 42 89
75 33 85
76 48 27
77 47 10
78 81 64
79 91 11
80 52 66
81 42 99
82 21 50
83 66 85
84 79 10
85 65 73
86 66 7
87 87 28
88 94 26
89 74 4
90 99 61
91 16 24
92 56 29
93 55 32
94 1 48
95 45 47
96 7 97
97 5 22
98 62 78
99 19 43
100 87 76
101 68 40
102 51 72
103 25 81
104 29 5
105 46 44
106 55 65
107 59 47
108 20 3
109 48 97
110 94 62
111 88 21
112 68 39
113 29 34
114 40 23
115 39 40
116 96 79
117 24 20
118 38 97
119 39 34
120 82 61
121 26 94
122 49 34
123 31 82
124 60 49
125 52 47
126 56 42
127 78 46
128 28 56
129 69 92
130 78 96
131 87 84
132 84 93
133 3 77
134 60 70
135 20 55
136 17 18
137 32 82
138 1 58
139 87 60
140 18 84
141 69 19
142 99 18
143 35 9
144 61 71
145 30 45
146 53 79
147 22 67
148 23 5
149 23 22
150 62 19
151 10 88
152 8 85
153 39 18
154 67 96
155 77 93
156 91 50
157 45 51
158 31 42
159 70 33
160 64 40
161 41 91
162 50 24
163 93 24
164 43 97
165 27 35
166 0 69
167 50 26
168 49 60
169 34 39
170 25 61
171 63 78
172 31 2
173 87 20
174 91 87
175 53 1
176 32 57
177 24 36
178 3 71
179 79 20
180 89 34
181 19 47
182 67 93
183 63 56
184 75 47
185 53 29
186 11 89
187 34 46
188 83 78
189 81 87
190 26 54
191 28 97
192 44 27
193 87 86
194 59 38
195 33 16
196 80 45
197 12 20
198 33 13
199 34 20
200 86 25
201 100 62
202 66 34
203 8 92
204 26 87
205 85 85
206 48 8
207 81 52
208 40 76
209 64 27
210 51 40
211 3 57
212 5 27
213 75 63
214 25 82
215 96 39
216 46 75
217 5 33
218 35 91
219 29 95
220 93 11
221 17 40
222 8 79
223 13 40
224 88 10
225 94 4
226 78 85
227 27 97
228 58 86
229 96 99
230 46 73
231 96 56
232 7 43
233 63 93
234 100 75
235 98 3
236 29 57
237 53 0
238 27 16
239 97 90
240 14 67
241 70 99
242 89 11
243 25 36
244 8 97
245 50 21
246 80 18
247 4 3
248 21 30
249 54 14
250 72 76
251 5 88
252 65 26
253 13 9
254 97 82
255 24 1
256 16 36
257 62 84
258 52 99
259 59 9
260 89 89
261 5 39
262 71 6
263 20 76
264 96 26
265 61 45
266 72 49
267 0 47
268 65 87
269 87 87
270 52 1
271 75 9
272 100 40
273 61 30
274 39 75
275 100 91
276 92 62
277 63 40
278 67 35
279 66 80
280 17 44
281 50 45
282 97 24
283 96 52
284 28 3
285 9 45
286 50 89
287 59 90
288 82 80
289 96 47
290 22 75
291 86 34
292 9 27
293 80 99
294 100 46
295 75 2
296 65 93
297 30 23
298 9 93
299 88 11
