# N=150  D=30  Area=100
# id x y
0 50 50
1 55 23
2 31 68
3 39 10
4 7 67
5 7 6
6 73 51
7 49 21
8 67 21
9 61 40
10 57 76
11 92 94
12 28 56
13 91 61
14 77 58
15 65 77
16 24 18
17 45 2
18 34 67
19 92 15
20 58 19
21 5 52
22 83 63
23 100 98
24 86 10
25 34 100
26 95 51
27 21 26
28 82 86
29 45 9
30 48 94
31 1 9
32 75 49
33 56 17
34 35 44
35 64 17
36 31 59
37 90 85
38 100 64
39 54 30
40 60 0
41 7 39
42 15 25
43 90 17
44 84 21
45 4 85
46 42 16
47 43 3
48 96 80
49 67 84
50 55 50
51 27 93
52 3 100
53 1 69
54 91 60
55 29 24
56 40 56
57 31 96
58 50 21
59 67 67
60 11 22
61 47 31
62 92 31
63 28 24
64 85 89
65 36 7
66 79 72
67 11 76
68 53 6
69 78 93
70 21 33
71 37 19
72 41 94
73 2 72
74 49 11
75 64 42
76 20 37
77 54 37
78 16 98
79 10 44
80 98 65
81 88 57
82 1 50
83 11 36
84 82 84
85 11 9
86 20 56
87 83 47
88 59 18
89 21 90
90 27 2
91 83 87
92 59 60
93 33 6
94 38 45
95 58 3
96 87 63
97 40 61
98 78 79
99 88 23
100 6 56
101 44 74
102 42 82
103 1 84
104 66 20
105 73 45
106 90 43
107 22 98
108 98 64
109 50 70
110 76 65
111 26 39
112 87 96
113 4 96
114 43 25
115 63 49
116 35 77
117 52 85
118 37 73
119 72 57
120 72 53
121 98 0
122 22 80
123 15 64
124 50 77
125 39 86
126 60 59
127 50 74
128 47 94
129 64 7
130 22 57
131 17 6
132 2 2
133 58 56
134 10 12
135 64 30
136 26 14
137 53 68
138 15 21
139 79 65
140 62 56
141 43 40
142 44 0
143 22 11
144 28 4
145 43 16
146 95 6
147 78 13
148 23 51
149 34 90
