# N=150  D=30  Area=100
# id x y
0 50 50
1 90 85
2 7 1
3 97 97
4 87 16
5 65 10
6 89 85
7 20 39
8 33 11
9 49 97
10 95 19
11 98 1
12 97 60
13 15 42
14 53 92
15 16 58
16 68 87
17 58 85
18 57 86
19 13 93
20 80 43
21 36 5
22 3 97
23 46 69
24 18 27
25 98 38
26 43 1
27 62 87
28 69 43
29 10 95
30 88 52
31 88 50
32 64 96
33 5 14
34 21 64
35 12 90
36 53 99
37 45 66
38 24 36
39 91 47
40 66 30
41 19 40
42 42 98
43 68 92
44 44 37
45 16 43
46 67 20
47 28 9
48 1 1
49 11 0
50 53 25
51 54 50
52 9 81
53 37 12
54 8 44
55 27 38
56 15 31
57 36 87
58 61 34
59 82 99
60 12 20
61 75 68
62 11 10
63 8 55
64 88 18
65 18 97
66 82 71
67 54 24
68 41 22
69 89 66
70 10 52
71 88 31
72 26 67
73 35 40
74 46 42
75 56 35
76 48 57
77 23 75
78 88 44
79 27 69
80 26 87
81 4 31
82 75 18
83 94 89
84 52 20
85 51 96
86 48 1
87 18 8
88 42 47
89 56 18
90 74 98
91 71 41
92 92 9
93 3 30
94 75 74
95 90 68
96 52 49
97 52 92
98 16 44
99 64 88
100 58 70
101 64 26
102 1 46
103 50 83
104 36 70
105 85 41
106 70 94
107 39 28
108 90 59
109 67 88
110 22 90
111 34 37
112 100 6
113 35 31
114 62 97
115 82 47
116 36 76
117 100 90
118 19 50
119 33 72
120 87 40
121 41 88
122 35 75
123 60 18
124 42 27
125 40 44
126 15 12
127 97 90
128 62 49
129 47 48
130 59 8
131 16 80
132 68 29
133 4 50
134 98 86
135 20 68
136 24 18
137 57 45
138 33 26
139 6 52
140 15 53
141 63 77
142 2 15
143 50 3
144 70 85
145 74 87
146 76 68
147 46 90
148 6 3
149 75 6
