# N=150  D=30  Area=100
# id x y
0 50 50
1 69 80
2 97 49
3 48 67
4 84 91
5 8 32
6 67 16
7 10 68
8 60 73
9 98 25
10 50 81
11 61 56
12 65 71
13 13 14
14 67 38
15 4 67
16 31 47
17 62 50
18 66 69
19 46 25
20 3 92
21 46 20
22 3 68
23 91 31
24 87 46
25 8 48
26 43 20
27 26 4
28 65 14
29 86 55
30 96 94
31 93 78
32 58 31
33 82 14
34 64 88
35 73 69
36 51 6
37 83 73
38 93 57
39 69 11
40 65 78
41 54 67
42 59 40
43 100 40
44 75 32
45 24 58
46 58 14
47 83 89
48 16 31
49 93 69
50 63 63
51 76 29
52 43 85
53 50 52
54 76 59
55 36 69
56 50 37
57 27 92
58 1 78
59 77 43
60 99 26
61 72 23
62 87 62
63 97 80
64 56 62
65 24 70
66 18 66
67 99 49
68 40 49
69 39 61
70 46 26
71 75 7
72 52 95
73 79 94
74 12 37
75 18 63
76 20 62
77 66 23
78 98 44
79 39 39
80 64 23
81 20 64
82 96 89
83 19 1
84 21 68
85 40 28
86 97 91
87 92 29
88 7 70
89 65 97
90 12 25
91 41 0
92 53 93
93 69 84
94 78 25
95 90 58
96 53 17
97 16 98
98 13 59
99 100 38
100 17 72
101 31 81
102 15 43
103 62 53
104 99 96
105 43 7
106 13 68
107 17 51
108 30 89
109 59 73
110 75 67
111 44 100
112 67 90
113 42 2
114 61 29
115 89 53
116 53 87
117 43 97
118 14 45
119 82 43
120 26 88
121 42 55
122 23 9
123 22 43
124 73 8
125 24 62
126 43 91
127 50 14
128 32 8
129 73 72
130 87 13
131 9 100
132 51 43
133 60 88
134 3 55
135 25 73
136 94 33
137 6 49
138 74 1
139 95 84
140 75 6
141 3 78
142 49 58
143 13 52
144 48 9
145 82 9
146 49 88
147 100 87
148 5 32
149 93 25
