# N=150  D=30  Area=100
# id x y
0 50 50
1 45 54
2 28 76
3 98 93
4 66 25
5 73 98
6 42 13
7 86 16
8 1 47
9 26 0
10 83 18
11 41 63
12 2 2
13 52 28
14 62 22
15 88 15
16 32 18
17 4 64
18 42 44
19 74 33
20 12 28
21 8 30
22 5 3
23 96 77
24 16 54
25 74 13
26 9 51
27 32 65
28 19 77
29 10 29
30 78 82
31 45 93
32 96 37
33 30 86
34 100 27
35 21 62
36 48 5
37 83 51
38 40 44
39 3 36
40 79 28
41 49 61
42 41 72
43 67 54
44 50 29
45 76 67
46 47 27
47 76 75
48 41 25
49 38 11
50 86 66
51 24 3
52 85 44
53 30 99
54 86 34
55 37 92
56 96 94
57 42 5
58 71 13
59 13 29
60 33 41
61 59 64
62 11 46
63 85 27
64 16 63
65 96 14
66 39 17
67 60 73
68 99 66
69 33 68
70 8 75
71 8 51
72 49 16
73 91 94
74 14 16
75 62 66
76 0 53
77 58 90
78 10 37
79 78 86
80 80 49
81 89 74
82 81 100
83 9 73
84 41 88
85 24 45
86 24 10
87 21 28
88 26 97
89 92 84
90 26 57
91 66 90
92 54 12
93 4 73
94 40 58
95 72 79
96 26 100
97 56 52
98 97 86
99 67 32
100 74 77
101 8 54
102 44 83
103 53 87
104 31 41
105 27 74
106 12 96
107 88 46
108 45 47
109 30 17
110 74 82
111 55 48
112 71 3
113 30 24
114 37 2
115 94 0
116 90 87
117 58 83
118 68 5
119 84 56
120 3 39
121 43 45
122 9 53
123 88 68
124 86 77
125 64 29
126 38 95
127 71 58
128 70 2
129 54 19
130 37 83
131 2 48
132 77 35
133 0 31
134 84 86
135 51 84
136 100 14
137 75 90
138 4 28
139 18 41
140 82 80
141 91 24
142 1 2
143 34 43
144 65 23
145 34 28
146 97 84
147 46 3
148 98 31
149 85 63
