# N=150  D=30  Area=100
# id x y
0 50 50
1 1 67
2 12 28
3 77 79
4 39 54
5 1 56
6 75 29
7 19 6
8 37 53
9 9 13
10 30 58
11 45 50
12 60 67
13 65 80
14 16 28
15 21 20
16 99 58
17 53 74
18 53 94
19 83 66
20 50 62
21 39 31
22 77 66
23 84 92
24 91 100
25 85 47
26 15 29
27 2 55
28 10 4
29 28 44
30 96 65
31 74 8
32 71 77
33 98 87
34 13 75
35 1 33
36 31 22
37 72 82
38 35 81
39 75 27
40 47 9
41 70 18
42 66 30
43 29 64
44 85 61
45 0 43
46 17 8
47 59 63
48 98 82
49 100 21
50 19 64
51 35 42
52 46 17
53 79 54
54 9 57
55 71 81
56 9 91
57 98 17
58 22 6
59 40 14
60 19 34
61 19 61
62 73 39
63 41 16
64 57 95
65 93 90
66 79 28
67 62 62
68 31 21
69 20 13
70 47 10
71 7 32
72 42 35
73 78 54
74 53 0
75 64 72
76 67 41
77 83 64
78 20 87
79 75 38
80 10 13
81 11 8
82 1 85
83 28 42
84 4 45
85 41 21
86 44 76
87 80 71
88 56 57
89 62 41
90 13 98
91 74 61
92 7 22
93 16 59
94 67 34
95 87 99
96 21 91
97 0 72
98 68 81
99 89 12
100 19 48
101 18 31
102 80 73
103 53 34
104 88 89
105 92 18
106 49 37
107 47 100
108 82 62
109 47 67
110 29 5
111 73 73
112 53 77
113 61 86
114 60 90
115 57 11
116 36 20
117 35 4
118 85 11
119 96 48
120 10 74
121 100 30
122 96 80
123 95 81
124 9 22
125 29 41
126 81 16
127 20 11
128 44 79
129 67 18
130 49 17
131 95 24
132 15 90
133 39 29
134 11 5
135 86 31
136 61 100
137 58 8
138 97 31
139 54 11
140 59 97
141 6 14
142 27 22
143 29 89
144 26 93
145 53 98
146 45 84
147 85 87
148 21 84
149 15 76
