# N=150  D=30  Area=100
# id x y
0 50 50
1 76 25
2 75 95
3 86 66
4 41 94
5 15 10
6 87 6
7 64 98
8 97 38
9 11 39
10 35 60
11 4 100
12 79 64
13 62 0
14 48 44
15 14 0
16 62 82
17 40 59
18 77 63
19 9 16
20 23 45
21 47 0
22 37 10
23 79 78
24 65 26
25 71 9
26 39 66
27 67 62
28 86 96
29 49 55
30 28 25
31 78 33
32 28 30
33 21 59
34 54 59
35 74 65
36 70 67
37 74 9
38 92 59
39 65 47
40 81 1
41 63 25
42 2 92
43 17 65
44 84 88
45 83 39
46 22 32
47 100 89
48 63 76
49 8 48
50 23 30
51 65 21
52 38 39
53 41 59
54 14 41
55 6 85
56 36 65
57 76 69
58 18 53
59 79 38
60 48 0
61 70 32
62 15 42
63 33 92
64 79 10
65 21 21
66 0 40
67 28 8
68 26 10
69 69 4
70 96 68
71 100 56
72 82 96
73 21 31
74 79 56
75 34 7
76 68 66
77 99 44
78 82 12
79 57 8
80 39 12
81 88 57
82 20 33
83 97 79
84 51 66
85 68 65
86 44 58
87 97 65
88 59 86
89 76 0
90 15 80
91 10 10
92 10 51
93 66 25
94 45 1
95 0 13
96 80 82
97 70 59
98 76 10
99 63 11
100 18 26
101 43 49
102 93 26
103 23 7
104 69 66
105 92 43
106 59 45
107 20 15
108 97 1
109 59 14
110 71 3
111 82 63
112 41 3
113 28 77
114 73 34
115 100 34
116 12 54
117 97 63
118 38 13
119 5 78
120 63 74
121 74 74
122 85 37
123 72 2
124 20 1
125 40 47
126 92 8
127 69 89
128 71 60
129 61 79
130 21 13
131 53 80
132 72 99
133 95 98
134 59 31
135 62 91
136 73 93
137 70 39
138 68 57
139 50 62
140 20 36
141 38 16
142 30 22
143 2 86
144 18 23
145 92 9
146 74 8
147 71 18
148 54 60
149 39 18
