# N=150  D=30  Area=100
# id x y
0 50 50
1 50 70
2 36 85
3 84 83
4 4 10
5 41 1
6 74 36
7 89 41
8 57 53
9 92 9
10 74 13
11 97 85
12 85 29
13 68 86
14 4 9
15 84 67
16 71 31
17 34 93
18 35 97
19 5 97
20 84 25
21 98 39
22 8 70
23 17 18
24 95 53
25 19 13
26 44 98
27 77 20
28 2 48
29 90 10
30 0 20
31 22 4
32 56 16
33 4 4
34 88 79
35 63 67
36 40 12
37 46 57
38 6 31
39 95 11
40 27 3
41 78 56
42 38 57
43 65 81
44 33 52
45 79 66
46 57 67
47 5 81
48 73 22
49 63 32
50 29 40
51 57 94
52 92 68
53 56 5
54 76 15
55 46 23
56 77 86
57 39 40
58 63 68
59 91 5
60 87 60
61 61 75
62 56 74
63 69 86
64 11 90
65 27 92
66 90 45
67 48 35
68 32 81
69 52 56
70 37 67
71 82 11
72 19 56
73 40 24
74 9 35
75 52 21
76 99 57
77 69 7
78 87 87
79 94 18
80 10 58
81 65 75
82 64 8
83 86 28
84 5 50
85 49 11
86 47 53
87 16 2
88 63 5
89 90 86
90 65 100
91 46 87
92 11 17
93 32 12
94 52 15
95 65 68
96 15 71
97 62 49
98 3 22
99 25 64
100 14 50
101 81 41
102 91 18
103 66 37
104 1 13
105 16 52
106 28 65
107 83 53
108 80 94
109 2 62
110 76 94
111 55 83
112 37 87
113 78 50
114 18 95
115 93 78
116 80 76
117 95 17
118 7 88
119 98 72
120 73 45
121 65 70
122 37 14
123 13 26
124 22 99
125 68 83
126 62 73
127 94 31
128 62 17
129 82 56
130 59 57
131 7 39
132 70 67
133 91 73
134 51 74
135 73 27
136 82 63
137 46 4
138 88 62
139 26 82
140 59 14
141 100 67
142 2 86
143 12 81
144 98 20
145 33 54
146 69 27
147 32 86
148 20 67
149 57 96
