# N=150  D=30  Area=100
# id x y
0 50 50
1 41 90
2 51 50
3 69 88
4 73 62
5 85 24
6 76 79
7 16 87
8 52 100
9 4 13
10 72 91
11 57 33
12 81 46
13 11 26
14 53 91
15 71 28
16 55 25
17 63 70
18 63 1
19 90 50
20 76 18
21 69 92
22 0 7
23 99 34
24 78 78
25 2 44
26 7 51
27 60 84
28 83 97
29 22 83
30 4 7
31 60 33
32 92 97
33 62 36
34 75 3
35 91 58
36 78 62
37 93 84
38 98 94
39 39 13
40 12 66
41 13 41
42 49 0
43 8 54
44 95 85
45 32 98
46 75 30
47 38 81
48 39 15
49 53 27
50 46 16
51 55 89
52 96 64
53 58 85
54 51 74
55 98 74
56 66 17
57 10 27
58 25 35
59 79 47
60 73 51
61 54 32
62 2 2
63 54 67
64 29 45
65 33 40
66 83 62
67 50 77
68 41 74
69 97 92
70 43 5
71 32 30
72 95 72
73 10 53
74 70 76
75 18 10
76 35 91
77 48 74
78 13 50
79 65 20
80 32 76
81 29 24
82 83 31
83 46 29
84 75 27
85 30 90
86 49 56
87 62 27
88 66 72
89 19 79
90 67 91
91 55 40
92 50 76
93 88 84
94 7 64
95 61 86
96 39 31
97 66 37
98 22 47
99 57 13
100 77 79
101 72 36
102 1 87
103 55 43
104 39 97
105 21 96
106 36 93
107 29 58
108 28 64
109 55 16
110 100 36
111 8 2
112 2 1
113 86 9
114 73 22
115 72 58
116 71 63
117 79 66
118 28 93
119 69 29
120 30 40
121 93 85
122 48 78
123 15 45
124 11 52
125 44 2
126 48 72
127 58 74
128 22 17
129 17 70
130 19 49
131 82 43
132 66 2
133 70 52
134 59 6
135 28 45
136 43 55
137 26 59
138 32 40
139 15 15
140 73 45
141 76 39
142 32 45
143 25 19
144 78 38
145 82 26
146 69 12
147 15 72
148 2 70
149 66 90
