# N=499  D=45  Area=100
# id x y
0 50 50
1 35 42
2 29 24
3 99 75
4 3 74
5 67 65
6 67 9
7 38 73
8 48 22
9 90 74
10 68 7
11 72 7
12 61 4
13 25 31
14 73 38
15 50 5
16 30 10
17 41 95
18 40 22
19 88 45
20 9 42
21 66 46
22 57 55
23 60 83
24 89 19
25 50 56
26 84 11
27 49 71
28 55 54
29 75 25
30 98 100
31 61 79
32 0 3
33 94 85
34 26 25
35 73 29
36 95 17
37 24 73
38 43 8
39 19 78
40 70 62
41 5 79
42 3 10
43 50 70
44 86 89
45 10 44
46 99 82
47 29 63
48 35 24
49 83 32
50 28 33
51 55 27
52 49 46
53 91 94
54 0 89
55 11 55
56 94 78
57 96 94
58 25 6
59 54 57
60 50 47
61 19 99
62 86 36
63 75 56
64 25 32
65 9 81
66 82 25
67 19 52
68 59 54
69 41 14
70 24 72
71 56 59
72 61 90
73 20 23
74 72 94
75 45 61
76 4 69
77 30 98
78 84 12
79 59 27
80 36 16
81 96 91
82 80 6
83 42 43
84 34 68
85 93 26
86 84 70
87 53 99
88 39 14
89 35 83
90 65 59
91 56 84
92 0 71
93 78 62
94 48 42
95 63 36
96 34 51
97 55 48
98 10 72
99 65 42
100 78 54
101 6 83
102 74 16
103 51 95
104 67 83
105 23 44
106 82 91
107 80 94
108 3 49
109 14 68
110 59 82
111 38 91
112 40 35
113 55 67
114 39 35
115 10 14
116 66 81
117 88 36
118 25 55
119 1 17
120 49 57
121 92 71
122 73 100
123 68 67
124 98 48
125 72 12
126 86 77
127 36 4
128 66 51
129 14 38
130 37 94
131 54 92
132 15 61
133 2 56
134 19 93
135 80 26
136 16 57
137 20 14
138 44 51
139 98 72
140 6 100
141 51 18
142 40 66
143 40 82
144 81 36
145 9 57
146 17 36
147 90 65
148 27 5
149 62 16
150 11 63
151 11 14
152 62 42
153 84 91
154 46 96
155 14 47
156 42 21
157 27 37
158 60 31
159 86 17
160 39 75
161 33 27
162 96 7
163 70 49
164 31 77
165 80 81
166 14 15
167 58 49
168 94 25
169 37 84
170 35 33
171 25 82
172 8 2
173 32 67
174 13 22
175 55 6
176 85 2
177 46 47
178 52 25
179 47 32
180 74 76
181 22 19
182 15 16
183 3 28
184 90 22
185 61 52
186 28 93
187 31 7
188 94 53
189 7 54
190 21 43
191 10 70
192 71 76
193 23 55
194 21 40
195 85 31
196 12 23
197 45 68
198 55 3
199 25 79
200 82 14
201 16 75
202 27 82
203 60 68
204 4 6
205 34 79
206 43 88
207 73 46
208 89 55
209 60 93
210 30 89
211 85 65
212 70 20
213 94 17
214 38 69
215 46 80
216 62 100
217 93 2
218 27 89
219 20 79
220 4 37
221 62 52
222 64 33
223 60 4
224 58 91
225 17 3
226 41 87
227 7 67
228 97 62
229 45 54
230 33 53
231 28 32
232 36 68
233 30 68
234 87 73
235 25 80
236 45 76
237 22 27
238 69 44
239 48 66
240 51 78
241 35 29
242 39 7
243 69 92
244 55 2
245 53 48
246 100 47
247 17 100
248 41 19
249 40 55
250 11 49
251 50 1
252 70 2
253 31 51
254 89 70
255 28 57
256 52 28
257 59 91
258 61 29
259 47 52
260 24 39
261 43 87
262 97 82
263 81 35
264 46 100
265 15 72
266 28 0
267 73 39
268 39 82
269 7 43
270 70 67
271 59 84
272 86 60
273 12 92
274 30 92
275 33 44
276 52 13
277 55 83
278 9 94
279 55 18
280 0 52
281 25 17
282 68 5
283 98 39
284 33 97
285 27 84
286 39 25
287 49 74
288 93 63
289 41 62
290 61 80
291 47 53
292 30 32
293 97 42
294 90 15
295 19 25
296 6 71
297 75 97
298 17 87
299 65 79
300 6 77
301 46 21
302 54 59
303 7 50
304 46 94
305 78 82
306 82 54
307 14 83
308 85 75
309 9 90
310 56 93
311 9 26
312 91 63
313 73 43
314 15 94
315 4 38
316 23 38
317 11 51
318 37 92
319 4 27
320 13 96
321 15 50
322 76 40
323 95 34
324 76 90
325 73 91
326 60 28
327 24 71
328 62 43
329 59 58
330 5 74
331 77 17
332 14 23
333 53 14
334 94 56
335 54 62
336 99 77
337 11 42
338 77 67
339 66 92
340 23 48
341 17 28
342 21 94
343 87 48
344 11 70
345 21 45
346 56 81
347 36 29
348 39 18
349 60 45
350 3 61
351 78 36
352 31 24
353 21 29
354 86 3
355 10 43
356 31 70
357 15 3
358 20 54
359 34 59
360 56 11
361 80 20
362 56 56
363 55 85
364 84 42
365 24 52
366 90 19
367 32 45
368 2 36
369 13 8
370 62 63
371 21 97
372 28 51
373 34 15
374 3 64
375 97 20
376 21 95
377 60 29
378 83 35
379 90 20
380 44 59
381 48 94
382 97 9
383 87 25
384 78 7
385 20 83
386 80 51
387 25 2
388 56 14
389 74 84
390 6 94
391 20 24
392 21 44
393 39 65
394 66 40
395 13 26
396 34 1
397 81 83
398 32 90
399 44 63
400 95 75
401 41 18
402 51 26
403 39 74
404 29 70
405 83 88
406 92 42
407 67 11
408 96 70
409 56 88
410 77 26
411 23 45
412 43 80
413 100 30
414 12 98
415 64 43
416 64 45
417 96 2
418 11 65
419 10 63
420 3 82
421 64 36
422 89 61
423 3 92
424 20 25
425 84 15
426 1 13
427 34 24
428 30 6
429 57 78
