# N=499  D=45  Area=100
# id x y
0 50 50
1 47 34
2 92 4
3 78 96
4 94 41
5 57 44
6 14 98
7 15 88
8 44 39
9 65 76
10 33 73
11 11 14
12 90 31
13 51 87
14 48 68
15 42 27
16 67 99
17 36 14
18 47 31
19 38 75
20 0 52
21 3 13
22 15 56
23 54 59
24 8 79
25 43 62
26 46 38
27 95 17
28 18 48
29 76 43
30 59 96
31 30 57
32 41 74
33 33 65
34 82 96
35 60 47
36 66 7
37 20 37
38 45 52
39 60 16
40 91 56
41 88 18
42 61 16
43 93 97
44 55 20
45 45 15
46 89 67
47 55 87
48 55 66
49 59 83
50 59 43
51 60 34
52 44 95
53 83 24
54 29 29
55 76 73
56 7 76
57 19 59
58 54 97
59 78 40
60 14 22
61 5 88
62 89 42
63 91 60
64 79 2
65 14 13
66 70 21
67 51 2
68 83 13
69 64 22
70 82 77
71 54 61
72 20 7
73 77 4
74 53 81
75 8 56
76 51 19
77 15 81
78 22 80
79 11 4
80 1 94
81 76 15
82 22 89
83 22 17
84 52 21
85 51 42
86 41 2
87 19 67
88 73 6
89 6 77
90 11 94
91 88 0
92 51 61
93 5 92
94 6 71
95 77 32
96 37 17
97 52 74
98 58 33
99 94 48
100 21 25
101 28 75
102 98 9
103 27 36
104 8 9
105 59 50
106 43 49
107 29 78
108 15 18
109 15 22
110 71 75
111 88 55
112 69 12
113 2 75
114 23 20
115 36 71
116 27 48
117 4 31
118 19 44
119 40 30
120 81 93
121 85 46
122 25 98
123 49 45
124 79 21
125 97 10
126 24 95
127 83 1
128 60 23
129 51 37
130 69 23
131 73 22
132 69 61
133 34 37
134 49 11
135 98 81
136 50 95
137 25 49
138 66 51
139 48 14
140 22 5
141 47 10
142 82 34
143 98 100
144 7 70
145 75 14
146 60 79
147 55 35
148 78 65
149 1 59
150 7 29
151 46 25
152 88 79
153 46 4
154 57 98
155 20 11
156 66 18
157 55 85
158 92 8
159 72 22
160 17 46
161 90 60
162 57 23
163 63 38
164 0 81
165 74 72
166 15 25
167 34 52
168 84 61
169 17 15
170 57 6
171 9 87
172 92 48
173 26 32
