# N=499  D=45  Area=100
# id x y
0 50 50
1 27 66
2 58 61
3 65 68
4 57 11
5 81 2
6 81 27
7 85 70
8 92 98
9 27 1
10 68 99
11 46 11
12 70 55
13 28 99
14 28 67
15 24 89
16 80 50
17 76 80
18 82 38
19 71 73
20 5 75
21 36 81
22 57 68
23 68 53
24 93 83
25 87 38
26 98 3
27 56 42
28 4 35
29 78 30
30 41 99
31 95 70
32 61 99
33 94 23
34 63 18
35 96 54
36 80 4
37 56 84
38 22 18
39 93 57
40 16 21
41 83 73
42 16 10
43 86 12
44 44 6
45 81 81
46 0 65
47 57 89
48 11 8
49 95 84
50 2 64
51 46 3
52 85 81
53 69 40
54 90 10
55 44 97
56 5 42
57 25 30
58 46 7
59 74 92
60 54 92
61 84 54
62 19 69
63 25 78
64 86 88
65 57 61
66 96 31
67 15 15
68 49 59
69 11 15
70 33 0
71 5 48
72 55 46
73 80 75
74 40 64
75 36 84
76 86 19
77 44 38
78 28 9
79 51 52
80 72 18
81 85 49
82 17 14
83 26 54
84 0 84
85 3 50
86 39 27
87 76 70
88 70 4
89 81 62
90 91 63
91 17 100
92 5 33
93 80 77
94 32 53
95 34 74
96 99 55
97 73 0
98 44 71
99 75 23
100 63 3
101 83 30
102 91 42
103 94 94
104 78 84
105 73 61
106 58 89
107 29 53
108 50 92
109 30 4
110 73 73
111 12 35
112 54 44
113 66 89
114 49 4
115 16 87
116 15 17
117 52 10
118 14 24
119 53 12
120 50 29
121 71 51
122 92 69
123 3 42
124 21 34
125 54 16
126 53 70
127 42 91
128 99 88
129 49 37
130 92 57
131 63 19
132 18 31
133 15 55
134 17 50
135 31 8
136 83 69
137 53 46
138 79 53
139 44 30
140 49 28
141 83 52
142 26 0
143 35 81
144 79 74
145 93 37
146 86 14
147 55 89
148 30 27
149 89 64
150 39 71
151 79 93
152 77 21
153 27 7
154 16 48
155 25 99
156 73 56
157 71 0
158 94 60
159 2 45
160 92 59
161 38 2
162 67 93
163 9 37
164 88 97
165 39 9
166 36 73
167 96 24
168 88 51
169 42 39
170 73 27
171 77 36
172 3 71
173 59 62
174 25 17
175 0 26
176 69 60
177 70 36
178 65 33
179 40 36
180 90 14
181 11 69
182 43 26
183 100 52
184 84 20
185 79 50
186 55 74
187 43 7
188 6 95
189 73 98
190 8 77
191 77 57
192 23 18
193 47 33
194 55 64
195 18 3
196 42 49
197 21 27
198 16 79
199 42 66
200 65 56
201 44 3
202 41 64
203 73 3
204 45 53
205 72 83
206 84 69
207 32 74
208 94 57
209 97 11
210 33 87
211 7 38
212 59 82
213 71 88
214 6 97
215 51 21
216 29 9
217 19 75
218 42 3
219 61 33
220 42 79
221 96 14
222 0 47
223 15 28
224 13 63
225 45 6
226 46 1
227 23 48
228 91 18
229 1 30
230 89 50
231 87 67
232 8 100
233 80 78
234 9 78
235 39 62
236 91 44
237 35 16
238 97 38
239 42 95
240 11 76
241 30 17
242 68 11
243 52 65
244 25 86
245 89 95
246 22 31
247 85 51
248 28 53
249 46 98
250 48 30
251 10 32
252 0 96
253 72 22
254 54 23
255 77 79
256 50 52
257 60 20
258 2 37
259 77 8
260 28 12
261 43 77
262 10 80
263 68 19
264 35 50
265 28 86
266 19 18
267 16 2
268 35 65
269 3 62
270 75 61
271 40 1
272 92 0
273 92 27
274 12 50
275 78 93
276 69 94
277 43 3
278 89 6
279 34 23
280 77 48
281 62 63
282 27 10
283 32 76
284 14 1
285 60 7
286 43 18
287 86 55
288 15 47
289 68 29
290 41 70
291 11 83
292 52 59
293 45 41
294 93 97
295 8 32
296 59 81
297 52 77
298 37 26
299 68 57
300 10 36
301 4 10
302 40 61
303 77 47
304 58 3
305 59 41
306 13 71
307 9 7
308 99 81
309 50 67
310 38 90
311 40 44
312 29 6
313 31 70
314 44 87
315 29 26
316 41 65
317 9 5
318 97 4
319 85 87
320 74 86
321 11 16
322 21 59
323 6 56
324 69 86
325 83 12
326 13 22
327 28 85
328 53 92
329 10 79
330 55 11
331 69 62
332 55 60
333 81 21
334 54 39
335 49 83
336 53 47
337 45 48
338 42 84
339 73 99
340 30 56
341 55 17
342 25 62
343 53 23
344 65 31
345 34 63
346 77 34
347 5 83
348 76 45
349 50 3
350 55 33
351 86 74
352 68 47
353 53 22
354 74 68
355 70 89
356 70 31
357 75 7
358 42 85
359 96 40
360 48 71
361 30 2
362 35 11
363 57 13
364 59 89
365 90 38
366 75 69
367 80 30
368 86 78
369 86 3
370 18 44
371 93 74
372 39 47
373 75 82
374 87 30
375 29 86
376 48 17
377 85 68
378 75 34
379 41 16
380 19 80
381 10 86
382 100 43
383 87 92
384 23 4
385 17 39
386 24 97
387 57 79
388 71 45
389 96 92
390 35 96
391 47 85
392 89 17
393 29 20
394 19 29
395 28 89
396 63 66
397 39 28
398 65 95
399 24 30
400 92 92
401 59 30
402 14 51
403 34 100
404 64 15
405 17 83
406 14 39
407 77 100
408 65 12
409 32 51
410 8 38
411 74 8
412 38 37
413 31 19
414 94 30
415 63 56
416 5 21
417 0 51
418 51 23
419 98 33
420 97 76
421 36 8
422 58 29
423 11 98
424 61 2
425 19 70
426 55 32
427 56 79
428 43 64
429 72 67
430 56 20
431 29 64
432 33 31
433 29 32
434 61 54
435 64 70
436 31 30
437 63 28
438 67 78
439 36 87
440 72 70
441 64 38
442 26 30
443 15 62
444 78 3
445 4 61
446 73 55
447 98 45
448 60 89
449 19 76
450 76 68
451 91 57
452 11 87
453 50 59
454 92 20
455 47 72
456 1 74
457 22 13
458 98 50
459 24 7
460 71 26
461 41 60
462 69 90
463 93 20
464 77 14
465 5 2
466 58 41
467 99 75
468 69 23
469 24 91
470 44 93
471 74 60
472 70 54
473 52 92
474 29 14
475 80 39
476 86 20
477 68 42
478 50 11
479 13 11
480 100 24
481 27 81
482 67 11
483 67 70
484 64 29
485 23 9
486 19 44
487 37 89
488 15 34
489 40 69
490 45 21
491 51 39
492 17 64
493 51 34
494 91 66
495 48 43
496 87 44
497 94 100
498 98 34
