# N=999  D=15  Area=100
# id x y
0 50 50
1 53 41
2 53 79
3 48 98
4 36 73
5 72 85
6 22 7
7 77 74
8 58 4
9 95 15
10 78 11
11 100 92
12 67 70
13 13 2
14 84 32
15 12 73
16 9 94
17 57 73
18 30 47
19 53 45
20 6 83
21 74 12
22 38 26
23 12 27
24 45 39
25 30 79
26 66 0
27 8 65
28 82 13
29 27 55
30 85 85
31 53 8
32 43 90
33 30 30
34 52 37
35 13 40
36 14 21
37 25 94
38 78 73
39 44 75
40 68 75
41 57 70
42 73 78
43 24 41
44 48 65
45 56 65
46 75 2
47 99 23
48 83 85
49 65 84
50 13 98
51 22 32
52 29 15
53 100 100
54 3 95
55 76 96
56 74 35
57 55 82
58 48 71
59 32 54
60 46 89
61 69 62
62 46 23
63 96 63
64 19 27
65 100 30
66 20 8
67 91 75
68 14 36
69 91 99
70 53 49
71 11 1
72 61 57
73 33 85
74 83 23
75 43 86
76 69 72
77 61 97
78 43 70
79 33 50
80 94 69
81 97 81
82 70 67
83 60 53
84 40 96
85 89 56
86 65 44
87 58 74
88 81 55
89 82 88
90 12 69
91 15 73
92 72 10
93 10 30
94 51 10
95 0 68
96 55 31
97 95 52
98 19 4
99 74 42
100 50 57
101 22 28
102 10 65
103 70 61
104 96 35
105 62 55
106 51 2
107 8 14
108 26 11
109 83 16
110 95 87
111 88 8
112 67 42
113 34 18
114 9 89
115 85 61
116 86 24
117 7 41
118 26 53
119 53 4
120 15 40
121 70 1
122 34 4
123 63 94
124 99 64
125 50 37
126 33 69
127 53 33
128 43 46
129 29 27
130 77 64
131 45 17
132 78 90
133 3 27
134 5 54
135 19 98
136 55 30
137 1 63
138 72 16
139 30 18
140 37 52
141 44 22
142 75 81
143 19 67
144 100 51
145 86 88
146 17 67
147 2 33
148 19 24
149 55 52
150 26 74
151 30 76
152 47 34
153 79 85
154 51 92
155 40 2
156 77 98
157 13 5
158 0 18
159 71 97
160 46 69
161 58 78
162 23 1
163 43 15
164 85 33
165 58 92
166 17 43
167 87 16
168 92 83
169 44 100
170 4 79
171 10 87
172 95 48
173 80 48
174 58 90
175 75 86
176 49 0
177 41 64
178 48 64
179 15 65
180 56 63
181 92 25
182 53 68
183 78 88
184 59 1
185 66 31
186 27 37
187 83 1
188 77 25
189 74 18
190 55 95
191 0 29
192 69 57
193 16 39
194 77 48
195 57 34
196 88 99
197 30 17
198 38 24
199 55 64
200 14 29
201 25 71
202 73 36
203 6 5
204 0 43
205 8 42
206 79 83
207 74 2
208 2 93
209 20 89
210 0 51
211 96 59
212 8 11
213 92 38
214 55 49
215 37 11
216 45 6
217 41 84
218 39 93
219 65 96
220 1 68
221 67 79
222 31 53
223 4 95
224 66 45
225 45 68
226 97 37
227 52 59
228 32 12
229 80 95
230 3 65
231 43 19
232 88 97
233 82 95
234 86 79
235 81 74
236 45 24
237 71 10
238 30 85
239 98 66
240 51 70
241 32 7
242 91 38
243 100 65
244 99 63
245 23 49
246 36 41
247 94 62
248 39 95
249 27 75
250 38 44
251 37 25
252 10 20
253 22 43
254 37 3
255 10 57
256 39 79
257 52 64
258 76 46
259 22 30
260 76 21
261 93 85
262 60 81
263 34 20
264 69 88
265 80 34
266 46 34
267 67 34
268 0 58
269 8 17
270 46 1
271 12 45
272 74 81
273 71 76
274 20 19
275 16 7
276 78 63
277 32 70
278 32 13
279 95 44
280 79 1
281 98 92
282 61 48
283 15 50
284 62 34
285 30 36
286 5 28
287 57 79
288 14 8
289 8 57
290 90 3
291 2 62
292 81 82
293 79 38
294 42 98
295 65 49
296 39 100
297 52 32
298 20 35
299 33 19
300 91 15
301 46 3
302 33 4
303 34 57
304 26 0
305 35 89
306 13 25
307 61 7
308 41 33
309 2 94
310 34 51
311 14 69
312 0 4
313 13 96
314 57 44
315 95 13
316 27 6
317 58 1
318 71 83
319 39 53
320 2 50
321 51 95
322 70 64
323 14 92
324 63 39
325 69 41
326 35 16
327 29 75
328 74 25
329 98 42
330 47 30
