# N=999  D=15  Area=100
# id x y
0 50 50
1 59 65
2 16 77
3 15 5
4 76 67
5 41 22
6 7 21
7 52 28
8 57 77
9 18 36
10 69 77
11 31 6
12 51 35
13 31 87
14 10 54
15 29 96
16 21 28
17 46 0
18 83 39
19 86 0
20 64 82
21 17 61
22 25 95
23 95 60
24 26 62
25 72 52
26 100 82
27 31 34
28 86 9
29 10 41
30 80 25
31 70 78
32 36 86
33 45 93
34 100 51
35 8 11
36 25 70
37 78 61
38 30 0
39 14 35
40 4 38
41 35 93
42 15 62
43 79 96
44 5 96
45 62 12
46 76 11
47 3 73
48 28 5
49 80 62
50 62 15
51 93 26
52 74 39
53 30 12
54 95 21
55 29 54
56 25 66
57 84 17
58 19 79
59 21 7
60 58 67
61 19 74
62 93 13
63 82 55
64 50 15
65 30 68
66 30 78
67 64 5
68 89 73
69 59 23
70 24 27
71 42 13
72 0 46
73 4 27
74 46 22
75 10 97
76 54 28
77 30 75
78 94 68
79 79 55
80 46 66
81 25 72
82 86 2
83 48 59
84 10 40
85 70 41
86 69 32
87 90 70
88 72 28
89 55 15
90 23 90
91 100 71
92 71 100
93 62 36
94 1 57
95 33 73
96 39 46
97 89 86
98 46 34
99 38 6
100 46 24
101 39 16
102 34 80
103 91 20
104 49 43
105 13 17
106 17 62
107 15 37
108 57 84
109 30 42
110 65 50
111 33 11
112 44 67
113 63 74
114 65 43
115 85 78
116 42 64
117 84 16
118 80 74
119 42 58
120 74 13
121 44 64
122 47 8
123 25 41
124 81 51
125 84 46
126 81 16
127 26 45
128 17 17
129 67 72
130 11 66
131 13 2
132 15 72
133 13 30
134 89 39
135 5 58
136 91 94
137 73 41
138 3 8
139 58 38
140 73 40
141 12 56
142 66 53
143 40 18
144 62 77
145 73 18
146 79 31
147 82 100
148 75 67
149 52 69
150 50 19
151 73 71
152 86 20
153 22 63
154 41 91
155 96 92
156 14 83
157 81 90
158 16 84
159 38 63
160 28 25
161 21 100
162 17 43
163 67 32
164 43 11
165 34 6
166 1 71
167 20 84
168 72 82
169 78 48
170 22 12
171 41 99
172 25 8
173 16 54
174 90 54
175 69 21
176 84 40
177 76 39
178 21 42
179 61 43
180 7 57
181 15 22
182 95 92
183 41 11
184 33 46
185 59 85
186 93 50
187 20 13
188 23 77
189 61 33
190 32 41
191 62 6
192 0 55
193 55 76
194 62 93
195 93 75
196 25 10
197 11 73
198 86 68
199 42 86
200 26 77
201 69 18
202 35 94
203 34 49
204 39 79
205 72 88
206 15 98
207 38 82
208 84 93
209 49 66
210 70 38
211 30 93
212 13 43
213 17 76
214 34 43
215 36 49
216 70 8
217 71 47
218 38 62
219 97 85
220 83 53
221 5 31
222 61 8
223 17 34
224 77 11
225 64 41
226 36 96
227 68 9
228 77 19
229 6 54
230 35 26
231 32 27
232 77 59
233 11 84
234 73 45
235 98 23
236 36 42
237 45 38
238 35 77
239 67 23
240 17 96
241 34 72
242 52 35
243 78 25
244 9 21
245 29 8
246 52 54
247 70 43
248 28 54
249 18 28
250 34 65
251 93 61
252 90 5
253 46 6
254 95 48
255 41 53
256 59 73
257 72 33
258 7 99
259 65 83
260 29 80
261 63 73
262 48 96
263 23 30
264 51 65
265 35 9
266 36 3
267 33 63
268 70 77
269 27 28
270 53 72
271 100 87
272 2 23
273 83 69
274 97 58
275 54 36
276 25 24
277 24 96
278 31 25
279 3 61
280 85 72
281 87 94
282 39 66
283 15 8
284 64 47
285 19 100
286 56 55
287 13 33
288 10 78
289 62 47
290 14 77
291 35 73
292 15 17
293 50 9
294 64 50
295 51 77
296 82 54
297 33 70
298 29 71
299 83 7
300 61 80
301 11 80
302 55 79
303 63 53
304 11 22
305 92 55
306 99 39
307 61 100
308 45 90
309 45 19
310 29 100
311 7 36
312 93 78
313 55 2
314 74 88
315 40 36
316 73 49
317 30 43
318 61 19
319 85 33
320 69 79
321 22 6
322 70 92
323 30 88
324 63 13
325 55 92
326 33 43
327 17 92
328 77 54
329 100 22
330 19 61
331 33 100
332 26 60
333 26 26
334 40 75
335 47 21
336 37 74
337 6 81
338 71 20
339 29 15
340 56 72
341 2 31
342 21 23
343 56 25
344 62 91
345 19 65
346 2 36
347 25 97
348 6 29
349 66 83
350 90 40
351 51 60
352 17 81
353 40 48
354 24 61
355 16 16
356 46 81
357 43 93
358 28 64
359 74 10
360 71 39
361 72 23
362 26 91
363 34 88
364 65 32
365 77 81
366 39 92
367 8 52
368 32 4
369 76 13
370 89 12
371 65 37
372 39 100
373 51 14
374 56 31
375 28 18
376 5 44
377 10 82
378 83 58
379 57 23
380 53 50
381 93 87
382 99 66
383 10 27
384 98 61
385 6 17
386 97 63
387 77 33
388 3 76
389 35 21
390 95 29
391 29 26
392 42 15
393 76 0
394 46 50
395 58 4
396 44 31
397 6 97
398 14 29
399 12 22
400 6 14
401 39 89
402 53 35
403 27 54
404 19 62
405 87 61
406 100 48
407 4 71
408 40 64
409 53 40
410 89 16
411 38 98
412 14 92
413 3 18
414 80 40
415 86 3
416 19 84
417 75 78
418 46 95
419 2 24
420 65 66
421 88 97
422 46 75
423 51 74
424 31 77
425 28 89
426 0 63
427 34 51
428 9 6
429 92 29
430 72 35
431 50 88
432 38 4
433 88 69
434 32 3
435 84 7
436 98 64
437 78 93
438 90 7
439 91 14
440 45 17
441 78 57
442 41 93
443 89 100
444 71 82
445 26 37
446 6 75
447 42 100
448 20 50
449 18 91
450 22 16
451 61 85
452 84 55
453 50 66
454 13 61
455 68 37
456 100 14
457 2 95
458 8 94
459 45 63
460 95 38
461 67 41
462 98 13
463 25 12
464 25 47
465 59 21
466 65 59
467 93 3
468 96 90
469 83 27
