# N=999  D=15  Area=100
# id x y
0 50 50
1 47 50
2 6 98
3 51 52
4 59 12
5 6 38
6 32 78
7 92 89
8 47 43
9 7 100
10 99 17
11 4 43
12 56 1
13 7 73
14 26 31
15 58 95
16 60 59
17 0 54
18 76 82
19 90 36
20 9 87
21 7 25
22 86 0
23 77 41
24 13 45
25 55 66
26 52 38
27 21 33
28 77 32
29 85 6
30 69 80
31 22 94
32 56 59
33 52 80
34 68 52
35 83 77
36 5 1
37 1 27
38 54 86
39 84 85
40 21 31
41 69 8
42 97 71
43 26 48
44 45 82
45 41 32
46 30 15
47 37 61
48 79 63
49 4 59
50 86 36
51 19 0
52 90 39
53 13 40
54 30 59
55 11 20
56 18 99
57 27 47
58 22 9
59 95 24
60 11 69
61 77 60
62 42 45
63 22 25
64 30 65
65 50 4
66 55 9
67 1 34
68 3 64
69 83 1
70 39 24
71 15 49
72 50 17
73 71 73
74 35 98
75 24 85
76 92 29
77 33 62
78 54 93
79 28 63
80 78 71
81 87 64
82 44 95
83 36 81
84 24 92
85 8 30
86 68 10
87 12 29
88 36 95
89 68 63
90 51 37
91 15 14
92 62 94
93 17 15
94 54 82
95 90 91
96 66 28
97 10 75
98 23 4
99 68 14
100 48 95
101 89 45
102 74 81
103 26 42
104 21 69
105 15 100
106 29 44
107 78 63
108 87 54
109 97 0
110 6 95
111 74 88
112 32 0
113 99 85
114 80 1
115 45 63
116 52 90
117 80 12
118 87 35
119 60 53
120 25 34
121 0 28
122 59 21
123 37 0
124 41 55
125 44 40
126 27 49
127 93 47
128 99 4
129 60 63
130 7 93
131 24 55
132 44 2
133 5 19
134 25 65
135 43 96
136 100 93
137 33 84
138 8 2
139 10 18
140 39 20
141 99 42
142 76 38
143 100 43
144 38 39
145 82 8
146 31 79
147 27 32
148 6 73
149 28 26
150 19 93
151 29 57
152 53 78
153 35 55
154 75 100
155 43 16
156 85 73
157 20 19
158 41 52
159 31 72
160 33 57
161 93 50
162 83 29
163 25 50
164 56 5
165 86 37
166 70 51
167 62 8
168 66 98
169 81 36
170 80 85
171 97 20
172 69 29
173 29 52
174 80 49
175 87 11
176 59 16
177 52 53
178 53 46
179 13 77
180 9 47
181 50 72
182 87 92
183 51 27
184 90 24
185 41 13
186 38 73
187 44 90
188 60 29
189 5 93
190 6 49
191 67 80
192 59 2
193 30 85
194 59 49
195 62 85
196 11 77
197 14 74
198 85 36
199 67 96
200 21 29
201 12 7
202 24 50
203 49 24
204 72 28
205 26 1
206 91 27
207 3 85
208 93 88
209 22 7
210 52 14
211 16 95
212 9 88
213 95 95
214 60 73
215 43 86
216 60 26
217 36 25
218 65 8
219 7 5
220 7 23
221 67 68
222 75 33
223 34 69
224 76 19
225 12 10
226 16 50
227 63 36
228 86 11
229 59 75
230 64 99
231 77 98
232 88 29
233 30 19
234 89 92
235 80 92
236 13 48
237 9 68
238 88 5
239 96 7
240 81 16
241 0 43
242 61 47
243 8 65
244 28 46
245 75 72
246 47 96
247 70 67
248 19 28
249 64 22
250 23 43
251 92 100
252 82 36
253 80 75
254 46 12
255 69 79
256 94 42
257 83 34
258 27 12
259 96 17
260 66 68
261 80 84
262 17 36
263 96 93
264 13 49
265 62 31
266 79 94
267 18 91
268 70 53
269 66 95
270 94 77
271 1 22
272 87 96
273 13 73
274 15 55
275 91 95
276 15 86
277 66 25
278 27 11
279 38 80
280 89 19
281 35 60
282 35 79
283 82 90
284 97 35
285 27 33
286 16 40
287 1 89
288 48 54
289 1 30
290 39 98
291 59 20
292 6 90
293 48 48
294 55 78
295 19 1
296 50 20
297 5 20
298 56 94
299 3 37
300 0 47
301 70 17
302 20 68
303 48 65
304 47 42
305 4 22
306 7 67
307 7 76
308 86 14
309 82 45
310 82 37
311 29 32
312 80 26
313 51 79
314 3 28
315 18 38
316 63 46
317 74 45
318 92 30
319 87 13
320 94 25
321 44 93
322 86 15
323 91 38
324 66 60
325 22 53
326 91 55
327 22 40
328 71 19
329 97 15
330 31 1
331 8 51
332 86 24
333 76 21
334 40 10
335 26 52
336 55 16
337 16 100
338 28 60
339 58 39
340 9 17
341 15 79
342 97 58
343 11 99
344 20 29
345 53 82
346 36 70
347 71 37
348 43 69
349 67 12
350 87 0
351 76 3
352 8 34
353 32 4
354 0 87
355 77 5
356 28 77
357 52 44
358 0 6
359 77 1
360 89 79
361 31 23
362 47 55
363 27 19
364 57 21
365 68 84
366 19 97
367 63 78
368 35 25
369 88 57
370 6 74
371 36 82
372 13 61
373 23 69
374 31 8
375 25 63
376 39 65
377 64 93
378 6 11
379 52 11
380 17 75
381 86 47
382 61 48
383 1 71
384 88 52
385 16 65
386 76 43
387 70 8
388 6 83
389 70 91
390 16 70
391 65 86
392 14 86
393 26 74
394 65 5
395 0 72
396 82 27
397 38 29
398 27 67
399 32 3
400 28 3
401 70 23
402 56 29
403 42 42
404 95 56
405 67 19
406 34 48
407 90 90
408 40 20
409 68 12
410 3 56
411 17 96
412 40 37
413 21 57
414 49 2
415 18 45
416 1 8
417 46 47
418 64 100
419 89 100
420 98 1
421 85 56
422 61 5
423 40 14
424 12 61
425 32 2
426 91 15
427 71 48
428 86 63
429 19 65
430 19 19
431 28 10
432 53 60
433 22 21
434 51 41
435 8 48
436 91 66
437 74 74
438 71 31
439 75 80
440 11 42
441 43 1
