# N=999  D=15  Area=100
# id x y
0 50 50
1 78 71
2 91 43
3 81 77
4 67 19
5 84 28
6 35 20
7 34 64
8 49 87
9 92 27
10 22 50
11 22 77
12 18 58
13 28 78
14 23 48
15 42 4
16 7 37
17 47 54
18 2 69
19 68 38
20 93 58
21 32 37
22 55 100
23 65 13
24 81 50
25 85 78
26 82 14
27 9 74
28 90 99
29 29 4
30 11 59
31 80 99
32 56 57
33 2 5
34 4 89
35 60 32
36 3 8
37 11 80
38 68 95
39 72 32
40 29 68
41 45 4
42 53 83
43 16 91
44 55 18
45 13 33
46 39 79
47 6 49
48 61 63
49 99 67
50 27 57
51 92 30
52 40 42
53 21 56
54 90 86
55 55 85
56 35 55
57 24 40
58 63 14
59 28 26
60 37 30
61 46 93
62 50 84
63 15 96
64 7 4
65 75 72
66 80 66
67 98 60
68 53 76
69 17 73
70 91 57
71 34 47
72 27 72
73 1 58
74 3 11
75 11 61
76 60 79
77 8 95
78 15 58
79 63 86
80 54 5
81 61 21
82 9 26
83 20 75
84 64 1
85 36 23
86 57 49
87 83 19
88 74 34
89 92 97
90 10 43
91 35 99
92 82 24
93 5 14
94 88 98
95 88 4
96 73 86
97 97 67
98 67 0
99 43 99
100 1 38
101 37 36
102 58 83
103 26 10
104 87 3
105 25 48
106 36 91
107 81 65
108 68 97
109 10 33
110 67 83
111 4 91
112 58 6
113 65 92
114 46 77
115 68 26
116 66 33
117 59 52
118 73 7
119 80 4
120 78 94
121 70 92
122 2 98
123 79 76
124 83 85
125 12 89
126 84 85
127 73 95
128 56 83
129 26 1
130 43 69
131 85 66
132 19 4
133 14 39
134 60 100
135 98 67
136 69 43
137 34 21
138 45 35
139 53 54
140 76 22
141 51 55
142 74 4
143 89 78
144 16 20
145 21 12
146 63 8
147 39 22
148 74 85
149 68 84
150 39 24
151 36 40
152 66 97
153 74 47
154 55 12
155 54 88
156 85 28
157 94 21
158 61 73
159 1 0
160 73 71
161 48 4
162 42 90
163 52 67
164 12 22
165 91 95
166 96 99
167 44 40
168 82 90
169 35 54
170 48 12
171 36 71
172 49 34
173 59 58
174 25 5
175 44 90
176 0 96
177 51 99
178 73 48
179 62 32
180 81 40
181 80 87
182 29 88
183 94 36
184 66 17
185 33 46
186 23 5
187 29 52
188 83 80
189 38 15
190 77 45
191 78 29
192 14 71
193 99 6
194 56 93
195 52 80
196 40 21
197 15 91
198 31 62
199 22 62
200 63 61
201 35 58
202 21 67
203 2 30
204 25 95
205 98 61
206 0 27
207 23 57
208 20 71
209 37 26
210 52 55
211 45 12
212 46 9
213 49 47
214 79 24
215 81 11
216 23 73
217 43 81
218 35 89
219 27 28
220 84 37
221 85 83
222 21 7
223 68 21
224 23 88
225 32 11
226 48 27
227 42 18
228 18 72
229 98 2
230 65 86
231 79 59
232 91 89
233 49 96
234 14 7
235 55 68
236 0 78
237 20 16
238 37 72
239 72 12
240 33 19
241 14 44
242 90 62
243 53 8
244 12 11
245 53 16
246 83 16
247 33 64
248 8 87
249 50 18
250 77 43
251 52 32
252 78 36
253 17 48
254 93 93
255 85 41
256 54 67
257 63 58
258 74 82
259 74 57
260 77 65
261 53 13
262 82 28
263 25 46
264 63 85
265 12 64
266 21 53
267 51 20
268 92 48
269 36 78
270 18 43
271 71 81
272 38 51
273 87 66
274 74 63
275 83 44
276 36 79
277 93 95
278 81 69
279 6 11
280 56 54
281 24 24
282 38 23
283 44 15
284 87 31
285 66 66
286 40 72
287 3 7
288 3 54
289 38 63
290 22 94
291 18 2
292 24 92
293 52 73
294 2 68
295 39 74
296 98 100
297 26 78
298 14 47
299 22 43
300 66 4
301 61 19
302 91 58
303 97 62
304 91 55
305 30 26
306 56 40
307 33 59
308 74 24
309 84 29
310 38 30
311 81 32
312 95 31
313 86 73
314 31 18
315 69 48
316 47 73
317 36 24
318 91 98
319 36 43
320 10 85
321 87 76
322 82 50
323 46 43
324 52 0
325 0 91
326 24 32
327 26 45
328 15 12
329 63 36
330 56 11
331 72 5
332 2 11
333 32 69
334 31 73
335 97 10
336 43 0
337 45 23
338 58 7
339 97 3
340 89 56
341 78 44
342 18 95
343 90 26
344 92 11
345 44 77
346 80 51
347 85 67
348 19 37
349 19 14
350 56 80
351 43 33
352 41 6
353 31 89
354 85 21
355 29 78
356 45 9
357 47 2
358 43 75
359 33 21
360 26 76
361 50 47
362 32 1
363 42 6
364 41 16
365 87 8
366 30 22
367 62 7
368 48 70
369 61 38
370 86 8
371 90 41
372 20 9
373 79 9
374 80 57
375 97 95
376 6 59
377 77 96
378 64 20
379 8 64
380 32 57
381 86 92
382 52 7
383 53 79
384 54 59
385 11 87
386 39 9
387 33 1
388 46 13
389 57 86
390 48 15
391 94 80
392 30 20
393 65 58
394 86 69
395 1 5
396 20 91
397 12 47
398 32 93
399 80 5
400 91 32
401 32 21
402 75 18
403 29 72
404 81 38
405 44 68
406 55 54
407 87 23
408 51 19
409 38 31
410 50 96
411 85 74
412 64 80
413 36 65
414 34 45
415 85 52
416 37 64
417 30 33
418 62 66
419 43 50
420 30 50
421 83 54
422 28 92
423 25 59
424 89 21
425 22 37
426 49 83
427 34 80
428 49 57
429 49 48
430 38 22
431 79 40
432 58 12
433 4 47
434 38 81
435 14 41
436 76 3
437 8 2
438 37 21
439 18 59
440 64 60
441 69 17
442 9 6
443 88 100
444 6 76
445 11 18
446 86 62
447 33 32
448 98 1
449 29 99
450 61 100
451 74 62
452 39 89
453 15 100
454 74 13
455 56 74
456 75 83
457 25 94
458 43 59
459 8 16
460 76 58
461 56 46
462 25 78
463 90 39
464 68 7
465 67 44
466 18 8
467 64 70
468 19 47
469 80 0
470 73 10
471 66 67
472 70 70
473 19 2
474 44 41
475 70 31
476 84 66
477 76 91
478 56 5
479 4 0
480 20 69
481 92 58
482 97 12
483 75 75
484 55 50
485 41 78
486 90 22
487 24 22
488 11 15
489 65 99
490 99 40
491 9 29
492 89 11
493 30 85
494 82 73
495 94 52
496 20 6
497 84 81
498 65 51
499 50 35
500 7 84
501 46 46
502 43 42
503 62 78
504 41 94
505 22 9
506 84 98
507 38 91
508 16 14
509 2 55
510 95 62
511 0 77
512 16 3
513 31 59
514 51 34
515 44 58
516 26 70
517 90 84
518 77 74
519 3 40
520 66 38
521 99 88
522 47 93
523 89 46
524 25 0
525 64 91
526 41 4
527 15 48
528 62 83
529 15 77
530 92 29
531 85 15
532 69 9
533 77 33
534 74 28
535 96 37
536 38 96
537 82 3
538 89 87
539 90 51
540 71 20
541 2 21
542 95 59
543 56 30
544 34 94
545 92 76
546 37 95
547 17 100
548 41 5
549 69 97
550 37 14
551 22 85
552 28 20
553 52 97
554 34 10
555 85 93
556 40 24
557 65 66
558 67 94
559 6 42
560 47 9
561 69 68
562 73 70
563 8 96
564 70 67
565 15 43
566 100 47
567 71 80
568 37 4
569 92 96
570 55 98
571 100 55
572 31 48
573 63 26
574 16 7
575 43 21
576 53 91
577 20 57
578 37 37
579 69 28
580 42 7
581 34 57
582 91 53
583 69 91
584 89 39
585 18 54
586 23 18
587 17 85
588 35 36
589 88 57
590 87 7
591 28 3
592 5 23
593 50 83
594 63 15
595 60 7
596 4 23
597 34 56
598 14 85
599 33 18
600 57 4
601 32 100
602 22 56
603 6 54
604 93 71
605 20 30
606 39 36
607 17 79
608 9 53
609 95 44
610 39 68
611 70 85
612 27 87
613 72 66
614 15 24
615 35 59
616 58 74
617 22 58
618 88 88
619 6 21
620 53 3
621 47 32
622 29 94
623 70 69
624 79 68
625 48 47
626 100 62
627 41 44
628 17 37
629 69 58
630 64 40
631 86 41
632 55 6
633 88 49
634 75 26
635 56 92
636 82 10
637 98 9
638 64 53
639 47 18
640 4 60
641 33 95
642 85 51
643 1 47
644 10 63
645 75 89
646 15 9
647 0 50
648 96 39
649 91 31
650 3 16
651 60 50
652 0 45
653 60 86
654 15 33
655 61 22
656 62 71
657 26 3
658 85 33
659 20 47
660 74 83
661 79 22
662 93 4
663 18 46
664 13 88
665 61 57
666 80 23
667 83 67
668 49 24
669 29 16
670 37 58
671 92 9
672 62 21
673 92 18
674 25 61
675 60 95
676 23 41
677 59 14
678 80 59
679 95 90
680 24 59
681 18 30
682 54 51
683 90 96
684 23 39
685 79 62
686 100 91
687 24 88
688 23 17
689 98 75
690 22 83
691 30 68
692 92 55
693 91 49
694 28 44
695 89 63
696 67 35
697 31 66
698 32 43
699 22 52
700 83 73
701 52 41
702 34 46
703 2 22
704 31 31
705 12 0
706 66 31
707 66 50
708 34 16
709 83 14
710 66 46
711 80 3
712 75 99
713 82 70
714 78 38
715 99 32
716 15 81
717 10 67
718 75 8
719 95 6
720 41 72
721 95 7
722 20 77
723 13 61
724 92 79
725 69 45
726 49 50
727 45 73
728 34 74
729 33 28
730 39 57
731 96 100
732 3 23
733 32 54
734 94 88
735 73 49
736 89 0
737 57 38
738 25 83
739 84 2
740 8 14
741 90 9
742 59 47
743 48 53
744 24 60
745 74 29
746 46 3
747 56 86
748 75 31
749 88 82
750 80 24
751 4 28
752 62 41
753 74 97
754 29 84
755 23 65
756 65 42
757 30 78
758 73 82
759 30 88
760 89 74
761 50 48
762 12 76
763 47 46
764 90 100
765 60 98
766 24 36
767 24 65
768 63 62
769 83 61
770 54 17
771 34 34
772 49 25
773 8 27
774 81 34
775 43 10
776 67 78
777 66 14
778 71 95
779 45 19
780 1 51
781 43 79
782 2 89
783 49 13
784 12 4
785 7 79
786 51 23
787 73 100
788 98 63
789 57 5
790 5 8
791 84 21
792 21 48
793 69 14
794 77 42
795 78 28
796 28 49
797 77 59
798 92 14
799 83 37
800 10 15
801 8 85
802 10 76
803 63 5
804 30 63
805 97 7
806 5 90
807 18 85
808 3 90
809 29 74
810 5 50
811 23 13
812 30 66
813 91 13
814 82 33
815 43 36
816 88 21
817 19 35
818 34 11
819 89 89
820 87 98
821 79 55
822 23 45
823 52 74
824 61 53
825 52 38
826 52 83
827 88 59
828 23 72
829 24 87
830 90 31
831 0 67
832 52 14
833 54 54
834 89 55
835 48 16
836 100 30
837 56 61
838 52 29
839 41 14
840 69 13
841 49 73
842 44 85
843 41 58
844 18 39
845 51 56
846 66 86
847 49 37
848 77 66
849 77 28
850 88 55
851 8 35
852 45 83
853 95 22
854 56 16
855 45 89
856 40 18
857 13 24
858 29 85
859 56 89
860 75 96
861 71 94
862 96 22
863 75 87
864 69 47
865 45 82
866 68 48
867 6 84
868 4 64
869 32 98
870 91 29
871 53 27
872 57 74
873 80 11
874 60 8
875 10 3
876 63 1
877 6 82
878 55 86
879 90 53
880 46 26
881 51 21
882 88 74
883 31 80
884 26 94
885 64 27
886 53 11
887 21 91
888 36 26
889 86 47
890 75 58
891 84 68
892 40 91
893 60 54
894 100 98
895 2 100
896 66 56
897 24 38
898 59 97
899 84 39
900 16 89
901 18 27
902 91 15
903 36 45
904 60 24
905 66 26
906 3 100
907 6 33
908 60 56
909 22 92
910 30 56
911 76 94
912 71 50
913 28 42
914 21 5
915 90 21
916 55 95
917 23 96
918 28 14
919 80 42
920 50 72
921 75 30
922 75 37
923 34 36
924 87 28
925 94 78
926 14 81
927 39 99
928 3 29
929 67 33
930 91 0
931 88 23
932 84 57
933 3 79
934 14 63
935 38 70
936 40 19
937 14 68
938 33 5
939 92 62
940 95 80
941 16 93
942 80 75
943 27 95
944 20 35
945 48 64
946 99 83
947 88 42
948 62 51
949 28 36
950 84 53
951 30 89
952 89 29
953 98 50
954 5 84
955 43 61
956 77 83
957 50 99
958 5 89
959 76 90
960 29 60
961 2 78
962 76 70
963 12 38
964 23 31
965 0 13
966 3 86
967 95 45
968 3 4
969 61 76
970 42 41
971 55 82
972 50 93
973 0 98
974 83 100
975 50 85
976 64 24
977 76 46
978 100 45
979 11 9
980 25 24
981 56 13
982 28 53
983 86 54
984 57 72
985 83 46
986 13 94
987 66 69
988 19 66
989 88 33
990 1 80
991 97 99
992 93 50
993 71 13
994 59 33
995 94 51
996 46 0
997 73 34
998 77 24
