# N=150  D=45  Area=100
# id x y
0 50 50
1 70 4
2 93 41
3 41 68
4 48 64
5 94 48
6 5 55
7 39 56
8 26 77
9 3 92
10 17 41
11 32 39
12 79 80
13 52 82
14 40 81
15 53 89
16 27 62
17 68 80
18 62 89
19 85 69
20 24 26
21 36 29
22 50 96
23 50 56
24 43 97
25 84 21
26 47 99
27 59 25
28 73 84
29 2 63
30 39 31
31 90 47
32 24 45
33 53 90
34 10 28
35 63 71
36 34 37
37 70 18
38 20 54
39 6 66
40 55 92
41 57 88
42 14 20
43 100 64
44 81 68
45 45 5
46 64 9
47 87 79
48 25 46
49 92 73
50 97 49
51 35 37
52 38 8
53 75 59
54 5 67
55 38 68
56 67 57
57 7 97
58 25 59
59 96 21
60 93 54
61 29 93
62 79 69
63 53 10
64 80 48
65 19 47
66 99 44
67 100 97
68 34 82
69 36 18
70 53 2
71 5 33
72 18 9
73 29 51
74 11 64
75 29 19
76 9 52
77 58 27
78 77 47
79 3 37
80 18 15
81 8 43
82 82 32
83 60 20
84 99 11
85 16 8
86 8 6
87 2 53
88 55 66
89 86 98
90 31 56
91 2 21
92 9 74
93 3 77
94 54 13
95 99 33
96 95 71
97 7 47
98 14 83
99 70 69
100 48 3
101 46 37
102 81 6
103 89 61
104 39 52
105 34 52
106 14 85
107 90 18
108 70 19
109 44 68
110 36 45
111 93 95
112 92 10
113 64 41
114 30 100
115 85 51
116 27 80
117 34 42
118 79 15
119 91 99
120 32 97
121 29 12
122 20 83
123 55 40
124 0 16
125 0 76
126 74 3
127 72 9
128 73 34
129 53 28
130 42 100
131 55 95
132 96 63
133 81 5
134 88 96
135 54 35
136 42 76
137 71 26
138 62 87
139 95 58
140 6 85
141 83 13
142 50 85
143 13 91
144 88 23
145 47 52
146 96 68
147 13 46
148 56 100
149 84 83
