# N=150  D=45  Area=100
# id x y
0 50 50
1 77 44
2 37 49
3 93 62
4 16 10
5 29 30
6 63 79
7 51 88
8 26 17
9 28 57
10 15 46
11 77 19
12 84 81
13 9 33
14 93 93
15 26 47
16 65 40
17 85 57
18 54 81
19 64 56
20 8 58
21 79 51
22 44 0
23 80 13
24 91 86
25 44 32
26 8 25
27 18 71
28 73 58
29 22 48
30 84 57
31 23 67
32 11 95
33 90 26
34 25 94
35 77 53
36 7 88
37 65 92
38 20 2
39 20 68
40 61 82
41 28 11
42 57 90
43 4 54
44 72 60
45 54 60
46 87 65
47 69 82
48 49 34
49 76 75
50 53 67
51 51 35
52 34 33
53 69 46
54 34 90
55 16 99
56 2 38
57 40 48
58 95 85
59 98 97
60 77 68
61 32 65
62 38 16
63 86 1
64 86 21
65 28 31
66 18 35
67 69 70
68 89 35
69 38 7
70 99 7
71 60 97
72 84 44
73 20 85
74 75 5
75 75 0
76 57 71
77 58 80
78 57 67
79 59 33
80 41 6
81 76 44
82 97 31
83 33 65
84 19 19
85 11 2
86 93 43
87 2 0
88 25 64
89 97 2
90 92 26
91 41 23
92 9 51
93 72 55
94 65 2
95 74 19
96 2 79
97 55 69
98 86 78
99 57 25
100 20 63
101 19 89
102 14 79
103 60 43
104 50 53
105 23 43
106 66 23
107 11 43
108 88 33
109 65 6
110 77 90
111 15 33
112 7 96
113 97 51
114 99 46
115 6 35
116 55 43
117 63 96
118 77 33
119 46 91
120 71 14
121 40 65
122 82 80
123 7 97
124 38 67
125 86 3
126 70 51
127 60 24
128 26 90
129 71 79
130 24 86
131 16 91
132 63 37
133 2 99
134 99 54
135 7 54
136 54 61
137 100 85
138 79 66
139 12 74
140 27 72
141 87 75
142 0 51
143 65 51
144 70 56
145 92 24
146 19 20
147 22 50
148 22 25
149 14 0
