# N=150  D=45  Area=100
# id x y
0 50 50
1 19 29
2 99 56
3 7 42
4 42 22
5 3 44
6 71 90
7 54 88
8 83 13
9 65 53
10 20 13
11 41 75
12 9 71
13 50 64
14 82 35
15 26 8
16 15 32
17 21 96
18 68 68
19 2 1
20 10 67
21 46 70
22 7 10
23 43 85
24 12 8
25 36 21
26 29 36
27 89 69
28 93 36
29 92 41
30 19 1
31 41 60
32 73 100
33 88 4
34 29 77
35 70 5
36 90 25
37 100 3
38 71 84
39 98 69
40 90 14
41 60 68
42 88 99
43 49 14
44 16 73
45 92 4
46 75 29
47 99 49
48 27 96
49 68 48
50 85 61
51 44 78
52 52 64
53 6 20
54 97 8
55 89 60
56 83 50
57 63 91
58 82 75
59 13 18
60 56 21
61 65 43
62 12 17
63 49 5
64 32 57
65 83 91
66 57 44
67 85 34
68 54 48
69 22 11
70 97 52
71 95 24
72 56 7
73 63 68
74 2 27
75 56 60
76 38 66
77 44 35
78 22 63
79 53 8
80 33 75
81 20 6
82 64 3
83 99 0
84 62 94
85 1 62
86 14 87
87 29 89
88 64 11
89 40 63
90 62 1
91 21 37
92 72 8
93 30 41
94 6 30
95 0 18
96 27 53
97 81 6
98 16 42
99 3 21
100 75 75
101 97 18
102 69 83
103 39 0
104 3 0
105 15 87
106 43 78
107 28 82
108 78 80
109 73 69
110 10 11
111 37 28
112 96 17
113 70 21
114 17 55
115 50 67
116 27 17
117 76 20
118 42 55
119 4 96
120 82 0
121 43 84
122 9 59
123 100 32
124 43 34
125 8 70
126 14 25
127 66 82
128 24 16
129 66 65
130 58 35
131 91 99
132 17 27
133 57 64
134 61 47
135 32 36
136 37 26
137 79 2
138 69 63
139 98 64
140 27 36
141 10 54
142 98 72
143 65 17
144 49 67
145 70 67
146 60 55
147 84 67
148 100 95
149 83 99
