# N=150  D=45  Area=100
# id x y
0 50 50
1 94 47
2 56 26
3 22 63
4 93 71
5 72 17
6 46 25
7 26 84
8 55 18
9 15 23
10 97 68
11 36 76
12 14 59
13 79 32
14 49 38
15 81 94
16 13 3
17 9 58
18 65 44
19 53 28
20 84 86
21 6 52
22 71 83
23 53 8
24 97 7
25 16 78
26 70 48
27 35 42
28 3 64
29 77 32
30 84 26
31 57 100
32 53 43
33 67 2
34 50 14
35 34 63
36 2 95
37 47 93
38 14 5
39 81 100
40 80 73
41 96 97
42 28 96
43 15 35
44 2 10
45 70 64
46 83 0
47 70 27
48 43 4
49 32 50
50 63 65
51 97 71
52 57 97
53 44 11
54 21 40
55 3 34
56 12 69
57 12 36
58 78 22
59 46 78
60 14 90
61 40 100
62 41 36
63 79 58
64 5 42
65 28 84
66 72 34
67 74 8
68 93 0
69 3 47
70 56 37
71 80 9
72 5 97
73 12 70
74 52 68
75 55 59
76 61 15
77 84 49
78 54 24
79 56 93
80 48 14
81 38 67
82 24 75
83 2 1
84 21 43
85 99 75
86 7 65
87 2 84
88 50 65
89 26 59
90 42 28
91 98 16
92 91 84
93 56 12
94 92 63
95 65 40
96 57 82
97 15 29
98 83 92
99 96 52
100 20 84
101 61 21
102 6 63
103 67 92
104 45 61
105 35 26
106 8 58
107 33 96
108 15 27
109 96 60
110 24 61
111 53 51
112 4 100
113 65 1
114 58 6
115 88 83
116 18 13
117 70 13
118 85 99
119 33 7
120 54 55
121 24 80
122 56 50
123 60 8
124 76 46
125 5 80
126 47 8
127 90 61
128 27 86
129 77 28
130 78 0
131 21 55
132 34 65
133 87 69
134 84 90
135 25 93
136 4 15
137 79 61
138 8 75
139 57 20
140 79 76
141 26 7
142 21 1
143 16 88
144 67 24
145 43 35
146 72 80
147 23 18
148 9 37
149 51 58
