# N=499  D=15  Area=100
# id x y
0 50 50
1 71 55
2 36 28
3 9 57
4 98 69
5 9 95
6 53 33
7 63 80
8 28 25
9 11 72
10 73 23
11 50 89
12 61 37
13 24 36
14 60 30
15 67 93
16 65 72
17 47 58
18 16 94
19 27 25
20 59 36
21 41 0
22 49 86
23 69 65
24 5 63
25 60 37
26 20 71
27 94 50
28 19 97
29 94 47
30 75 58
31 11 91
32 10 91
33 38 1
34 29 37
35 99 33
36 78 17
37 82 87
38 11 98
39 27 23
40 92 62
41 82 68
42 76 12
43 18 74
44 98 34
45 31 35
46 43 47
47 59 75
48 84 8
49 100 46
50 25 7
51 26 41
52 2 42
53 94 25
54 85 91
55 3 8
56 6 77
57 52 74
58 87 37
59 15 10
60 75 12
61 1 13
62 23 9
63 35 34
64 38 91
65 36 17
66 4 53
67 0 92
68 41 81
69 71 32
70 41 46
71 70 16
72 78 8
73 48 17
74 45 71
75 0 43
76 100 11
77 29 86
78 21 12
79 53 19
80 26 14
81 32 21
82 35 51
83 32 10
84 12 38
85 65 6
86 75 6
87 75 29
88 63 85
89 0 57
90 83 85
91 12 48
92 87 47
93 29 25
94 75 14
95 33 4
96 97 83
97 25 47
98 62 22
99 72 69
100 91 61
101 91 6
102 79 25
103 97 97
104 18 31
105 83 28
106 98 32
107 63 81
108 52 60
109 19 28
110 31 59
111 22 52
112 17 74
113 76 81
114 8 43
115 37 3
116 50 0
117 10 82
118 98 49
119 40 12
120 69 55
121 52 13
122 20 28
123 25 38
124 67 19
125 65 7
126 55 98
127 8 76
128 30 96
129 80 17
130 98 33
131 97 82
132 64 37
133 56 74
134 87 60
135 36 90
136 98 87
137 86 86
138 32 56
139 10 24
140 82 47
141 74 5
142 8 39
143 40 96
144 81 91
145 15 3
146 39 93
147 92 51
148 47 85
149 49 19
150 12 45
151 42 62
152 0 46
153 25 96
154 88 7
155 70 37
156 28 96
157 69 0
158 84 14
159 98 82
160 85 50
161 38 95
162 66 64
163 98 78
164 89 36
165 67 91
166 61 89
167 69 75
168 55 89
169 73 78
170 51 34
171 58 45
172 54 74
173 66 40
174 60 54
175 48 60
176 20 4
177 63 98
178 52 38
179 100 51
180 99 88
181 44 51
182 64 3
183 18 93
184 56 98
185 62 97
186 31 90
187 70 40
188 57 50
189 85 19
190 70 80
191 62 77
192 65 11
193 48 78
194 46 68
195 59 98
196 48 87
197 78 92
198 72 35
199 33 68
200 31 79
201 4 13
202 37 59
203 98 12
204 9 63
205 53 36
206 26 66
207 74 60
208 2 39
209 1 2
210 11 41
211 37 29
212 27 26
213 51 77
214 71 30
215 25 37
216 53 68
217 2 40
218 73 94
219 49 4
220 82 12
221 78 10
222 46 11
223 43 18
224 31 86
225 14 51
226 79 36
227 91 67
228 14 35
229 17 100
230 74 9
231 6 85
232 21 6
233 25 51
234 7 12
235 85 53
236 47 14
237 97 69
238 90 95
239 44 7
240 35 20
241 71 38
242 82 59
243 7 13
244 76 40
245 6 34
246 50 31
247 2 96
248 31 68
249 21 76
250 57 5
251 6 43
252 48 50
253 83 36
254 90 96
255 62 72
256 81 75
257 18 49
258 9 90
259 81 54
260 83 88
261 91 7
262 59 77
263 24 18
264 5 50
265 23 23
266 12 91
267 54 97
268 0 22
269 61 35
270 56 45
271 75 64
272 42 93
273 84 76
274 83 37
275 81 46
276 98 63
277 25 94
278 26 38
279 41 75
280 17 73
281 37 71
282 41 7
283 4 58
284 78 68
285 64 16
286 29 91
287 23 90
288 92 9
289 51 37
290 87 14
291 96 54
292 39 6
293 7 51
294 64 66
