# N=150  D=15  Area=100
# id x y
0 50 50
1 26 10
2 39 53
3 87 58
4 5 62
5 92 71
6 61 8
7 88 62
8 75 76
9 8 24
10 17 48
11 3 44
12 10 56
13 71 32
14 13 99
15 89 93
16 20 64
17 97 65
18 45 52
19 4 59
20 87 90
21 82 90
22 73 19
23 8 9
24 30 65
25 76 4
26 66 44
27 48 96
28 46 98
29 96 32
30 45 81
31 95 12
32 52 54
33 69 78
34 31 80
35 35 49
36 28 85
37 27 20
38 47 10
39 39 26
40 38 59
41 55 10
42 86 93
43 4 33
44 83 94
45 18 45
46 27 94
47 87 47
48 65 32
49 1 35
50 96 77
51 85 73
52 73 42
53 44 69
54 47 30
55 20 4
56 47 85
57 56 36
58 80 10
59 5 27
60 94 43
61 15 94
62 58 48
63 47 48
64 98 64
65 22 36
66 4 1
67 19 5
68 25 96
69 57 45
70 72 34
71 53 61
72 66 40
73 93 75
74 50 58
75 7 47
76 40 8
77 43 70
78 77 57
79 52 59
80 8 44
81 75 94
82 19 25
83 77 66
84 14 78
85 52 8
86 79 66
87 68 18
88 62 40
89 12 70
90 2 95
91 42 16
92 32 6
93 55 85
94 44 84
95 74 74
96 32 40
97 87 65
98 89 46
99 45 19
100 94 56
101 74 92
102 91 94
103 27 42
104 30 99
105 38 84
106 64 53
107 38 75
108 95 22
109 18 59
110 57 25
111 97 54
112 61 84
113 70 27
114 91 96
115 59 86
116 42 33
117 88 68
118 35 54
119 23 45
120 78 62
121 97 99
122 53 21
123 43 87
124 7 3
125 5 28
126 54 6
127 41 58
128 7 83
129 45 59
130 71 21
131 90 50
132 50 100
133 29 5
134 55 60
135 56 30
136 23 13
137 34 46
138 34 27
139 87 21
140 25 47
141 69 33
142 15 3
143 71 58
144 89 92
145 92 6
146 6 23
147 0 50
148 51 99
149 49 67
