# N=150  D=15  Area=100
# id x y
0 50 50
1 40 31
2 74 53
3 57 25
4 49 87
5 67 95
6 79 16
7 58 93
8 11 65
9 86 13
10 49 53
11 89 42
12 59 31
13 69 9
14 43 73
15 97 65
16 84 74
17 13 75
18 36 48
19 80 72
20 28 55
21 49 29
22 39 95
23 71 71
24 95 55
25 28 37
26 63 7
27 53 65
28 43 44
29 61 58
30 66 95
31 11 50
32 72 47
33 88 80
34 41 85
35 30 5
36 28 56
37 27 62
38 42 10
39 90 33
40 56 32
41 50 74
42 86 48
43 40 84
44 17 60
45 97 79
46 93 22
47 68 18
48 61 44
49 82 38
50 58 19
51 41 17
52 9 16
53 20 60
54 89 88
55 81 56
56 14 81
57 93 63
58 17 45
59 96 99
60 14 92
61 99 56
62 93 88
63 71 1
64 29 88
65 20 2
66 58 6
67 68 78
68 37 61
69 30 94
70 12 92
71 90 84
72 70 45
73 74 37
74 12 41
75 68 45
76 81 68
77 95 2
78 27 15
79 58 55
80 62 81
81 26 51
82 76 0
83 82 30
84 84 19
85 77 66
86 26 65
87 67 82
88 15 36
89 13 4
90 1 11
91 24 57
92 71 41
93 84 91
94 27 69
95 73 40
96 98 92
97 70 78
98 92 99
99 61 2
100 69 31
101 76 48
102 65 39
103 2 46
104 41 34
105 16 75
106 90 93
107 55 42
108 18 21
109 5 73
110 84 55
111 95 21
112 55 0
113 3 21
114 95 52
115 32 34
116 46 79
117 36 19
118 43 48
119 5 47
120 30 10
121 47 2
122 7 23
123 93 44
124 6 40
125 52 16
126 87 69
127 13 20
128 48 97
129 47 7
130 11 14
131 72 67
132 36 37
133 4 57
134 44 51
135 19 80
136 1 86
137 21 99
138 53 61
139 86 86
140 62 100
141 12 68
142 29 21
143 93 28
144 4 94
145 89 72
146 12 24
147 38 6
148 31 78
149 45 15
