# N=300  D=15  Area=100
# id x y
0 50 50
1 98 19
2 62 89
3 80 2
4 32 84
5 82 7
6 34 90
7 6 16
8 4 18
9 30 65
10 89 78
11 33 20
12 41 52
13 24 99
14 33 47
15 57 46
16 31 59
17 45 83
18 40 1
19 91 86
20 90 54
21 16 29
22 73 51
23 97 76
24 54 78
25 51 43
26 92 15
27 89 56
28 31 89
29 8 55
30 29 92
31 77 32
32 72 23
33 14 29
34 39 34
35 38 45
36 38 33
37 92 83
38 14 16
39 31 11
40 37 54
41 8 36
42 93 88
43 44 68
44 95 35
45 50 22
46 1 40
47 66 83
48 90 100
49 87 55
50 65 78
51 0 21
52 21 77
53 61 85
54 1 76
55 72 30
56 33 34
57 47 50
58 32 96
59 70 75
60 46 47
61 32 36
62 89 13
63 40 0
64 97 42
65 7 48
66 8 12
67 80 20
68 73 95
69 33 77
70 28 68
71 69 67
72 2 96
73 21 27
74 8 86
75 81 77
76 12 31
77 56 9
78 81 50
79 38 65
80 15 91
81 31 84
82 92 61
83 44 79
84 86 31
85 44 75
86 17 75
87 20 12
88 61 39
89 36 50
90 52 18
91 70 68
92 11 48
93 38 32
94 23 88
95 67 93
96 55 81
97 26 1
98 27 15
99 45 95
100 87 68
101 72 11
102 14 98
103 73 15
104 36 29
105 2 77
106 91 3
107 26 15
108 81 39
109 32 7
110 73 32
111 26 4
112 67 46
113 94 90
114 43 74
115 25 38
116 50 81
117 42 21
118 93 54
119 36 22
120 6 25
121 27 67
122 23 81
123 100 75
124 89 73
125 77 62
126 38 78
127 14 95
128 69 30
129 81 57
130 79 94
131 87 96
132 44 19
133 81 9
134 22 99
135 15 32
136 35 25
137 74 11
138 72 19
139 30 48
140 47 47
141 51 22
142 10 56
143 24 27
144 49 62
145 21 84
146 38 46
147 47 86
148 55 14
149 98 5
150 65 49
151 46 39
152 23 60
153 13 94
154 35 44
155 34 1
156 54 8
157 76 86
158 37 30
159 43 5
160 10 77
161 4 85
162 98 50
163 51 2
164 89 81
165 9 44
166 44 33
167 1 13
168 29 49
169 72 63
170 68 27
171 14 99
172 31 83
173 97 75
174 66 39
175 20 37
176 29 91
177 99 96
178 34 54
179 48 75
180 84 23
181 72 1
182 55 11
183 13 77
184 2 4
185 68 15
186 49 52
187 96 39
188 64 48
189 83 87
190 75 0
191 96 57
192 91 0
193 81 90
194 95 94
195 34 7
196 73 23
197 96 93
198 68 12
199 35 57
200 59 22
201 50 67
202 59 83
203 50 14
204 46 82
205 50 46
206 82 40
207 7 28
208 80 90
209 71 26
210 82 89
211 1 75
212 46 68
213 14 7
214 42 33
215 22 84
216 71 53
217 73 100
218 69 34
219 77 43
220 45 26
221 88 22
222 17 81
223 62 69
224 78 69
225 84 63
226 97 23
227 86 47
228 100 45
229 9 54
230 20 19
231 81 69
232 39 86
233 5 15
234 25 61
235 67 44
236 41 3
237 74 3
238 72 27
239 66 60
240 75 81
241 53 80
242 91 4
243 67 58
244 40 67
245 69 45
246 76 9
247 39 67
248 82 49
249 18 5
250 14 18
251 80 49
252 9 33
253 13 91
254 40 44
255 2 92
256 90 68
257 88 40
258 92 43
259 27 39
260 75 73
261 79 32
262 9 15
263 1 29
264 67 20
265 78 15
266 91 10
267 94 4
268 71 56
269 86 26
270 0 8
271 40 69
272 13 89
273 50 36
274 67 63
275 91 52
276 20 88
277 80 43
278 2 52
279 69 10
280 83 81
281 91 13
282 44 50
283 64 42
284 34 13
285 85 30
286 12 56
287 44 32
288 1 57
289 28 13
290 18 58
291 58 5
292 91 69
293 5 27
294 98 15
295 65 84
296 14 58
297 27 99
298 92 94
299 25 82
