# N=300  D=15  Area=100
# id x y
0 50 50
1 99 21
2 23 4
3 26 49
4 77 18
5 43 29
6 59 94
7 92 21
8 36 62
9 50 47
10 54 17
11 18 22
12 11 39
13 7 51
14 33 90
15 52 0
16 17 74
17 50 43
18 12 49
19 5 36
20 16 98
21 57 21
22 2 39
23 64 84
24 22 67
25 3 75
26 30 70
27 65 15
28 22 88
29 68 8
30 20 18
31 70 14
32 69 53
33 42 22
34 13 18
35 3 66
36 64 7
37 19 65
38 63 53
39 25 31
40 27 84
41 59 53
42 31 84
43 18 48
44 45 3
45 58 83
46 57 78
47 100 12
48 79 39
49 52 79
50 15 4
51 5 82
52 62 78
53 66 15
54 53 98
55 99 32
56 100 27
57 72 24
58 15 75
59 37 61
60 14 2
61 63 16
62 64 22
63 20 71
64 4 21
65 98 1
66 37 91
67 32 11
68 64 1
69 13 21
70 81 92
71 69 58
72 92 23
73 34 9
74 76 91
75 11 60
76 3 51
77 47 27
78 57 45
79 75 6
80 49 76
81 88 95
82 69 8
83 36 58
84 56 92
85 99 75
86 82 8
87 68 22
88 73 68
89 41 18
90 20 43
91 83 59
92 85 49
93 78 16
94 5 27
95 87 10
96 34 96
97 2 53
98 80 91
99 76 93
100 75 48
101 92 6
102 60 83
103 6 47
104 8 33
105 47 57
106 70 92
107 0 13
108 87 92
109 83 69
110 55 8
111 48 85
112 86 8
113 55 15
114 54 41
115 60 85
116 16 52
117 94 65
118 33 36
119 54 70
120 31 91
121 46 21
122 12 97
123 13 57
124 91 25
125 4 80
126 22 37
127 89 48
128 48 89
129 57 12
130 90 37
131 96 74
132 12 77
133 60 59
134 47 66
135 70 1
136 30 37
137 65 45
138 65 10
139 77 3
140 79 31
141 24 48
142 10 38
143 64 82
144 2 68
145 42 78
146 31 80
147 9 54
148 49 59
149 23 56
150 43 63
151 50 39
152 31 38
153 61 65
154 55 41
155 22 2
156 89 76
157 53 39
158 6 93
159 99 4
160 75 93
161 38 52
162 86 99
163 29 93
164 32 38
165 5 55
166 14 62
167 36 22
168 56 56
169 29 56
170 70 8
171 0 41
172 83 70
173 63 54
174 23 63
175 76 67
176 22 61
177 7 29
178 85 77
179 34 4
180 69 20
181 80 94
182 23 80
183 0 48
184 73 15
185 28 47
186 98 98
187 24 33
188 73 32
189 32 53
190 43 67
191 3 78
192 94 82
193 89 95
194 94 88
195 49 64
196 69 81
197 85 22
198 12 11
199 60 60
200 84 96
201 87 15
202 94 43
203 15 41
204 54 1
205 54 71
206 52 85
207 80 81
208 19 76
209 87 23
210 66 49
211 18 91
212 64 80
213 26 87
214 74 54
215 85 20
216 37 79
217 67 0
218 35 24
219 85 26
220 12 73
221 95 54
222 44 54
223 66 82
224 98 17
225 50 19
226 19 67
227 12 68
228 95 11
229 63 31
230 32 44
231 5 43
232 99 64
233 39 69
234 67 25
235 45 77
236 54 51
237 21 21
238 7 70
239 20 29
240 75 94
241 48 31
242 87 28
243 52 40
244 35 41
245 69 94
246 51 35
247 91 77
248 23 30
249 13 40
250 77 76
251 67 34
252 79 74
253 81 23
254 15 53
255 55 61
256 4 41
257 10 33
258 86 59
259 77 10
260 9 55
261 97 38
262 12 27
263 21 39
264 92 31
265 62 27
266 4 64
267 35 58
268 97 69
269 80 3
270 70 72
271 84 84
272 41 86
273 77 1
274 29 23
275 12 60
276 86 88
277 47 9
278 62 45
279 87 9
280 8 66
281 6 36
282 20 53
283 93 90
284 65 43
285 73 81
286 70 9
287 77 85
288 17 69
289 15 83
290 60 38
291 43 45
292 78 90
293 99 17
294 62 38
295 15 2
296 52 50
297 98 63
298 9 1
299 29 43
