# N=300  D=15  Area=100
# id x y
0 50 50
1 86 43
2 42 19
3 35 64
4 82 100
5 12 65
6 25 6
7 3 2
8 45 88
9 17 1
10 49 66
11 13 21
12 56 16
13 82 12
14 10 23
15 56 15
16 92 61
17 45 12
18 80 52
19 65 87
20 44 37
21 99 47
22 34 70
23 97 23
24 86 79
25 24 88
26 70 12
27 40 34
28 15 6
29 40 86
30 98 53
31 44 53
32 18 63
33 71 73
34 53 83
35 99 9
36 43 87
37 67 55
38 41 31
39 73 67
40 29 37
41 14 75
42 89 58
43 64 77
44 76 37
45 8 9
46 6 77
47 20 89
48 24 32
49 92 39
50 19 25
51 1 51
52 71 26
53 10 5
54 77 27
55 33 97
56 5 21
57 14 2
58 10 97
59 51 3
60 27 100
61 37 91
62 23 3
63 2 34
64 86 4
65 46 94
66 79 82
67 87 100
68 54 83
69 2 63
70 42 28
71 23 8
72 93 8
73 78 23
74 0 33
75 32 76
76 51 46
77 41 93
78 82 97
79 49 50
80 18 40
81 70 18
82 22 8
83 64 11
84 2 1
85 79 69
86 17 66
87 12 56
88 75 66
89 100 79
90 97 16
91 48 72
92 80 31
93 88 96
94 85 10
95 44 69
96 83 83
97 87 71
98 61 49
99 0 7
100 12 34
101 2 85
102 44 71
103 50 68
104 45 53
105 49 42
106 81 30
107 11 96
108 21 65
109 75 31
110 74 59
111 12 21
112 96 6
113 18 9
114 99 85
115 43 12
116 16 100
117 28 2
118 81 47
119 0 4
120 5 17
121 54 80
122 74 29
123 12 8
124 48 6
125 6 87
126 17 55
127 80 67
128 89 53
129 49 32
130 38 27
131 37 35
132 47 75
133 3 99
134 23 26
135 92 23
136 36 71
137 8 59
138 96 14
139 52 62
140 43 84
141 76 84
142 84 26
143 74 37
144 19 16
145 84 10
146 87 4
147 85 75
148 16 38
149 90 40
150 44 46
151 100 77
152 64 3
153 26 47
154 58 35
155 25 31
156 92 49
157 74 10
158 81 17
159 66 23
160 20 71
161 99 36
162 72 61
163 74 76
164 23 46
165 60 81
166 56 91
167 26 38
168 21 92
169 3 84
170 31 21
171 35 61
172 25 67
173 4 66
174 43 91
175 95 56
176 16 20
177 34 91
178 44 2
179 22 1
180 34 31
181 0 23
182 61 75
183 16 2
184 15 77
185 97 57
186 20 8
187 8 38
188 94 85
189 47 60
190 28 54
191 98 87
192 77 69
193 59 84
194 95 11
195 85 11
196 33 43
197 50 88
198 10 1
199 42 87
200 0 31
201 46 55
202 40 75
203 1 77
204 63 38
205 62 69
206 44 20
207 70 70
208 91 16
209 53 79
210 44 56
211 35 38
212 41 62
213 71 55
214 22 37
215 15 88
216 95 74
217 95 29
218 33 55
219 93 5
220 28 64
221 49 17
222 54 4
223 41 96
224 2 42
225 14 39
226 56 57
227 0 75
228 50 49
229 23 33
230 18 75
231 60 97
232 14 66
233 67 11
234 84 16
235 91 0
236 22 66
237 21 23
238 62 99
239 90 74
240 21 54
241 13 14
242 66 76
243 91 94
244 48 94
245 47 98
246 61 56
247 34 68
248 62 80
249 8 14
250 11 64
251 68 37
252 74 38
253 93 48
254 41 46
255 43 76
256 66 28
257 0 45
258 45 82
259 45 60
260 4 74
261 81 56
262 68 0
263 29 7
264 29 67
265 39 39
266 75 13
267 80 22
268 51 43
269 6 39
270 43 92
271 48 93
272 93 71
273 75 58
274 58 75
275 71 33
276 22 46
277 54 28
278 91 70
279 12 19
280 64 22
281 81 87
282 68 98
283 23 39
284 73 47
285 11 48
286 87 31
287 78 11
288 35 97
289 17 97
290 63 57
291 31 88
292 17 38
293 90 31
294 64 100
295 28 27
296 26 57
297 18 11
298 50 67
299 40 35
