# N=100  D=30  Area=100
# id x y
0 50 50
1 58 25
2 99 50
3 21 7
4 21 51
5 67 96
6 60 79
7 3 72
8 54 18
9 18 1
10 99 52
11 48 49
12 17 38
13 8 31
14 94 5
15 69 39
16 88 33
17 18 100
18 64 65
19 55 84
20 61 81
21 53 30
22 34 31
23 28 38
24 8 34
25 25 100
26 6 28
27 75 49
28 83 31
29 74 72
30 6 63
31 91 69
32 89 86
33 7 85
34 21 44
35 34 60
36 87 85
37 88 35
38 97 67
39 25 18
40 35 73
41 2 0
42 43 34
43 5 66
44 97 94
45 14 100
46 46 18
47 16 97
48 30 98
49 96 48
50 33 24
51 68 62
52 43 82
53 69 21
54 60 26
55 60 86
56 95 1
57 63 79
58 53 48
59 100 33
60 23 46
61 81 93
62 0 56
63 55 82
64 71 51
65 63 92
66 89 57
67 47 68
68 87 63
69 75 31
70 51 74
71 70 80
72 60 38
73 64 68
74 4 80
75 88 77
76 61 12
77 5 32
78 61 26
79 74 84
80 40 94
81 79 79
82 8 5
83 99 27
84 73 33
85 67 23
86 66 77
87 94 75
88 68 24
89 71 82
90 66 9
91 60 46
92 38 34
93 22 88
94 40 25
95 86 4
96 19 21
97 17 71
98 18 47
99 48 7
