# N=100  D=30  Area=100
# id x y
0 50 50
1 57 27
2 20 87
3 95 69
4 62 49
5 98 43
6 64 74
7 57 79
8 90 29
9 27 67
10 95 97
11 5 5
12 62 80
13 78 54
14 89 37
15 47 96
16 18 25
17 30 82
18 43 57
19 97 68
20 67 48
21 52 23
22 81 51
23 9 84
24 3 30
25 80 26
26 10 67
27 37 45
28 69 57
29 22 67
30 28 72
31 15 12
32 87 2
33 26 11
34 62 98
35 30 42
36 27 76
37 63 87
38 17 62
39 33 0
40 8 60
41 74 77
42 68 52
43 77 33
44 59 32
45 58 46
46 86 35
47 87 77
48 34 20
49 8 86
50 17 15
51 3 55
52 94 90
53 40 77
54 8 20
55 87 73
56 9 78
57 22 52
58 89 89
59 70 41
60 39 91
61 39 97
62 92 18
63 78 55
64 10 10
65 8 80
66 41 7
67 22 35
68 72 98
69 100 42
70 92 8
71 49 78
72 56 1
73 24 18
74 2 75
75 4 100
76 79 91
77 88 9
78 50 63
79 89 84
80 5 11
81 81 33
82 3 37
83 47 91
84 43 15
85 99 39
86 39 21
87 79 93
88 17 97
89 75 23
90 71 15
91 74 48
92 46 81
93 84 27
94 21 96
95 26 56
96 91 15
97 71 37
98 71 26
99 99 31
