# N=100  D=30  Area=100
# id x y
0 50 50
1 74 85
2 36 54
3 67 3
4 78 58
5 17 39
6 17 87
7 63 72
8 82 32
9 72 33
10 84 48
11 80 29
12 70 9
13 38 91
14 86 9
15 43 37
16 44 35
17 12 92
18 56 55
19 100 66
20 44 67
21 12 5
22 92 86
23 23 91
24 82 24
25 98 72
26 65 78
27 18 49
28 23 42
29 75 16
30 21 50
31 62 40
32 22 12
33 29 8
34 49 99
35 42 45
36 62 4
37 93 97
38 58 95
39 83 93
40 70 19
41 53 9
42 87 23
43 95 26
44 72 73
45 23 22
46 5 2
47 63 26
48 82 72
49 39 48
50 92 99
51 54 45
52 79 80
53 60 52
54 89 32
55 39 92
56 37 79
57 25 91
58 2 69
59 17 44
60 63 99
61 46 67
62 85 27
63 68 97
64 37 35
65 100 34
66 97 94
67 26 91
68 17 10
69 41 88
70 32 55
71 9 38
72 100 39
73 3 27
74 72 78
75 95 18
76 49 24
77 5 9
78 54 41
79 68 9
80 83 78
81 61 17
82 87 61
83 32 26
84 82 87
85 92 73
86 65 23
87 67 83
88 84 54
89 69 13
90 70 54
91 1 56
92 3 62
93 64 37
94 34 14
95 8 24
96 83 37
97 56 62
98 61 82
99 69 48
