# N=100  D=30  Area=100
# id x y
0 50 50
1 87 82
2 10 31
3 92 82
4 100 60
5 28 12
6 48 47
7 19 29
8 56 5
9 25 4
10 76 13
11 79 84
12 92 51
13 98 74
14 45 100
15 68 66
16 79 58
17 62 42
18 28 14
19 95 8
20 68 88
21 95 79
22 39 63
23 34 6
24 2 3
25 72 65
26 65 34
27 66 67
28 60 57
29 9 66
30 19 82
31 26 30
32 75 34
33 79 33
34 67 16
35 95 65
36 11 95
37 83 94
38 48 52
39 81 85
40 19 47
41 17 38
42 47 100
43 5 67
44 34 73
45 89 7
46 86 17
47 5 89
48 48 12
49 30 58
50 94 84
51 72 72
52 18 54
53 89 80
54 100 46
55 40 28
56 56 13
57 88 34
58 12 34
59 14 17
60 41 95
61 70 26
62 77 100
63 58 26
64 2 75
65 69 0
66 74 28
67 34 95
68 56 54
69 61 5
70 94 82
71 95 68
72 71 39
73 58 94
74 86 50
75 67 9
76 2 21
77 74 13
78 82 9
79 70 70
80 59 6
81 78 25
82 11 53
83 36 95
84 100 29
85 1 2
86 41 4
87 100 59
88 11 72
89 33 70
90 28 53
91 9 63
92 94 81
93 58 20
94 71 35
95 72 69
96 71 37
97 92 43
98 10 74
99 52 33
