# N=100  D=30  Area=100
# id x y
0 50 50
1 10 9
2 90 32
3 46 36
4 8 95
5 19 69
6 99 72
7 78 80
8 60 15
9 1 89
10 74 27
11 33 53
12 55 92
13 59 54
14 100 17
15 28 97
16 33 31
17 69 33
18 90 17
19 79 31
20 23 34
21 82 52
22 80 43
23 26 25
24 47 16
25 45 57
26 33 79
27 27 20
28 10 17
29 60 68
30 72 41
31 84 97
32 5 40
33 24 78
34 90 47
35 7 0
36 23 36
37 90 100
38 68 21
39 49 82
40 33 48
41 35 18
42 92 51
43 41 28
44 96 52
45 43 90
46 42 3
47 88 29
48 1 36
49 65 95
50 11 3
51 11 85
52 74 99
53 80 20
54 43 70
55 2 78
56 33 90
57 38 36
58 96 69
59 10 31
60 94 27
61 46 40
62 100 24
63 84 100
64 44 71
65 58 85
66 58 36
67 35 5
68 56 42
69 67 31
70 6 89
71 77 50
72 74 14
73 45 91
74 64 0
75 48 72
76 89 41
77 66 79
78 41 57
79 30 13
80 67 42
81 72 18
82 29 64
83 77 65
84 17 68
85 39 37
86 56 4
87 44 97
88 85 27
89 99 33
90 100 28
91 95 33
92 73 51
93 32 88
94 81 39
95 82 20
96 6 85
97 36 69
98 24 48
99 22 1
