# N=100  D=30  Area=100
# id x y
0 50 50
1 63 66
2 22 54
3 47 100
4 23 81
5 12 62
6 28 67
7 43 89
8 60 25
9 37 72
10 41 95
11 84 88
12 97 71
13 25 28
14 80 3
15 38 40
16 5 81
17 92 46
18 96 1
19 54 6
20 36 67
21 18 73
22 78 9
23 61 44
24 28 9
25 73 16
26 15 80
27 96 90
28 44 70
29 87 27
30 78 45
31 78 82
32 94 9
33 53 9
34 4 71
35 68 84
36 62 2
37 29 13
38 70 75
39 21 88
40 68 54
41 47 63
42 97 92
43 12 76
44 61 28
45 0 51
46 36 9
47 7 64
48 26 13
49 82 66
50 26 17
51 55 92
52 98 44
53 4 79
54 66 61
55 56 5
56 91 60
57 100 5
58 88 8
59 42 100
60 27 23
61 6 93
62 6 62
63 82 15
64 65 85
65 6 46
66 46 33
67 16 73
68 66 94
69 7 42
70 44 79
71 66 14
72 23 100
73 95 30
74 18 68
75 80 90
76 74 69
77 13 84
78 40 11
79 84 4
80 35 3
81 57 69
82 69 20
83 85 1
84 71 41
85 29 31
86 65 37
87 21 40
88 55 23
89 62 79
90 27 55
91 73 51
92 72 59
93 15 58
94 32 66
95 66 91
96 27 68
97 28 98
98 6 88
99 80 23
