# N=100  D=30  Area=100
# id x y
0 50 50
1 80 25
2 5 86
3 6 27
4 23 46
5 83 1
6 22 65
7 16 89
8 43 5
9 79 3
10 32 12
11 80 90
12 32 36
13 40 68
14 50 25
15 83 48
16 63 76
17 42 41
18 74 82
19 42 69
20 82 15
21 58 24
22 89 11
23 22 79
24 92 88
25 76 13
26 86 54
27 28 17
28 34 2
29 20 6
30 14 16
31 65 20
32 54 71
33 29 54
34 21 80
35 96 39
36 21 90
37 80 57
38 17 96
39 99 2
40 50 26
41 22 53
42 4 67
43 24 32
44 42 67
45 75 75
46 18 97
47 56 27
48 42 53
49 19 11
50 14 11
51 82 59
52 69 64
53 26 62
54 92 15
55 54 42
56 38 70
57 34 3
58 93 25
59 85 57
60 43 98
61 87 77
62 5 73
63 32 92
64 19 39
65 32 53
66 45 61
67 9 51
68 75 90
69 45 66
70 44 64
71 96 76
72 17 98
73 53 25
74 23 5
75 100 42
76 11 63
77 37 11
78 53 21
79 23 61
80 6 45
81 70 31
82 65 17
83 92 26
84 0 52
85 36 84
86 25 61
87 46 84
88 88 86
89 4 73
90 1 50
91 77 20
92 56 66
93 26 83
94 45 93
95 51 59
96 66 29
97 3 31
98 91 30
99 91 44
