# N=999  D=45  Area=100
# id x y
0 50 50
1 26 68
2 8 65
3 59 90
4 68 9
5 19 34
6 2 35
7 87 55
8 47 50
9 75 82
10 14 29
11 39 23
12 90 81
13 76 32
14 17 24
15 61 13
16 17 66
17 52 77
18 39 52
19 26 95
20 53 33
21 16 13
22 73 94
23 52 39
24 16 77
25 74 83
26 9 28
27 93 41
28 54 54
29 53 65
30 17 69
31 18 67
32 30 20
33 30 7
34 94 98
35 82 95
36 90 94
37 0 28
38 22 53
39 5 70
40 7 51
41 28 66
42 71 91
43 23 31
44 57 57
45 66 75
46 68 38
47 57 17
48 21 24
49 78 29
50 13 4
51 0 85
52 19 84
53 15 61
54 29 66
55 46 94
56 100 8
57 30 60
58 91 2
59 11 91
60 43 73
61 82 58
62 61 9
63 49 51
64 78 16
65 86 4
66 61 33
67 47 65
68 52 58
69 88 24
70 54 14
71 62 76
72 36 17
73 96 12
74 90 29
75 95 87
76 78 25
77 29 67
78 87 37
79 21 33
80 37 26
81 81 54
82 65 36
83 40 88
84 58 32
85 63 59
86 42 57
87 77 20
88 40 80
89 48 34
90 94 66
91 40 91
92 76 20
93 12 3
94 57 79
95 39 59
96 42 35
97 8 43
98 86 46
99 2 87
100 27 53
101 27 44
102 70 10
103 68 13
104 76 27
105 47 76
106 43 78
107 24 99
108 83 98
109 56 75
110 61 27
111 33 69
112 63 85
113 87 51
114 32 69
115 65 85
116 7 59
117 47 7
118 27 47
119 21 46
120 32 37
121 87 88
122 44 13
123 81 65
124 25 43
125 79 57
126 15 49
127 81 24
128 72 8
129 36 99
130 13 54
131 61 16
132 93 52
133 19 100
134 34 32
135 76 79
136 63 29
137 78 37
138 84 42
139 72 22
140 92 92
141 5 45
142 59 0
143 7 22
144 58 65
145 71 32
146 14 13
147 26 82
148 86 21
149 39 79
150 52 72
151 98 6
152 5 61
153 98 44
154 24 0
155 52 29
156 66 51
157 20 75
158 80 40
159 37 31
160 28 11
161 61 75
162 28 12
163 94 12
164 91 83
165 10 79
166 90 11
167 25 97
168 79 21
169 93 43
170 78 50
171 63 70
172 25 37
173 11 92
174 50 34
175 7 26
176 4 65
177 17 16
178 56 99
