# N=999  D=45  Area=100
# id x y
0 50 50
1 8 69
2 66 87
3 27 69
4 69 90
5 27 68
6 74 48
7 22 34
8 39 72
9 82 67
10 86 77
11 79 5
12 42 84
13 1 75
14 30 92
15 44 27
16 69 63
17 45 85
18 39 56
19 43 78
20 45 0
21 78 85
22 84 46
23 89 54
24 71 0
25 87 85
26 26 7
27 75 53
28 14 42
29 66 92
30 9 36
31 57 86
32 85 78
33 100 64
34 59 98
35 34 54
36 8 74
37 89 42
38 80 52
39 42 44
40 47 91
41 82 88
42 22 86
43 52 91
44 43 82
45 60 75
46 65 6
47 15 99
48 46 81
49 78 86
50 40 8
51 56 56
52 36 27
53 31 39
54 25 11
55 18 57
56 62 68
57 90 80
58 66 65
59 40 49
60 11 8
61 49 81
62 61 48
63 40 65
64 92 9
65 5 13
66 9 79
67 94 6
68 30 93
69 59 63
70 73 61
71 11 27
72 64 80
73 78 78
74 54 28
75 34 51
76 48 68
77 88 60
78 46 56
79 54 12
80 76 16
81 78 11
82 44 30
83 50 36
84 20 58
85 4 1
86 99 32
87 14 48
88 31 95
89 58 74
90 89 31
91 87 26
92 92 42
93 17 56
94 77 24
95 41 49
96 77 23
97 12 55
98 9 39
99 11 46
100 23 18
101 5 16
102 42 64
103 1 88
104 20 26
105 37 8
106 45 64
107 12 81
108 0 64
109 68 6
110 76 89
111 16 38
112 78 28
113 47 77
114 69 64
115 55 38
116 21 82
117 53 16
118 28 12
119 9 59
120 51 32
121 25 61
122 80 98
123 29 88
124 65 73
125 81 30
126 50 26
127 93 69
128 9 80
129 23 8
130 61 43
131 25 33
132 71 10
133 83 57
134 90 20
135 95 24
136 26 79
137 10 1
138 69 17
139 45 96
140 84 63
141 99 63
142 4 61
143 56 39
144 38 14
145 6 86
146 55 87
147 66 18
148 85 19
149 62 65
150 4 85
151 39 96
152 46 42
153 7 50
154 45 8
155 89 96
156 94 8
157 24 65
158 11 47
159 84 58
160 3 49
161 79 89
162 7 15
163 1 81
164 97 31
165 44 75
166 23 81
167 90 73
168 71 45
169 82 37
170 44 57
171 78 39
172 55 90
173 18 61
174 20 41
175 95 68
176 74 52
177 51 62
178 8 89
179 20 42
180 73 71
181 28 97
182 82 57
183 51 49
184 94 93
185 6 48
186 15 39
187 68 52
188 93 78
189 43 83
190 62 9
191 17 52
192 27 16
193 86 25
194 65 97
195 57 63
196 44 49
197 93 31
198 51 98
199 58 32
200 55 11
201 35 73
202 5 15
203 16 60
204 89 16
205 44 77
206 70 72
207 25 15
208 100 6
209 76 2
210 41 83
211 61 27
212 65 79
213 23 17
214 89 29
215 37 45
216 45 63
217 17 68
218 67 64
219 13 2
220 33 49
221 39 77
222 56 79
223 86 11
224 13 90
225 71 60
226 96 72
227 77 83
228 39 32
229 12 82
230 19 97
231 84 32
232 60 83
233 2 38
234 26 100
235 94 59
236 62 38
237 67 45
238 86 7
239 28 72
240 64 26
241 89 46
242 65 46
243 92 2
244 59 97
245 59 35
246 97 20
247 35 31
248 10 47
249 1 94
250 18 86
251 99 21
252 45 57
253 37 39
254 5 9
255 9 3
256 9 8
257 64 52
258 61 6
259 67 74
260 41 7
261 50 70
262 13 70
263 40 57
264 33 45
265 42 47
266 30 100
267 37 69
268 87 81
269 4 31
270 68 45
271 34 98
272 63 28
273 91 81
274 58 66
275 34 5
276 90 96
277 93 75
278 8 94
279 89 34
280 30 56
281 18 60
282 97 34
283 14 99
284 80 42
285 74 75
286 72 44
287 36 79
288 66 6
289 68 74
290 38 67
291 57 29
292 68 25
293 73 82
294 95 13
295 10 45
296 35 85
297 77 77
298 21 30
299 66 28
300 68 98
301 30 43
302 29 87
303 76 40
304 57 60
305 49 53
306 99 90
307 48 91
308 29 43
309 15 26
310 44 16
311 67 86
312 66 43
313 18 62
314 77 25
315 9 58
316 32 78
317 14 27
318 46 79
319 54 60
320 76 66
321 66 46
322 57 0
323 67 85
324 45 56
325 11 36
326 21 21
327 27 80
328 3 77
329 78 34
330 3 22
331 0 44
332 45 2
333 7 70
334 61 99
335 53 19
336 100 38
337 96 75
338 15 18
339 36 19
340 51 95
341 43 31
342 80 31
343 99 78
344 15 13
345 12 54
346 62 4
347 59 46
348 28 52
349 83 82
350 26 90
351 14 16
352 72 81
353 95 84
354 99 29
355 100 81
356 3 3
357 8 5
358 42 99
359 77 6
360 40 18
361 87 1
362 56 27
363 21 7
364 64 95
365 79 48
366 99 54
367 37 99
368 15 57
369 25 17
370 69 7
371 83 66
372 32 2
373 26 88
374 49 77
375 19 35
376 48 51
377 6 5
378 66 51
379 80 84
380 67 34
381 80 17
382 39 71
383 85 94
384 25 52
385 99 95
386 74 29
387 54 72
388 90 66
389 35 50
390 42 2
391 51 25
392 8 16
393 18 26
394 71 92
395 82 90
396 73 0
397 92 41
398 28 24
399 25 86
400 57 64
401 13 43
402 15 74
403 20 23
404 55 92
405 18 91
406 52 93
407 52 24
408 38 68
409 1 73
410 75 34
411 45 12
412 78 95
413 36 92
414 29 52
415 4 87
416 51 5
417 59 56
418 51 67
419 7 4
420 46 6
421 15 46
422 8 7
423 58 14
424 59 0
425 78 15
426 55 53
427 28 59
428 5 70
429 84 95
430 90 60
431 57 51
432 4 83
433 88 76
434 30 23
435 18 54
436 22 73
437 38 60
438 78 14
439 24 99
440 14 80
441 27 26
442 57 98
443 23 42
444 56 78
445 23 12
446 24 12
447 28 17
448 30 60
449 48 50
450 51 37
451 46 5
452 83 65
453 100 40
454 17 83
455 25 100
456 29 19
457 73 78
458 85 31
459 67 66
460 58 0
461 26 48
462 8 30
463 57 22
464 4 71
465 32 56
466 75 64
467 85 17
468 43 38
469 36 29
470 57 42
471 14 35
472 49 60
473 87 52
474 30 58
475 12 43
476 10 33
477 41 1
478 6 53
479 59 55
480 47 97
481 12 21
482 19 42
483 35 82
484 45 97
485 71 71
486 45 24
487 94 32
488 78 32
489 4 35
490 86 4
491 59 52
492 68 41
493 10 58
494 91 48
495 8 18
496 1 27
497 79 4
498 89 30
499 31 88
500 75 22
501 22 53
502 78 97
503 16 17
504 34 40
505 67 5
506 29 84
507 12 44
508 99 82
509 0 54
510 95 31
511 30 87
512 100 72
513 58 12
514 75 75
515 67 48
516 32 19
517 6 62
518 86 98
519 38 44
520 88 74
521 19 18
522 92 95
523 88 39
524 69 99
525 78 93
526 48 97
527 20 98
528 31 0
529 3 40
530 55 46
531 68 62
532 28 0
533 68 31
534 30 44
535 28 58
536 72 87
537 2 0
538 81 24
539 55 50
540 58 71
541 87 6
542 86 52
543 59 9
544 89 63
545 7 78
546 34 0
547 50 8
548 66 47
549 76 76
550 62 60
551 27 96
552 53 14
553 33 3
554 87 34
555 74 4
556 89 90
557 52 40
558 72 99
559 71 3
560 23 70
561 43 100
562 61 88
563 46 15
564 6 35
565 55 39
566 77 85
567 38 99
568 72 52
569 82 46
570 22 90
571 55 3
572 16 23
573 12 8
574 100 21
575 17 13
576 92 96
577 89 61
578 91 68
579 13 12
580 48 33
581 98 12
582 92 28
583 13 41
584 63 46
585 41 40
586 12 47
587 52 76
588 7 64
589 8 65
590 4 45
591 12 0
592 12 58
593 46 38
594 32 17
595 4 44
596 55 65
597 99 55
598 10 9
599 56 65
600 18 0
601 20 69
602 18 15
603 80 3
604 24 96
605 80 96
606 30 17
607 58 43
608 60 39
609 53 43
610 25 68
611 2 85
612 39 42
613 83 32
614 68 39
615 27 15
616 83 51
617 12 27
618 80 40
619 55 16
620 27 25
621 52 94
622 80 15
623 27 53
624 13 74
625 32 50
626 42 87
627 14 98
628 73 55
629 69 14
630 38 50
631 95 5
632 72 93
633 8 45
634 88 19
635 93 46
636 79 33
637 42 50
638 97 61
639 66 64
640 75 45
641 56 90
642 10 98
643 67 82
644 96 57
645 12 2
646 6 19
647 66 49
648 15 6
649 93 49
650 4 48
651 53 74
652 66 88
653 17 55
654 97 24
655 46 20
656 79 77
657 27 21
658 31 38
659 94 90
660 6 8
661 86 44
662 35 78
663 100 3
664 77 57
665 13 66
666 75 28
667 25 10
668 47 3
669 55 7
670 30 59
671 24 94
672 62 21
673 97 14
674 0 65
675 99 97
676 46 26
677 49 55
678 10 88
679 19 77
680 50 31
681 69 55
682 57 2
683 93 4
684 79 11
685 49 15
686 81 73
687 39 2
688 6 80
689 87 97
690 29 99
691 6 7
692 14 91
693 39 86
694 52 86
695 48 85
696 63 79
697 5 94
698 78 46
699 52 80
700 2 19
701 8 33
702 2 63
703 61 46
704 76 77
705 1 55
706 72 69
707 39 67
708 3 69
709 65 77
710 57 93
711 32 74
712 79 62
713 85 35
714 82 85
715 6 78
716 89 60
717 93 28
718 42 90
719 75 57
720 89 27
721 73 17
722 64 75
723 38 40
724 11 99
725 22 81
726 45 83
727 33 85
728 13 57
729 29 33
730 74 84
731 50 69
732 33 25
733 67 0
734 84 54
735 46 34
736 17 25
737 82 71
738 52 9
739 76 96
740 96 80
741 51 21
742 34 72
743 77 15
744 27 58
745 78 83
746 86 97
747 91 78
748 28 37
749 33 8
750 33 33
751 11 92
752 71 19
753 77 39
754 90 44
755 86 28
756 47 51
757 85 59
758 2 32
759 33 68
760 96 86
761 98 47
762 9 100
763 39 73
764 83 6
765 24 29
766 100 94
767 71 5
768 5 68
769 13 50
770 35 45
771 46 93
772 7 6
773 96 53
774 75 40
775 8 70
776 84 45
777 46 83
778 21 96
779 43 36
780 64 18
781 86 76
782 21 76
783 83 94
784 70 50
785 44 88
786 63 16
787 36 74
788 82 54
789 22 51
790 55 80
791 74 73
792 29 46
793 88 58
794 92 78
795 84 49
796 60 85
797 77 14
798 78 24
799 79 29
800 58 4
801 16 0
802 23 24
803 18 58
804 96 24
805 66 35
806 2 100
807 69 27
808 44 91
809 96 84
810 16 15
811 21 50
812 76 13
813 84 70
814 11 51
815 38 98
816 61 58
817 42 16
818 57 52
819 57 25
820 0 50
821 5 55
822 90 23
823 32 100
824 90 24
825 23 29
826 57 43
827 39 35
828 30 96
829 2 96
830 85 51
831 73 32
832 16 80
833 39 90
834 95 75
835 87 7
836 5 47
837 62 7
838 52 35
839 52 50
840 78 84
841 46 86
842 45 61
843 96 58
844 89 78
845 92 57
846 2 35
