# N=999  D=45  Area=100
# id x y
0 50 50
1 14 85
2 28 67
3 66 85
4 73 56
5 21 44
6 25 63
7 53 45
8 96 25
9 33 98
10 87 0
11 91 87
12 44 23
13 12 99
14 38 34
15 1 100
16 17 17
17 25 27
18 12 8
19 85 78
20 6 70
21 25 88
22 42 28
23 32 86
24 23 48
25 80 41
26 47 34
27 42 6
28 15 57
29 75 34
30 79 13
31 47 53
32 31 16
33 10 37
34 81 88
35 89 49
36 78 34
37 41 20
38 83 51
39 40 40
40 49 15
41 76 75
42 99 72
43 68 36
44 51 43
45 38 83
46 78 64
47 82 52
48 81 72
49 76 13
50 10 4
51 64 83
52 81 36
53 69 12
54 26 89
55 75 95
56 28 89
57 47 23
58 63 28
59 9 80
60 83 81
61 31 48
62 3 64
63 96 52
64 48 90
65 18 68
66 55 69
67 90 2
68 35 52
69 35 54
70 86 96
71 65 59
72 82 25
73 6 92
74 33 47
75 89 2
76 29 74
77 53 61
78 97 83
79 26 40
80 76 15
81 74 35
82 13 85
83 58 44
84 64 79
85 11 56
86 93 67
87 3 89
88 20 96
89 29 29
90 30 32
91 42 82
92 53 91
93 89 27
94 87 52
95 17 98
96 48 99
97 18 62
98 27 0
99 68 49
100 59 39
101 53 1
102 52 1
103 19 89
104 42 64
105 23 30
106 16 55
107 24 37
108 68 74
109 75 73
110 55 79
111 84 24
112 36 48
113 57 97
114 92 5
115 17 84
116 34 52
117 34 33
118 97 31
119 38 65
120 67 46
121 55 60
122 46 83
123 28 86
124 18 94
125 46 67
126 63 52
127 15 25
128 69 48
129 22 27
130 71 27
131 84 64
132 39 100
133 63 17
134 26 56
135 24 73
136 32 68
137 41 55
138 42 52
139 9 18
140 52 82
141 22 0
142 59 25
143 35 4
144 58 16
145 60 45
146 63 13
147 59 65
148 28 100
149 55 68
150 99 87
151 29 56
152 29 28
153 55 91
154 17 11
155 1 90
156 66 82
157 15 27
158 10 29
159 62 48
160 29 20
161 89 30
162 26 93
163 22 96
164 39 19
165 49 92
166 30 46
167 15 30
168 78 26
169 81 71
170 61 98
171 28 61
172 15 55
173 77 45
174 24 81
175 30 72
176 11 36
177 84 0
178 50 99
179 0 22
180 99 24
181 5 91
182 41 19
183 38 1
184 32 45
185 81 51
186 53 76
187 54 13
188 53 95
189 64 35
190 89 23
191 96 7
192 64 85
193 93 9
194 60 56
195 56 80
196 57 60
197 83 34
198 28 2
199 99 52
200 42 81
201 62 28
202 15 10
203 96 90
204 64 75
205 46 96
206 19 77
207 43 28
208 16 50
209 39 97
210 34 53
211 64 38
212 98 67
213 60 2
214 89 76
215 96 31
216 70 38
217 88 56
218 55 53
219 77 51
220 48 2
221 66 37
222 33 8
223 47 15
224 0 38
225 87 38
226 69 75
227 11 52
228 61 57
229 81 16
230 35 95
231 38 16
232 59 20
233 4 97
234 50 38
235 29 60
236 4 42
237 75 38
238 95 73
239 56 12
240 9 3
241 88 75
242 58 4
243 64 43
244 79 60
245 83 80
246 97 5
247 56 63
248 67 62
249 77 42
250 13 30
251 49 42
252 69 81
253 22 51
254 78 28
255 28 38
256 31 81
257 48 77
258 88 12
259 89 81
260 100 37
261 9 85
262 19 87
263 51 94
264 49 53
265 82 81
266 7 28
267 32 69
268 64 40
269 73 82
270 67 72
271 74 59
272 25 71
273 37 7
274 49 13
275 55 37
276 63 96
277 16 63
278 0 76
279 16 33
280 83 60
281 49 39
282 70 66
283 42 92
284 3 69
285 99 13
286 75 90
287 29 90
288 43 1
289 63 32
290 15 43
291 24 4
292 70 5
293 39 21
294 61 89
295 12 1
296 98 95
297 44 35
298 57 82
299 4 54
300 2 70
301 48 4
302 20 6
303 73 60
304 46 35
305 34 69
306 43 18
307 93 29
308 35 11
309 84 71
310 17 77
311 26 8
312 97 97
313 70 35
314 15 20
315 54 74
316 91 8
317 38 37
318 30 91
319 2 26
320 26 65
321 15 16
322 43 3
323 42 13
324 81 47
325 96 84
326 99 38
327 91 64
328 53 55
329 31 0
330 60 15
331 41 85
332 60 64
333 0 29
334 92 32
335 46 98
336 71 87
337 7 86
338 70 80
339 98 58
340 50 49
341 60 26
342 13 42
343 97 57
344 29 88
345 60 69
346 75 42
347 50 72
348 92 73
349 90 66
350 13 61
351 43 33
352 38 42
353 21 63
354 26 27
355 92 67
356 98 9
357 40 63
358 42 38
359 83 96
360 47 37
361 2 27
362 82 22
363 34 28
364 33 71
365 85 69
366 2 28
367 13 59
368 56 47
369 96 47
370 70 21
371 36 40
372 9 76
373 99 47
374 36 85
375 1 68
376 34 83
377 1 36
378 67 51
379 65 2
380 23 71
381 96 51
382 63 54
383 6 21
384 95 17
385 79 68
386 94 22
387 56 66
388 3 48
389 3 13
390 5 90
391 20 20
392 1 94
393 5 61
394 19 3
395 61 32
396 38 72
397 72 28
398 77 65
399 19 60
400 70 61
401 33 46
402 52 43
403 24 2
404 84 98
405 61 64
406 82 71
407 42 17
408 61 6
409 64 84
410 98 27
411 24 63
412 72 23
413 95 35
414 34 26
415 2 32
416 46 90
417 82 77
418 26 71
419 14 98
420 11 55
421 24 98
422 91 2
423 77 83
424 77 77
425 46 28
426 93 45
427 86 77
