# N=999  D=45  Area=100
# id x y
0 50 50
1 15 80
2 38 40
3 99 80
4 80 71
5 24 5
6 0 32
7 59 34
8 9 39
9 56 16
10 50 1
11 4 6
12 35 18
13 73 51
14 60 17
15 27 82
16 2 45
17 12 44
18 68 3
19 54 23
20 13 8
21 99 24
22 52 70
23 1 39
24 23 50
25 38 57
26 52 2
27 52 65
28 24 3
29 23 63
30 89 42
31 69 85
32 16 35
33 45 70
34 26 70
35 44 7
36 15 43
37 50 31
38 36 7
39 29 29
40 99 39
41 1 37
42 95 61
43 16 58
44 77 61
45 79 43
46 60 35
47 31 98
48 43 39
49 65 21
50 43 44
51 9 94
52 27 96
53 22 40
54 55 88
55 84 73
56 52 63
57 85 26
58 36 2
59 86 74
60 81 20
61 62 26
62 6 40
63 38 42
64 0 84
65 97 33
66 45 96
67 90 2
68 75 72
69 87 11
70 58 66
71 65 90
72 73 27
73 30 83
74 44 27
75 100 52
76 55 70
77 98 73
78 70 41
79 69 40
80 2 99
81 3 5
82 78 58
83 60 23
84 18 94
85 33 49
86 70 73
87 7 69
88 44 61
89 61 8
90 92 7
91 42 49
92 37 51
93 5 88
94 97 3
95 45 48
96 71 58
97 100 5
98 86 37
99 12 24
100 34 79
101 52 59
102 54 83
103 83 13
104 100 94
105 66 69
106 14 4
107 8 91
108 49 35
109 5 55
110 16 61
111 83 65
112 68 76
113 30 28
114 53 13
115 70 51
116 92 40
117 53 17
118 27 75
119 43 47
120 16 7
121 27 31
122 50 46
123 58 31
124 13 18
125 73 31
126 41 67
127 25 76
128 24 24
129 74 21
130 2 6
131 52 33
132 4 20
133 28 26
134 27 15
135 60 56
136 100 86
137 7 26
138 8 30
139 63 98
140 75 78
141 83 12
142 83 23
143 40 43
144 68 97
145 93 48
146 86 100
147 68 95
148 69 76
149 79 84
150 11 6
151 56 80
152 65 29
153 84 25
154 14 44
155 60 73
156 71 94
157 35 41
158 7 80
159 30 22
160 77 32
161 14 37
162 54 27
163 65 9
164 53 90
165 27 24
166 28 60
167 45 82
168 76 68
169 42 90
170 4 10
171 97 19
172 89 62
173 70 23
174 76 20
175 10 96
176 94 58
177 96 63
178 72 92
179 45 28
180 4 74
181 24 95
182 62 40
183 90 46
184 39 54
185 50 68
186 48 100
187 95 17
188 86 70
189 9 16
190 63 90
191 86 38
192 2 90
193 35 5
194 85 44
195 73 100
196 20 5
197 76 10
198 32 27
199 24 16
200 100 22
201 45 38
202 9 42
203 64 36
204 35 72
205 44 78
206 63 56
207 32 24
208 58 55
209 90 52
210 29 52
211 56 24
212 7 59
213 53 68
214 17 95
215 90 90
216 37 99
217 48 69
218 20 6
219 2 79
220 41 47
221 9 45
222 89 89
223 7 85
224 21 94
225 78 80
226 85 38
227 95 18
228 91 28
229 63 7
230 88 90
231 22 92
232 53 3
233 18 21
234 7 39
235 99 38
236 76 15
237 8 72
238 13 75
239 91 1
240 55 62
241 34 20
242 7 83
243 13 61
244 33 57
245 26 30
246 37 54
247 22 75
248 63 41
249 35 71
250 100 18
251 5 42
252 45 55
253 0 14
254 90 96
255 50 42
256 39 82
257 79 20
258 22 28
259 67 90
260 19 33
261 10 77
262 45 10
263 0 39
264 62 29
265 51 37
266 76 30
267 11 31
268 39 63
269 46 84
270 66 48
271 82 46
272 20 50
273 93 88
274 1 45
275 65 47
276 74 77
277 59 37
278 71 17
279 85 0
280 84 59
281 84 65
282 33 27
283 47 16
284 62 52
285 53 12
286 53 71
287 93 87
288 74 7
289 82 22
290 48 61
291 51 66
292 57 83
293 99 43
294 4 22
295 50 82
296 90 6
297 52 89
298 96 10
299 12 25
300 97 44
301 55 45
302 4 48
303 2 72
304 9 23
305 16 44
306 51 36
307 39 85
308 27 23
309 97 88
310 79 65
311 68 37
312 5 34
313 21 21
314 30 77
315 33 40
316 81 94
317 83 61
318 73 68
319 84 60
320 21 78
321 80 10
322 97 61
323 65 100
324 75 88
325 36 77
326 69 53
327 75 63
328 55 99
329 4 85
330 63 18
331 30 17
332 29 40
333 28 36
334 21 69
335 83 67
336 22 38
337 33 3
338 87 62
339 64 70
340 61 27
341 56 63
342 67 34
343 60 31
344 8 80
345 34 71
346 85 97
347 48 99
348 27 35
349 0 4
350 69 74
351 81 14
352 35 80
353 83 93
354 76 71
355 53 9
356 84 50
357 4 30
358 78 40
359 99 23
360 77 1
361 96 46
362 72 91
363 25 82
364 49 42
365 23 58
366 76 24
367 9 43
368 14 77
369 5 5
370 60 58
371 75 13
372 87 16
373 75 15
374 35 33
375 68 1
376 59 74
377 87 92
378 66 21
379 55 94
380 46 2
381 4 40
382 87 1
383 57 78
384 5 92
385 11 59
386 80 51
387 53 14
388 26 6
389 14 28
390 11 34
391 37 64
392 23 48
393 59 3
394 56 60
395 33 85
396 50 41
397 28 18
398 7 82
399 96 51
400 64 35
401 97 57
402 68 12
403 20 46
404 14 58
405 14 78
406 53 36
407 38 92
408 3 33
409 62 100
410 35 19
411 32 95
412 34 70
413 14 38
414 65 22
415 11 30
416 59 51
417 78 59
418 30 3
419 93 6
420 43 98
421 12 3
422 58 2
423 100 14
424 32 8
425 41 23
426 17 32
427 22 7
428 57 65
429 20 96
430 98 90
431 60 75
432 44 10
433 49 87
434 33 23
435 18 96
436 76 21
437 30 14
438 80 56
439 7 98
440 53 8
441 45 43
442 25 10
443 79 3
444 65 78
445 67 95
446 81 69
447 5 76
448 5 99
449 3 81
450 25 13
451 68 40
452 63 2
453 8 88
454 92 79
455 46 47
456 76 59
457 72 43
458 58 71
459 0 63
460 15 55
461 98 5
462 2 43
463 77 47
464 81 82
465 18 99
466 82 55
467 49 98
468 68 4
469 71 64
470 25 16
471 22 56
472 59 62
473 34 0
474 69 91
475 19 93
476 90 31
477 37 19
478 40 52
479 92 50
480 32 93
481 79 14
482 45 6
483 11 86
484 15 23
485 22 15
486 73 83
487 83 77
488 42 18
489 71 89
490 89 69
491 15 9
492 32 45
493 45 60
494 13 30
495 90 57
496 79 12
497 2 94
498 46 52
499 67 56
500 39 58
501 78 92
502 70 74
503 97 58
504 90 21
505 80 43
506 97 64
507 93 20
508 96 95
509 1 10
510 10 17
511 34 10
512 68 25
513 62 24
514 72 13
515 78 6
516 13 1
517 39 67
518 13 17
519 80 53
520 49 55
521 19 16
522 88 44
523 17 8
524 98 52
525 65 15
526 18 65
527 23 16
528 53 56
529 23 1
530 34 3
531 77 29
532 88 56
533 31 73
534 24 97
535 34 25
536 17 57
537 45 66
538 95 12
539 47 27
540 15 71
541 48 81
542 2 88
543 53 98
544 50 9
545 30 11
546 37 69
547 73 11
548 31 64
549 98 99
550 10 38
551 56 49
552 22 55
553 35 1
554 3 34
555 63 34
556 65 12
557 48 92
558 11 58
559 24 83
560 5 16
561 0 36
562 0 98
563 8 24
564 29 10
565 71 28
566 64 49
567 59 69
568 88 40
569 53 99
570 28 71
571 2 71
572 8 59
573 66 4
574 71 52
575 42 6
576 25 21
577 72 80
578 14 2
579 25 23
580 71 63
581 18 33
582 10 93
583 16 76
584 33 8
585 72 48
586 24 62
587 60 83
588 32 37
589 32 59
590 9 17
591 9 93
592 46 60
593 18 87
594 28 48
595 80 4
596 92 28
597 1 47
598 43 41
599 39 94
600 60 43
601 70 24
602 87 95
603 60 50
604 66 87
605 55 73
606 52 35
607 19 98
608 36 89
609 22 13
610 24 99
611 69 66
612 29 38
613 42 100
614 6 88
615 62 27
616 45 27
617 12 1
618 33 98
619 88 37
620 73 52
621 34 2
622 45 87
623 15 28
624 17 81
625 48 82
626 75 62
627 8 4
628 79 58
629 73 60
630 10 73
631 19 21
632 32 14
633 52 76
634 56 32
635 21 56
636 83 1
637 32 66
638 38 94
639 96 92
640 74 10
641 47 74
642 74 67
643 64 83
644 27 9
645 16 20
646 52 22
647 52 94
648 98 36
649 2 92
650 85 62
651 13 53
652 57 97
653 27 47
654 61 1
655 76 62
656 55 87
657 7 75
658 69 92
659 72 32
660 88 8
661 26 46
662 39 72
663 37 92
664 53 84
665 96 70
666 20 11
667 5 93
668 64 13
669 94 29
670 79 45
671 38 6
672 67 87
673 73 81
674 57 64
675 8 74
676 15 14
677 49 69
678 59 30
679 71 13
680 95 15
681 49 65
682 53 69
683 98 88
684 77 92
685 43 68
686 47 28
687 100 47
688 28 15
689 3 9
690 8 18
691 49 89
692 33 51
693 89 55
694 76 80
695 82 69
696 1 44
697 41 84
698 55 42
699 76 97
700 78 8
701 24 23
702 71 75
703 61 95
704 28 20
705 55 29
706 39 73
707 64 12
708 95 65
709 3 12
710 18 90
711 38 76
712 16 64
713 37 27
714 33 48
715 47 64
716 23 9
717 76 63
718 35 66
719 61 67
720 16 48
721 84 5
722 28 86
723 73 55
724 87 48
725 77 88
726 75 66
727 45 2
728 35 24
729 36 98
730 56 96
731 3 82
732 94 57
733 41 16
734 59 61
735 86 42
736 39 40
737 95 50
738 54 38
739 9 33
740 88 20
741 45 78
742 94 71
743 79 46
744 41 82
745 67 31
746 75 21
747 41 57
748 25 36
749 89 51
750 52 73
751 82 84
752 24 15
753 94 53
754 9 97
755 13 41
756 31 59
757 69 43
758 25 68
759 37 1
760 47 26
761 57 95
762 78 46
763 35 37
764 82 99
765 44 73
766 25 27
767 3 68
768 5 28
769 65 40
770 2 41
771 18 9
772 89 68
773 10 50
774 44 2
775 29 15
776 76 98
777 29 28
778 14 5
779 47 43
780 90 34
781 12 46
782 57 89
783 69 90
784 87 60
785 4 57
786 98 30
787 48 65
788 64 68
789 42 83
790 26 81
791 31 74
792 10 31
793 69 78
794 77 77
795 72 21
796 95 6
797 7 65
798 91 48
799 55 23
800 29 83
801 44 44
802 15 19
803 53 60
804 80 54
805 15 0
806 49 81
807 8 52
808 37 41
809 83 16
810 74 36
811 61 6
812 10 40
813 27 29
814 99 100
815 62 70
816 7 61
817 92 59
818 85 75
819 27 93
820 33 0
821 63 47
822 56 6
823 33 75
824 8 2
825 38 84
826 55 21
827 75 67
828 94 46
829 87 97
830 56 59
831 66 33
832 61 64
833 83 59
834 69 77
835 15 31
836 35 23
837 1 68
838 58 58
839 47 59
840 7 47
841 45 77
842 35 96
843 96 38
844 73 65
845 25 5
846 48 63
847 12 52
848 86 75
849 49 88
850 96 69
851 90 50
852 39 5
853 66 100
854 44 72
855 14 1
856 62 96
