# N=999  D=45  Area=100
# id x y
0 50 50
1 4 59
2 53 53
3 86 55
4 37 0
5 13 35
6 62 64
7 30 22
8 56 17
9 12 66
10 20 71
11 78 50
12 89 57
13 26 80
14 83 68
15 23 66
16 100 49
17 48 75
18 17 99
19 12 2
20 77 44
21 66 21
22 34 89
23 75 2
24 8 93
25 13 50
26 61 87
27 81 92
28 28 21
29 9 48
30 60 66
31 52 90
32 29 74
33 92 38
34 41 97
35 0 80
36 88 29
37 3 36
38 80 18
39 22 87
40 18 83
41 46 30
42 75 0
43 85 63
44 29 34
45 77 58
46 47 6
47 66 28
48 68 33
49 25 95
50 97 10
51 70 73
52 97 32
53 39 99
54 18 54
55 17 29
56 59 91
57 96 48
58 14 86
59 94 52
60 32 54
61 22 20
62 20 13
63 8 47
64 16 62
65 54 54
66 88 25
67 94 68
68 60 35
69 89 43
70 66 61
71 34 50
72 85 21
73 43 79
74 29 86
75 54 87
76 87 75
77 42 96
78 60 26
79 83 37
80 94 98
81 48 87
82 97 87
83 72 4
84 33 91
85 88 22
86 44 63
87 72 14
88 33 13
89 9 46
90 58 86
91 95 40
92 77 55
93 36 10
94 14 23
95 16 47
96 68 24
97 98 48
98 69 13
99 91 99
100 12 61
101 69 30
102 12 83
103 7 41
104 22 13
105 97 21
106 27 52
107 6 26
108 71 96
109 6 93
110 9 85
111 65 57
112 92 60
113 97 28
114 58 47
115 10 12
116 74 58
117 87 95
118 89 24
119 83 69
120 4 44
121 12 86
122 66 55
123 13 86
124 60 30
125 84 1
126 93 48
127 64 36
128 94 19
129 22 38
130 45 91
131 84 33
132 88 99
133 25 83
134 81 89
135 22 95
136 73 52
137 91 36
138 47 82
139 1 8
140 40 36
141 68 97
142 99 43
143 44 81
144 26 14
145 86 5
146 15 6
147 0 72
148 80 52
149 25 69
150 84 34
151 3 74
152 78 5
153 96 79
154 84 5
155 100 57
156 91 71
157 15 57
158 68 89
159 86 74
160 15 26
161 44 59
162 19 8
163 10 29
164 67 43
165 63 50
166 26 59
167 30 75
168 6 61
169 36 69
170 13 90
171 99 84
172 75 33
173 40 64
174 8 42
175 21 78
176 93 64
177 90 65
178 92 71
179 8 96
180 8 4
181 95 34
182 20 60
183 80 91
184 97 96
185 97 23
186 74 37
187 31 0
188 4 14
189 68 74
190 95 6
191 15 69
192 10 32
193 56 53
194 96 28
195 28 94
196 12 48
197 36 82
198 60 91
199 64 98
200 31 53
201 48 94
202 69 87
203 83 46
204 18 41
205 74 69
206 2 73
207 48 86
208 95 53
209 10 63
210 6 38
211 58 76
212 100 30
213 81 63
214 32 23
215 92 24
216 82 83
217 18 80
218 57 46
219 74 28
220 53 35
221 53 27
222 26 17
223 61 33
224 59 51
225 58 30
226 66 57
227 24 89
228 1 27
229 60 57
230 47 80
231 23 84
232 65 3
233 51 76
234 90 50
235 23 19
236 65 64
237 25 33
238 70 98
239 73 35
240 81 33
241 86 2
242 31 45
243 29 18
244 95 47
245 93 60
246 33 97
247 27 72
248 35 0
249 6 18
250 31 33
251 38 9
252 55 85
253 72 95
254 48 58
255 85 37
256 11 84
257 1 83
258 3 67
259 21 79
260 57 15
261 33 65
262 54 34
263 65 63
264 46 4
265 55 96
266 27 73
267 75 31
268 82 42
269 21 85
270 12 33
271 16 98
272 60 68
273 68 99
274 22 0
275 81 43
276 25 8
277 62 40
278 86 45
279 19 62
280 35 99
281 28 67
282 26 7
283 55 52
284 22 34
285 47 62
286 60 3
287 1 99
288 21 40
289 63 84
290 65 9
291 86 60
292 80 16
293 21 0
294 51 98
295 38 64
296 43 27
297 95 86
298 43 32
299 96 40
300 39 33
301 14 42
302 68 14
303 62 36
304 15 59
305 100 61
306 54 81
307 42 34
308 3 26
309 35 28
310 1 15
311 16 31
312 82 37
313 32 74
314 56 30
315 1 17
316 43 60
317 52 3
318 13 16
319 89 48
320 34 45
321 11 7
322 76 12
323 77 6
324 96 36
325 66 12
326 7 77
327 33 41
328 29 55
329 63 11
330 23 50
331 71 10
332 33 59
333 33 98
334 89 63
335 61 74
336 61 51
337 31 59
338 66 33
339 29 78
340 90 46
341 72 60
342 56 54
343 84 9
344 43 49
345 84 85
346 44 96
347 13 98
348 81 87
349 12 4
350 93 2
351 76 88
352 63 74
353 15 88
354 40 81
355 56 27
356 45 84
357 22 94
358 97 16
359 29 57
360 71 49
361 51 40
362 30 87
363 28 65
364 90 56
365 99 55
366 7 28
367 91 20
368 77 40
369 80 14
370 22 81
371 23 93
372 54 39
373 70 51
374 25 11
375 71 69
376 88 97
377 47 54
378 26 68
379 94 64
380 24 20
381 92 34
382 24 98
383 27 77
384 19 73
385 47 71
386 58 63
387 39 37
388 19 60
389 76 57
390 91 49
391 33 69
392 74 12
393 11 38
394 24 81
395 24 99
396 31 42
397 74 19
398 1 20
399 45 94
400 66 16
401 42 46
402 89 3
403 49 91
404 25 18
405 74 24
406 35 88
407 11 69
408 58 81
409 51 62
410 58 69
411 65 69
412 72 0
413 29 89
414 52 7
415 73 66
416 27 30
417 81 16
418 19 82
419 79 70
420 68 5
421 47 94
422 60 2
423 73 75
424 2 47
425 84 80
426 72 58
427 79 0
428 91 75
429 42 63
430 31 76
431 2 37
432 86 75
433 86 9
434 21 88
435 2 3
436 34 0
437 27 33
438 69 31
439 65 55
440 45 47
441 15 98
442 74 31
443 1 76
444 69 74
445 85 99
446 45 73
447 68 12
448 16 53
449 12 6
450 40 16
451 62 24
452 44 32
453 15 38
454 13 73
455 35 77
456 59 86
457 97 26
458 27 64
459 41 48
460 32 26
461 65 43
462 100 93
463 34 2
464 68 91
465 57 33
466 44 21
467 26 82
468 66 67
469 17 75
470 92 23
471 94 78
472 87 71
473 94 0
474 81 22
475 8 0
476 39 5
477 78 24
478 32 77
