# N=999  D=45  Area=100
# id x y
0 50 50
1 96 40
2 76 11
3 66 8
4 90 77
5 12 18
6 21 18
7 72 15
8 84 84
9 85 43
10 43 2
11 93 28
12 97 11
13 76 24
14 52 49
15 9 5
16 11 50
17 17 96
18 46 20
19 95 31
20 40 67
21 64 48
22 95 33
23 38 40
24 22 1
25 10 16
26 73 12
27 93 49
28 70 72
29 83 41
30 76 43
31 30 22
32 37 2
33 91 90
34 84 68
35 14 11
36 3 94
37 96 58
38 73 37
39 99 3
40 93 14
41 82 35
42 46 49
43 4 30
44 81 63
45 73 45
46 58 95
47 55 83
48 86 47
49 51 43
50 16 77
51 38 6
52 6 46
53 75 89
54 77 86
55 43 0
56 40 68
57 60 87
58 25 71
59 49 72
60 6 79
61 32 75
62 83 66
63 46 32
64 37 63
65 87 57
66 92 25
67 61 12
68 55 28
69 42 69
70 73 25
71 28 61
72 83 11
73 82 98
74 13 71
75 0 42
76 39 49
77 80 78
78 87 60
79 74 70
80 53 54
81 12 9
82 60 64
83 51 14
84 0 90
85 25 11
86 87 56
87 69 3
88 9 70
89 32 97
90 44 36
91 1 21
92 51 54
93 33 91
94 68 60
95 47 38
96 41 45
97 49 28
98 95 25
99 42 67
100 44 5
101 79 54
102 50 31
103 6 86
104 96 73
105 27 64
106 56 41
107 72 78
108 15 71
109 40 87
110 64 20
111 45 38
112 58 87
113 27 29
114 26 32
115 71 18
116 9 47
117 63 18
118 99 12
119 49 49
120 89 96
121 77 7
122 94 52
123 31 28
124 17 38
125 80 25
126 70 40
127 11 58
128 1 16
129 7 22
130 3 80
131 98 0
132 85 6
133 14 22
134 21 87
135 82 51
136 67 60
137 98 49
138 67 100
139 36 69
140 92 59
141 79 8
142 20 12
143 21 58
144 60 5
145 2 7
146 60 72
147 63 75
148 73 35
149 26 41
150 65 59
151 49 27
152 88 91
153 30 90
154 37 54
155 88 55
156 55 3
157 33 58
158 85 54
159 59 92
160 9 87
161 66 18
162 90 8
163 24 69
164 12 63
165 87 2
166 99 27
167 94 49
168 17 69
169 88 84
170 91 75
171 38 51
172 1 84
173 99 46
174 4 1
175 75 44
176 32 57
177 97 88
178 90 32
179 83 73
180 25 90
181 89 40
182 25 92
183 87 51
184 52 7
185 8 41
186 39 74
187 54 47
188 94 44
189 19 72
190 71 34
191 54 16
192 49 57
193 13 27
194 32 87
195 20 86
196 42 94
197 42 2
198 61 36
199 94 77
200 34 29
201 100 11
202 56 96
203 97 83
204 19 100
205 28 29
206 6 8
207 34 4
208 100 32
209 83 43
210 40 79
211 9 20
212 99 52
213 76 69
214 56 27
215 89 38
216 12 34
217 18 41
218 14 59
219 84 80
220 42 73
221 16 72
222 79 13
223 45 56
224 2 73
225 24 73
226 42 91
227 93 72
228 96 89
229 46 12
230 68 48
231 81 68
232 56 79
233 49 18
234 21 91
235 73 47
236 92 85
237 58 43
238 97 98
239 84 13
240 5 59
241 14 49
242 90 79
243 46 7
244 77 46
245 66 85
246 76 53
247 75 10
248 76 67
249 18 28
250 38 86
251 92 40
252 75 92
253 86 84
254 34 21
255 41 60
256 4 6
257 64 33
258 89 39
259 26 57
260 0 81
261 64 5
262 42 79
263 2 11
264 73 49
265 84 30
266 50 59
267 78 89
268 1 4
269 67 28
270 13 76
271 7 53
272 42 42
273 39 12
274 58 89
275 84 21
276 22 46
277 16 11
278 62 100
279 97 82
280 31 27
281 56 60
282 32 20
283 86 62
284 64 70
285 8 90
286 91 79
287 4 21
288 45 69
289 66 64
290 100 77
291 9 44
292 49 98
293 75 4
294 47 49
295 2 69
296 13 94
297 78 14
298 0 19
299 69 17
300 3 7
301 47 52
302 86 85
303 63 38
304 11 42
305 53 13
306 13 31
307 91 55
308 68 7
309 63 16
310 1 28
311 87 62
312 41 81
313 86 55
314 42 90
315 99 99
316 98 56
317 72 0
318 98 81
319 3 57
320 38 87
321 85 59
322 70 43
323 99 53
324 59 23
325 70 70
326 72 19
327 97 80
328 62 58
329 73 17
330 70 60
331 28 79
332 69 8
333 6 47
334 21 99
335 64 84
336 48 73
337 43 90
338 63 53
339 40 37
340 4 81
341 8 3
342 53 26
343 94 46
344 60 75
345 85 20
346 64 88
347 59 1
348 50 77
349 16 28
350 65 31
351 83 17
352 10 29
353 61 30
354 10 4
355 22 11
356 46 37
357 68 41
358 34 86
359 76 93
360 64 60
361 73 56
362 98 30
363 7 50
364 72 38
365 59 30
366 97 56
367 34 12
368 10 58
369 41 86
370 81 51
371 4 22
372 60 14
373 29 19
374 21 71
375 2 38
376 43 44
377 70 32
378 98 24
379 37 19
380 47 97
381 12 96
382 65 45
383 42 26
384 11 39
385 24 86
386 57 97
387 72 21
388 6 33
389 64 23
390 95 23
391 74 63
392 39 19
393 8 87
394 72 2
395 14 67
396 96 78
397 12 46
398 43 99
399 70 15
400 52 85
401 59 40
402 45 66
403 0 38
404 78 72
405 19 78
406 28 30
407 34 9
408 60 65
409 41 59
410 35 43
411 80 72
412 50 81
413 97 91
414 97 5
415 75 14
416 97 65
417 59 6
418 31 54
419 83 4
420 41 38
421 6 29
422 26 82
423 84 32
424 71 29
425 37 32
426 1 86
427 8 88
428 63 44
429 44 18
430 11 94
431 20 67
432 2 10
433 48 92
434 62 12
435 96 72
436 7 47
437 15 18
438 77 69
439 19 37
440 81 79
441 66 95
442 88 1
443 10 18
444 36 27
445 89 76
446 49 60
447 25 27
448 80 37
449 63 48
450 11 90
451 63 93
